epoch,train accuracy,test accuracy,time per epoch
0,0.77553654,0.7755203,0.14281826019287108
1,0.77553654,0.7755203,0.0508638858795166
2,0.77553654,0.7755203,0.05485324859619141
3,0.77553654,0.7755203,0.05186152458190918
4,0.77553654,0.7755203,0.05086393356323242
5,0.7757045,0.77619374,0.05226016044616699
6,0.7760403,0.77619374,0.06542510986328125
7,0.77721584,0.7755203,0.05345706939697266
8,0.7788961,0.7768671,0.058244180679321286
9,0.7835984,0.7788783,0.05325746536254883
10,0.7896482,0.78492755,0.04906868934631348
11,0.79804796,0.7950128,0.06103706359863281
12,0.8057782,0.80508214,0.0546536922454834
13,0.8118226,0.8131584,0.05465378761291504
14,0.82274294,0.8192078,0.05006632804870605
15,0.82761943,0.8218832,0.05146217346191406
16,0.8306428,0.82793933,0.05405526161193848
17,0.83769846,0.8353332,0.05505294799804687
18,0.84391326,0.8447428,0.0496671199798584
19,0.8479465,0.84743416,0.05984010696411133
20,0.85282004,0.85078984,0.049467849731445315
21,0.85534126,0.8554923,0.05485310554504395
22,0.857189,0.86153936,0.058244180679321286
23,0.85987806,0.8601926,0.051262855529785156
24,0.86222947,0.86355275,0.049268484115600586
25,0.8639097,0.8621992,0.06063785552978516
26,0.8652538,0.8628771,0.05804462432861328
27,0.86710227,0.8662418,0.048270893096923825
28,0.8687811,0.866913,0.0530580997467041
29,0.87029445,0.8682507,0.04886918067932129
30,0.8711346,0.86891955,0.05325765609741211
31,0.87147105,0.87027323,0.06203417778015137
32,0.8728148,0.8668972,0.05525217056274414
33,0.87348795,0.8722889,0.05465397834777832
34,0.8733195,0.8709375,0.05345697402954101
35,0.87298316,0.8729623,0.049866533279418944
36,0.8773513,0.8722889,0.05664858818054199
37,0.87735224,0.87430686,0.05465383529663086
38,0.8766793,0.87430906,0.05186128616333008
39,0.8776876,0.87632024,0.05385584831237793
40,0.8800395,0.8743046,0.05325765609741211
41,0.8791998,0.8776603,0.049667072296142575
42,0.88222426,0.8749757,0.05624990463256836
43,0.880544,0.8783404,0.04926776885986328
44,0.8820564,0.8756469,0.05325794219970703
45,0.88373625,0.8816961,0.06353135108947754
46,0.88323194,0.87968504,0.05964059829711914
47,0.88541555,0.87900704,0.05265908241271973
48,0.88760006,0.88035154,0.057247161865234375
49,0.8842389,0.8769892,0.05245952606201172
50,0.8854159,0.8837164,0.054454469680786134
51,0.88541496,0.88304293,0.0574462890625
52,0.8891122,0.878998,0.06682119369506836
53,0.8884395,0.88034475,0.054055643081665036
54,0.88759935,0.88438976,0.05624942779541016
55,0.8889437,0.883043,0.04647564888000488
56,0.88927937,0.881025,0.05405545234680176
57,0.8891123,0.8830407,0.0580449104309082
58,0.8891114,0.88035166,0.047672367095947264
59,0.889616,0.88774776,0.057246828079223634
60,0.8926407,0.8857252,0.05784549713134766
61,0.8899518,0.8843875,0.04827084541320801
62,0.89028853,0.8864032,0.060238885879516604
63,0.89129704,0.8870675,0.04926838874816895
64,0.8919673,0.8843921,0.05245962142944336
65,0.88978404,0.8830407,0.05505285263061523
66,0.8912962,0.88841665,0.0634303092956543
67,0.89331114,0.8837141,0.05545153617858887
68,0.8939846,0.89043224,0.052659225463867185
69,0.89532775,0.8864032,0.050863790512084964
70,0.8938155,0.8850541,0.05026588439941406
71,0.89347875,0.8843875,0.04886922836303711
72,0.8946556,0.8870743,0.050864028930664065
73,0.89566386,0.8843875,0.054055309295654295
74,0.8966711,0.8857253,0.05565104484558105
75,0.89633596,0.8843808,0.05575270652770996
76,0.89465505,0.886401,0.05206055641174316
77,0.8953285,0.88976574,0.05465383529663086
78,0.8938157,0.8843853,0.04946775436401367
