epoch,train accuracy,test accuracy,time per epoch
0,0.77553654,0.7755203,0.1115044116973877
1,0.77553654,0.7755203,0.061435794830322264
2,0.77553654,0.7755203,0.05355825424194336
3,0.77553654,0.7755203,0.05535316467285156
4,0.77553654,0.7755203,0.05764589309692383
5,0.7758724,0.7755203,0.04547824859619141
6,0.7783915,0.7748469,0.05495443344116211
7,0.77939945,0.777536,0.05276036262512207
8,0.7830945,0.77551574,0.04547824859619141
9,0.7849434,0.77686036,0.05914320945739746
10,0.78914374,0.7829119,0.06034030914306641
11,0.79502517,0.7943326,0.057845115661621094
12,0.7987211,0.8010486,0.05345697402954101
13,0.8076254,0.8111315,0.05226321220397949
14,0.813674,0.8158339,0.052659130096435545
15,0.81905127,0.8185207,0.07340373992919921
16,0.82409066,0.82726365,0.056452035903930664
17,0.8272831,0.8259147,0.05206065177917481
18,0.8298031,0.82994145,0.06243290901184082
19,0.8382031,0.83666646,0.04827094078063965
20,0.84374714,0.84271353,0.05326056480407715
21,0.8412285,0.8433846,0.06502609252929688
22,0.8523162,0.8541387,0.051763296127319336
23,0.8536617,0.8568255,0.06353135108947754
24,0.8592045,0.8601925,0.05226011276245117
25,0.8588684,0.85884345,0.05385599136352539
26,0.86357355,0.8621969,0.061039400100708005
27,0.86306924,0.8621969,0.05325765609741211
28,0.8669341,0.86152345,0.05744624137878418
29,0.8686144,0.865564,0.05754752159118652
30,0.8691181,0.86893094,0.0469759464263916
31,0.86911833,0.87027323,0.06263256072998047
32,0.87063026,0.8648928,0.05734996795654297
33,0.86760616,0.86690617,0.046574878692626956
34,0.867606,0.8709489,0.0732041358947754
35,0.8694547,0.86691064,0.0723078727722168
36,0.86945486,0.8682621,0.04777379035949707
37,0.868951,0.86690617,0.06043829917907715
38,0.8684465,0.86893094,0.055451488494873045
39,0.8701269,0.86623734,0.048970508575439456
40,0.8681103,0.86758864,0.05934276580810547
41,0.8696235,0.8662464,0.062433052062988284
42,0.8674383,0.8696021,0.05116457939147949
43,0.869623,0.86758864,0.06413016319274903
44,0.8729836,0.8722957,0.05046486854553223
45,0.87264764,0.8709443,0.05435624122619629
46,0.8724793,0.8696044,0.06532659530639648
47,0.8728153,0.8702709,0.05166182518005371
48,0.87449616,0.8756491,0.054255008697509766
49,0.8733198,0.87162,0.06203680038452149
50,0.8751675,0.87093985,0.0486699104309082
51,0.87483156,0.8722957,0.06362981796264648
52,0.87634265,0.87229335,0.05944385528564453
53,0.8778552,0.8729601,0.04886927604675293
54,0.87869483,0.8776716,0.06023893356323242
55,0.8785287,0.8817007,0.053159236907958984
56,0.87869513,0.8736402,0.05754742622375488
57,0.87852687,0.87431353,0.06263222694396972
58,0.88121665,0.8749757,0.04857177734375
59,0.88205653,0.87766933,0.05914311408996582
60,0.88272744,0.87900484,0.06502618789672851
61,0.8830639,0.8776739,0.04986658096313477
62,0.8810485,0.87968045,0.05605301856994629
63,0.8849119,0.8796872,0.06582388877868653
64,0.88188857,0.8803607,0.05385594367980957
65,0.8844079,0.8823741,0.05156354904174805
66,0.88692886,0.8823764,0.05854477882385254
67,0.8865921,0.8790184,0.05106339454650879
68,0.8869276,0.87700045,0.060938453674316405
69,0.8847436,0.8823717,0.056550216674804685
70,0.88743126,0.8810272,0.0580446720123291
71,0.88423884,0.8790115,0.05395727157592774
72,0.8887762,0.8823741,0.053456783294677734
73,0.88944864,0.8796827,0.06253423690795898
74,0.88978493,0.881703,0.057845115661621094
75,0.89028823,0.88102496,0.05176310539245606
76,0.89280903,0.8796827,0.060339927673339844
77,0.8907918,0.8816961,0.05954198837280274
78,0.8906249,0.8830452,0.06522583961486816
79,0.89415264,0.8796873,0.05455527305603027
80,0.8918006,0.8816984,0.06861667633056641
81,0.89415324,0.87968045,0.05615134239196777
82,0.894656,0.881025,0.05515379905700683
83,0.893649,0.87901163,0.05804462432861328
84,0.89465654,0.8830498,0.052361488342285156
