epoch,train accuracy,test accuracy,time per epoch
0,0.77553654,0.7755203,0.12706031799316406
1,0.77553654,0.7755203,0.08995909690856933
2,0.77553654,0.7755203,0.07480010986328126
3,0.77553654,0.7755203,0.0661245346069336
4,0.77553654,0.7755203,0.09494600296020508
5,0.7752007,0.7755203,0.049467849731445315
6,0.7755364,0.7755203,0.0777918815612793
7,0.77704746,0.77350235,0.09115629196166992
8,0.7792311,0.7768649,0.052260398864746094
9,0.78460586,0.7815696,0.08736610412597656
10,0.7943498,0.7929971,0.09354991912841797
11,0.8066146,0.80778474,0.052260398864746094
12,0.8150166,0.8151741,0.08896188735961914
13,0.82324886,0.8239125,0.09833693504333496
14,0.8303057,0.82793933,0.048470592498779295
15,0.8368599,0.834653,0.08596997261047364
16,0.83853877,0.83801097,0.09215350151062011
17,0.84408396,0.8386799,0.04727373123168945
18,0.84895676,0.84203786,0.09354968070983886
19,0.85466844,0.8480962,0.07799153327941895
20,0.8586999,0.85751474,0.059839916229248044
21,0.85769254,0.85280097,0.08776535987854003
22,0.8629015,0.8575034,0.08537163734436035
23,0.8659255,0.8628794,0.061635065078735354
24,0.86474955,0.8595169,0.08916153907775878
25,0.8664297,0.8628771,0.07180790901184082
26,0.8689499,0.86691076,0.06402897834777832
27,0.86878186,0.86556613,0.09075708389282226
28,0.8692864,0.8642149,0.0749995231628418
29,0.8696232,0.8648883,0.06841702461242676
30,0.8696225,0.86959535,0.0909566879272461
31,0.8697904,0.8682553,0.06801824569702149
32,0.87348527,0.8648883,0.06542496681213379
33,0.8701267,0.8628771,0.09135560989379883
34,0.87264645,0.86892873,0.06183466911315918
35,0.87214214,0.86892635,0.08457388877868652
36,0.87315017,0.8682575,0.08616957664489747
37,0.8729822,0.8709466,0.059440898895263675
38,0.87432706,0.8689332,0.08198075294494629
39,0.87348634,0.8702709,0.09015889167785644
40,0.87415856,0.87027323,0.06263256072998047
41,0.8766794,0.8736312,0.09315085411071777
42,0.8758391,0.87296,0.07480006217956543
43,0.87886417,0.87162,0.062034082412719724
44,0.87886345,0.8743046,0.090358304977417
45,0.8800403,0.87564915,0.07998595237731934
46,0.8805437,0.87565136,0.06741976737976074
47,0.8818878,0.87833816,0.09434762001037597
48,0.88256013,0.87833595,0.07918825149536132
49,0.88121605,0.8756491,0.060438346862792966
50,0.88071156,0.8769959,0.0767949104309082
51,0.88289547,0.87968045,0.07200732231140136
52,0.8842394,0.8756491,0.06602339744567871
53,0.8844075,0.87900704,0.09315071105957032
54,0.885248,0.8803539,0.05545167922973633
55,0.8867612,0.88035166,0.07440109252929687
56,0.8840707,0.8790115,0.07719345092773437
57,0.883903,0.876318,0.06741995811462402
58,0.8862569,0.88102275,0.08596997261047364
59,0.8872652,0.88304293,0.07799139022827148
60,0.8901204,0.8803471,0.07160835266113282
61,0.8855842,0.88236505,0.08995962142944336
62,0.8884409,0.886401,0.07519898414611817
63,0.8909604,0.8823627,0.07878923416137695
64,0.8859208,0.88035166,0.07858972549438477
65,0.89028865,0.8863987,0.0702122688293457
66,0.8921366,0.8850541,0.07878942489624023
67,0.88726485,0.8830406,0.08118276596069336
68,0.88793534,0.87833595,0.07519888877868652
69,0.8907937,0.8870721,0.07918820381164551
70,0.8907921,0.88303167,0.06482701301574707
71,0.89146423,0.8843807,0.08676767349243164
72,0.89280844,0.88572073,0.071010160446167
73,0.89314526,0.8864032,0.06382913589477539
74,0.89314574,0.8857252,0.08836359977722168
75,0.8941537,0.88303167,0.0634303092956543
76,0.89516085,0.8850541,0.08018574714660645
77,0.89398557,0.8870721,0.08656835556030273
78,0.8951618,0.88909006,0.05325756072998047
79,0.89549696,0.8877387,0.07599678039550781
80,0.89465797,0.8850587,0.08597021102905274
81,0.89633715,0.8843807,0.060637807846069335
82,0.89432144,0.883705,0.08437433242797851
83,0.895665,0.8870653,0.0696138858795166
84,0.89684135,0.88707435,0.08337688446044922
85,0.8970086,0.8864032,0.07599687576293945
86,0.89684105,0.8857298,0.0765951156616211
87,0.89818496,0.8850541,0.06741976737976074
88,0.8944899,0.8897589,0.10093016624450683
89,0.89734447,0.8897589,0.06023874282836914
90,0.8961703,0.89110345,0.06981348991394043
91,0.8966738,0.8870698,0.08676767349243164
92,0.8956655,0.885723,0.07440128326416015
93,0.89701,0.8884144,0.06821751594543457
94,0.8985218,0.8863987,0.09913487434387207
95,0.8986891,0.8863987,0.07100996971130372
96,0.89768237,0.8830272,0.06881604194641114
97,0.9003695,0.8897589,0.08716697692871093
98,0.89919364,0.88909006,0.07200732231140136
99,0.89734393,0.8830453,0.06941452026367187
100,0.8985221,0.8870721,0.09295115470886231
101,0.8986894,0.88976115,0.0746004581451416
102,0.8978497,0.88975656,0.06442775726318359
103,0.8993622,0.8890855,0.09614286422729493
104,0.8980176,0.8890878,0.05884256362915039
105,0.89751357,0.8857298,0.07579731941223145
106,0.90087336,0.89177907,0.08038501739501953
107,0.90020216,0.8897544,0.07340373992919921
108,0.9012092,0.88976115,0.0857706069946289
109,0.9002026,0.8850541,0.07619619369506836
110,0.90053713,0.89110565,0.07699422836303711
111,0.8991936,0.8917791,0.06781878471374511
112,0.90171355,0.88909227,0.07819089889526368
113,0.9013772,0.89312136,0.06502571105957031
114,0.8985211,0.88909227,0.08856334686279296
115,0.90171355,0.89110345,0.0757972240447998
116,0.90036917,0.88909006,0.06722021102905273
117,0.9018819,0.89043236,0.09434757232666016
118,0.9002021,0.88841885,0.062233686447143555
119,0.8998659,0.8904368,0.07878928184509278
120,0.8998659,0.89043456,0.09275197982788086
121,0.90288955,0.89245254,0.06203441619873047
122,0.9010418,0.8884212,0.07140874862670898
123,0.90204984,0.8911101,0.10272526741027832
124,0.90053797,0.8884212,0.057845115661621094
125,0.90188205,0.89043456,0.08417515754699707
126,0.9037298,0.88909006,0.09534497261047363
127,0.90221834,0.89177686,0.05724692344665527
128,0.9037296,0.89312136,0.08916144371032715
129,0.902386,0.88707435,0.09355010986328124
130,0.90053904,0.88976115,0.05944075584411621
131,0.9008721,0.8911079,0.09335055351257324
132,0.9012092,0.89245254,0.08317713737487793
133,0.9025529,0.8897656,0.07240657806396485
134,0.90255374,0.89177907,0.08616962432861328
135,0.9027216,0.8911079,0.06003937721252441
136,0.9028896,0.8904368,0.08257913589477539
137,0.90204984,0.88707656,0.09255247116088867
138,0.9020487,0.8884212,0.06343040466308594
139,0.90373003,0.89245474,0.08656845092773438
140,0.90389794,0.8944659,0.0807840347290039
141,0.9040655,0.88774997,0.06333222389221191
142,0.90456945,0.88842565,0.08237953186035156
143,0.9022168,0.88976115,0.09634237289428711
144,0.9044015,0.8924502,0.06442766189575196
145,0.90608215,0.8931236,0.07280530929565429
146,0.9040653,0.89311916,0.09873595237731933
147,0.9044012,0.89110345,0.06542501449584961
148,0.90507334,0.89177907,0.08397550582885742
149,0.9059137,0.89178133,0.09175453186035157
150,0.90473795,0.8897656,0.05904254913330078
151,0.9049052,0.89312136,0.07779164314270019
152,0.90372956,0.89311904,0.0849726676940918
153,0.90540904,0.89043677,0.0749995231628418
154,0.90490484,0.8877432,0.08277859687805175
155,0.9040667,0.8917791,0.060238981246948244
156,0.90507364,0.8904368,0.09354963302612304
157,0.9045698,0.88976115,0.07998623847961425
158,0.9055786,0.8904413,0.06462712287902832
