epoch,train_acc,train_cost,test_acc
0,0.1025,2.3070145,0.1065
1,0.1157,2.2982774,0.1075
2,0.1241,2.2926598,0.118
3,0.1288,2.2874007,0.1425
4,0.1446,2.2789354,0.1345
5,0.1507,2.2734137,0.14
6,0.1535,2.2675052,0.148
7,0.157,2.2599583,0.163
8,0.1698,2.2518923,0.1725
9,0.1878,2.2420535,0.1795
10,0.1879,2.234312,0.188
11,0.1883,2.2219968,0.1735
12,0.197,2.2089825,0.1895
13,0.2148,2.1961174,0.199
14,0.2092,2.1799028,0.206
15,0.223,2.1659534,0.2185
16,0.2283,2.1482766,0.2375
17,0.2298,2.1330366,0.235
18,0.2364,2.1171372,0.2415
19,0.2388,2.1040351,0.2305
20,0.2472,2.0909333,0.246
21,0.2463,2.0756576,0.266
22,0.244,2.0679274,0.239
23,0.2491,2.0543854,0.262
24,0.2509,2.0516808,0.265
25,0.2612,2.0356698,0.266
26,0.2674,2.0295606,0.2675
27,0.2677,2.0171149,0.2795
28,0.278,2.0122616,0.278
29,0.2746,2.0070639,0.2775
30,0.2765,1.9983512,0.277
31,0.2831,1.9888611,0.277
32,0.2844,1.9826688,0.2795
33,0.2858,1.9781547,0.2955
34,0.2906,1.9704965,0.287
35,0.29,1.9623497,0.288
36,0.2916,1.9573185,0.296
37,0.2948,1.9519095,0.292
38,0.2979,1.9424498,0.293
39,0.3028,1.9404774,0.3005
40,0.2976,1.9483359,0.2985
41,0.3067,1.9263875,0.3065
42,0.2991,1.9287393,0.3045
43,0.3139,1.9161748,0.3145
44,0.3122,1.9149412,0.3045
45,0.3159,1.9021801,0.3155
46,0.321,1.8984076,0.3105
47,0.3203,1.8943549,0.3225
48,0.3177,1.8910313,0.3155
49,0.3203,1.8899422,0.321
50,0.316,1.8806069,0.326
51,0.3255,1.8763902,0.328
52,0.33,1.867766,0.342
53,0.3349,1.8632957,0.333
54,0.334,1.8626645,0.323
55,0.3347,1.8578401,0.3375
56,0.3362,1.8529276,0.3235
57,0.3356,1.8489014,0.3345
58,0.3383,1.8443282,0.34
59,0.3423,1.8378594,0.3445
60,0.35,1.8327558,0.3275
61,0.3453,1.8366758,0.348
62,0.3465,1.8303717,0.337
63,0.3385,1.825448,0.337
64,0.3546,1.816475,0.3485
65,0.3553,1.8111676,0.345
66,0.3529,1.804734,0.352
67,0.3545,1.811077,0.3485
68,0.3586,1.7985418,0.3485
69,0.3609,1.7967016,0.3455
70,0.3561,1.80725,0.353
71,0.3594,1.7932215,0.35
72,0.3585,1.784633,0.3445
73,0.3693,1.780628,0.362
74,0.3734,1.7774763,0.3665
75,0.3665,1.778831,0.358
76,0.3689,1.7793463,0.37
77,0.3695,1.7688618,0.3615
78,0.3739,1.7588074,0.372
79,0.3745,1.7573273,0.3625
80,0.3758,1.7574649,0.374
81,0.3768,1.7517371,0.362
82,0.374,1.7498324,0.365
83,0.3801,1.7420648,0.369
84,0.3754,1.7714394,0.3615
85,0.3792,1.7375243,0.3765
86,0.375,1.7509812,0.3755
87,0.382,1.7353966,0.3705
88,0.3848,1.7284058,0.366
89,0.3854,1.7338653,0.366
90,0.3914,1.7150484,0.367
91,0.3892,1.7136418,0.3775
92,0.3971,1.7133348,0.3725
93,0.3838,1.7112883,0.365
94,0.3829,1.7295108,0.3815
95,0.3699,1.7298225,0.3675
96,0.3963,1.6965895,0.379
97,0.395,1.7041419,0.391
98,0.4006,1.6896373,0.3925
99,0.4033,1.6867207,0.389
100,0.4014,1.6964011,0.3865
101,0.4007,1.6780809,0.3925
102,0.4015,1.678282,0.3915
103,0.3926,1.6848731,0.3805
104,0.4033,1.669113,0.397
105,0.4045,1.6652976,0.398
106,0.4003,1.6687318,0.391
107,0.408,1.663655,0.3865
108,0.4025,1.6689373,0.387
109,0.4094,1.6602832,0.3945
110,0.4131,1.6562951,0.398
111,0.3971,1.6742568,0.393
112,0.3993,1.6714207,0.4005
113,0.4129,1.6471297,0.406
114,0.414,1.6491097,0.4
115,0.4185,1.6368518,0.4085
116,0.4169,1.634445,0.4085
117,0.4163,1.6481375,0.4075
118,0.4247,1.6256396,0.4125
119,0.4166,1.6232576,0.4005
120,0.4206,1.6155052,0.411
121,0.4187,1.6188033,0.399
122,0.4118,1.639625,0.403
123,0.4198,1.6229594,0.416
124,0.4245,1.6068673,0.4115
125,0.4238,1.6176981,0.421
126,0.4275,1.5982051,0.4105
127,0.4186,1.6039103,0.411
128,0.4217,1.6256789,0.406
129,0.4268,1.6066163,0.422
130,0.4202,1.6487414,0.4035
131,0.4247,1.593175,0.4125
132,0.4296,1.6035963,0.421
133,0.4313,1.5887189,0.423
134,0.4279,1.5823686,0.427
135,0.4326,1.5848364,0.4275
136,0.4341,1.5776689,0.414
137,0.4401,1.5693454,0.433
138,0.4409,1.5639684,0.439
139,0.4324,1.5922211,0.43
140,0.4186,1.6097125,0.4125
141,0.4423,1.5735914,0.436
142,0.4424,1.5534467,0.427
143,0.4403,1.5902286,0.434
144,0.4292,1.6057373,0.4185
145,0.4342,1.5663936,0.427
146,0.4318,1.5677345,0.413
147,0.4438,1.5494804,0.441
148,0.4466,1.5488265,0.4395
