epoch,train_acc,train_cost,test_acc
0,0.1334,2.3026378,0.135
1,0.1299,2.2943141,0.1405
2,0.1297,2.2885234,0.143
3,0.1381,2.2832139,0.148
4,0.1434,2.2780116,0.1535
5,0.1583,2.2726176,0.17
6,0.1765,2.2669985,0.194
7,0.1747,2.2609403,0.1895
8,0.181,2.2546988,0.1925
9,0.1788,2.2479565,0.183
10,0.1939,2.2403817,0.203
11,0.2124,2.2325156,0.2135
12,0.2156,2.2232218,0.211
13,0.2169,2.2133844,0.217
14,0.233,2.202565,0.2325
15,0.2312,2.1910183,0.234
16,0.2492,2.1783311,0.252
17,0.2456,2.164396,0.238
18,0.2475,2.1503923,0.2535
19,0.2484,2.1351118,0.2505
20,0.2506,2.120056,0.246
21,0.2635,2.105309,0.2615
22,0.2737,2.0900073,0.2695
23,0.2701,2.079286,0.2675
24,0.269,2.0651188,0.2625
25,0.2784,2.0501351,0.275
26,0.2787,2.039612,0.2715
27,0.2765,2.0284467,0.2705
28,0.2862,2.0202758,0.2875
29,0.2841,2.014892,0.2805
30,0.2847,2.0095088,0.269
31,0.2856,2.002173,0.2795
32,0.2862,1.9911238,0.2795
33,0.2912,1.9849672,0.2825
34,0.2899,1.9811693,0.278
35,0.2918,1.9753504,0.292
36,0.2994,1.9693915,0.2985
37,0.297,1.9635936,0.2925
38,0.2999,1.961137,0.2915
39,0.3004,1.9579606,0.304
40,0.3095,1.9519961,0.3025
41,0.2986,1.9472978,0.3
42,0.3081,1.9405707,0.312
43,0.3133,1.9349461,0.304
44,0.3133,1.9300848,0.3055
45,0.3123,1.9266979,0.31
46,0.316,1.9219337,0.3115
47,0.314,1.9185121,0.3075
48,0.3228,1.9142648,0.3135
49,0.3168,1.9093647,0.314
50,0.3196,1.9112848,0.3055
51,0.3247,1.9012711,0.3155
52,0.3335,1.8950496,0.3145
53,0.3273,1.8925023,0.3195
54,0.3287,1.8932322,0.3165
55,0.3278,1.8822154,0.326
56,0.3292,1.8968136,0.3095
57,0.3316,1.872934,0.3275
58,0.3408,1.8666309,0.3325
59,0.3387,1.8629496,0.3335
60,0.3391,1.8623564,0.322
61,0.3387,1.8559908,0.3375
62,0.3477,1.8492996,0.336
63,0.3462,1.8452919,0.3355
64,0.3474,1.8403375,0.3395
65,0.3437,1.8410977,0.334
66,0.3482,1.8438345,0.3365
67,0.356,1.8299941,0.3355
68,0.3519,1.8419963,0.3375
69,0.3496,1.8243941,0.343
70,0.3524,1.8182937,0.338
71,0.3571,1.8147379,0.354
72,0.3588,1.8117042,0.3495
73,0.3623,1.8028103,0.351
74,0.3582,1.8022963,0.3415
75,0.3662,1.7944813,0.3485
76,0.3611,1.825225,0.3445
77,0.357,1.8143297,0.3475
78,0.3706,1.7817074,0.358
79,0.373,1.7771231,0.361
80,0.3641,1.7820562,0.354
81,0.371,1.7736678,0.3595
82,0.3725,1.7693238,0.3555
83,0.3795,1.7686291,0.3625
84,0.3817,1.762445,0.3645
85,0.3811,1.7572019,0.359
86,0.3776,1.7633594,0.3625
87,0.3818,1.7504754,0.3655
88,0.3815,1.7506039,0.3585
