epoch,train_acc,train_cost,test_acc
0,0.0999,2.3131938,0.0995
1,0.0973,2.30309,0.098
2,0.1065,2.299728,0.105
3,0.138,2.2979503,0.134
4,0.1526,2.2969902,0.1505
5,0.1747,2.2961652,0.17
6,0.1709,2.2953813,0.1735
7,0.1849,2.294654,0.1795
8,0.1717,2.29388,0.1655
9,0.1638,2.2931254,0.1615
10,0.1841,2.29234,0.179
11,0.1596,2.2915113,0.1575
12,0.1693,2.290692,0.167
13,0.1748,2.2898004,0.171
14,0.1577,2.288911,0.154
15,0.1805,2.287946,0.174
16,0.183,2.2869449,0.177
17,0.1877,2.2859576,0.1835
18,0.1849,2.2849078,0.181
19,0.2021,2.283778,0.194
20,0.1973,2.2826257,0.192
21,0.2006,2.2814248,0.193
22,0.2018,2.2801993,0.194
23,0.1979,2.278898,0.1895
24,0.196,2.2775197,0.186
25,0.1929,2.2760859,0.1865
26,0.1998,2.274604,0.193
27,0.2065,2.2730484,0.1945
28,0.2148,2.2714746,0.206
29,0.2102,2.2697525,0.197
30,0.2009,2.2679687,0.1945
31,0.2055,2.2661462,0.188
32,0.2109,2.264204,0.205
33,0.2137,2.2622466,0.207
34,0.208,2.2601833,0.1985
35,0.2011,2.2580662,0.192
36,0.2073,2.255876,0.198
37,0.2149,2.2535553,0.2005
38,0.221,2.2512379,0.2185
39,0.215,2.2487652,0.208
40,0.2145,2.2462628,0.2125
41,0.22,2.243613,0.2075
42,0.2236,2.2409723,0.217
43,0.2217,2.2381632,0.211
44,0.2249,2.235345,0.217
45,0.2237,2.2323256,0.216
46,0.222,2.229323,0.2135
47,0.2272,2.2261493,0.2155
48,0.2259,2.2229111,0.2235
49,0.2312,2.2196004,0.2325
50,0.2259,2.216156,0.2155
51,0.2259,2.212604,0.22
52,0.2272,2.20898,0.216
53,0.2266,2.2051861,0.221
54,0.2288,2.20132,0.219
55,0.2307,2.1973464,0.2225
56,0.2262,2.1933436,0.216
57,0.227,2.1891375,0.2195
58,0.2334,2.1848426,0.2255
59,0.2379,2.1805577,0.2305
60,0.2377,2.176103,0.228
61,0.2377,2.1716094,0.227
62,0.2392,2.167029,0.227
63,0.2386,2.1624222,0.2285
64,0.2362,2.1577864,0.2295
65,0.2388,2.1530414,0.228
66,0.2426,2.148243,0.23
67,0.2385,2.1434355,0.2355
68,0.2443,2.138692,0.234
69,0.2433,2.134084,0.237
70,0.2436,2.1292155,0.235
71,0.2401,2.124926,0.24
72,0.2473,2.1200655,0.2405
73,0.2467,2.1154933,0.242
74,0.2485,2.1111772,0.243
75,0.2461,2.1066675,0.24
76,0.2457,2.1026614,0.2445
77,0.2486,2.0982184,0.247
78,0.2493,2.0941324,0.2445
79,0.2516,2.0901587,0.25
80,0.2545,2.086315,0.255
81,0.255,2.0826173,0.2575
82,0.2529,2.0789478,0.253
83,0.2524,2.0754972,0.2515
84,0.2543,2.0723548,0.2555
85,0.2563,2.0688407,0.253
86,0.2579,2.066248,0.2575
87,0.2595,2.0626986,0.262
88,0.2598,2.0597837,0.261
89,0.2605,2.057077,0.26
90,0.2576,2.054132,0.2575
91,0.2589,2.051561,0.264
92,0.2611,2.049055,0.2595
