epoch,train_acc,train_cost,test_acc
0,0.1137,2.2932868,0.1115
1,0.1293,2.2840235,0.1225
2,0.1426,2.2763183,0.137
3,0.1498,2.2689204,0.144
4,0.1649,2.2613251,0.16
5,0.189,2.2532167,0.1835
6,0.179,2.2445188,0.1795
7,0.216,2.2346325,0.2035
8,0.2095,2.223889,0.2055
9,0.2247,2.2124515,0.213
10,0.2482,2.1994665,0.241
11,0.255,2.185471,0.2405
12,0.2574,2.1715238,0.25
13,0.2472,2.1558552,0.239
14,0.2554,2.139992,0.246
15,0.2699,2.1230204,0.2685
16,0.2685,2.1074152,0.2705
17,0.2611,2.0925813,0.252
18,0.2731,2.076243,0.2715
19,0.2664,2.0633051,0.2695
20,0.2759,2.0502727,0.266
21,0.281,2.038532,0.2705
22,0.2824,2.0281415,0.2735
23,0.2795,2.0192747,0.2725
24,0.2805,2.011627,0.2695
25,0.29,2.0028276,0.2835
26,0.2935,1.9958456,0.283
27,0.2926,1.9908477,0.2825
28,0.2884,1.9828371,0.288
29,0.294,1.9752713,0.2975
30,0.2964,1.9719284,0.3
31,0.3027,1.964056,0.3025
32,0.2913,1.9793332,0.283
33,0.3053,1.9522448,0.3075
34,0.3013,1.9519871,0.2995
35,0.3049,1.9422476,0.301
36,0.3077,1.9380023,0.3045
37,0.3075,1.9411414,0.2985
38,0.3069,1.9421421,0.299
39,0.3122,1.9268012,0.305
40,0.3177,1.9190285,0.3205
41,0.3227,1.9150647,0.3125
42,0.3106,1.9235891,0.2975
43,0.325,1.9051841,0.31
44,0.3308,1.9033246,0.316
45,0.333,1.8934393,0.329
46,0.3252,1.8960832,0.3115
47,0.3275,1.9017028,0.314
48,0.3298,1.884787,0.324
49,0.3336,1.8756415,0.329
50,0.3415,1.869755,0.332
51,0.3385,1.8706875,0.3225
52,0.3438,1.8610901,0.327
53,0.344,1.8580867,0.33
54,0.3528,1.8547785,0.346
55,0.3324,1.8784289,0.321
56,0.3307,1.8719329,0.325
57,0.3453,1.8438412,0.3355
58,0.3528,1.8386934,0.3405
59,0.346,1.8365684,0.3355
60,0.3531,1.8379017,0.3475
61,0.3582,1.8296942,0.341
62,0.3582,1.8154061,0.346
63,0.3599,1.8168246,0.3485
64,0.3676,1.8056004,0.354
65,0.3626,1.8095976,0.3475
66,0.369,1.7984846,0.359
67,0.3606,1.8082637,0.343
68,0.3397,1.8424541,0.326
69,0.3634,1.7978562,0.357
70,0.366,1.7864422,0.3615
71,0.369,1.781832,0.3605
72,0.3679,1.780748,0.361
73,0.3641,1.7883604,0.3485
74,0.3728,1.769232,0.3635
75,0.3748,1.7644707,0.3575
76,0.3626,1.7835008,0.3445
77,0.384,1.7554473,0.3715
78,0.3817,1.7577672,0.3705
79,0.3878,1.7492625,0.3745
80,0.382,1.7622838,0.363
81,0.3838,1.7512437,0.368
82,0.3871,1.74057,0.375
83,0.3864,1.7385867,0.3705
84,0.3861,1.754718,0.3725
85,0.387,1.7394439,0.377
86,0.3859,1.7322887,0.3705
87,0.3897,1.7313594,0.3755
88,0.382,1.72765,0.3635
89,0.3973,1.7139281,0.3835
90,0.384,1.7252094,0.368
91,0.3891,1.7184554,0.38
92,0.3992,1.7044764,0.3875
93,0.382,1.7304004,0.3735
94,0.3924,1.7115129,0.377
95,0.3954,1.7055461,0.368
96,0.3998,1.6960201,0.3885
97,0.3946,1.706557,0.3755
98,0.3782,1.7718797,0.3715
99,0.4024,1.6905879,0.377
100,0.4019,1.6898255,0.388
101,0.4047,1.7010617,0.3945
102,0.396,1.6853043,0.385
103,0.406,1.6697153,0.3975
104,0.3756,1.7210149,0.358
105,0.4082,1.6783031,0.39
106,0.4115,1.6887492,0.396
107,0.4107,1.6607789,0.3995
108,0.3971,1.668518,0.3965
109,0.3993,1.721614,0.3855
110,0.4065,1.6819639,0.3875
111,0.4153,1.6435394,0.402
112,0.4089,1.6977031,0.396
113,0.4166,1.6525726,0.409
114,0.4143,1.6416101,0.397
115,0.421,1.6306381,0.402
116,0.4114,1.6516539,0.391
117,0.403,1.6924025,0.396
118,0.4166,1.6316894,0.3975
119,0.423,1.6200175,0.409
120,0.3669,1.7048746,0.354
121,0.4231,1.6185788,0.4105
122,0.4073,1.627793,0.3925
123,0.4257,1.6168779,0.4095
124,0.4133,1.6340569,0.4005
125,0.421,1.6261817,0.409
126,0.4044,1.6610332,0.3755
127,0.4348,1.6004171,0.4195
128,0.4183,1.6437504,0.411
129,0.3972,1.7217118,0.3935
130,0.4307,1.5952644,0.409
131,0.4203,1.6125335,0.3985
132,0.4347,1.6022235,0.421
133,0.4332,1.5824754,0.426
134,0.4342,1.5863842,0.418
135,0.4253,1.5961502,0.4035
136,0.3997,1.7031211,0.3885
137,0.4436,1.5811495,0.4225
138,0.4268,1.5992734,0.41
139,0.437,1.5717802,0.4225
140,0.4425,1.574092,0.427
141,0.4343,1.5704885,0.421
142,0.4365,1.5696098,0.4215
143,0.4352,1.6005219,0.4155
144,0.4164,1.6006383,0.3975
145,0.4295,1.6078216,0.4025
146,0.4437,1.5548109,0.434
147,0.4476,1.5547695,0.4335
148,0.4383,1.568867,0.4315
149,0.4496,1.5470687,0.44
150,0.4144,1.5981784,0.3955
151,0.4545,1.5383285,0.4425
152,0.4481,1.5446172,0.4285
153,0.4464,1.5520569,0.4355
154,0.4393,1.5461297,0.4345
155,0.446,1.5508018,0.432
156,0.4393,1.5526056,0.4225
157,0.4326,1.5631484,0.4265
158,0.4473,1.5383296,0.444
159,0.4331,1.5711915,0.437
