epoch,train_acc,train_cost,test_acc
0,0.1043,2.2986243,0.109
1,0.1247,2.2855153,0.1235
2,0.1298,2.2767642,0.1365
3,0.1363,2.2695382,0.1395
4,0.1585,2.262182,0.16
5,0.1642,2.2512343,0.164
6,0.1848,2.2403574,0.183
7,0.1962,2.230889,0.1935
8,0.2077,2.2174175,0.2115
9,0.2246,2.2047622,0.216
10,0.2219,2.1933594,0.211
11,0.2414,2.177093,0.2345
12,0.2368,2.1605465,0.2335
13,0.2449,2.1447482,0.2435
14,0.2488,2.1270921,0.251
15,0.2512,2.110286,0.232
16,0.2555,2.092288,0.2445
17,0.2575,2.077716,0.2525
18,0.2587,2.0617745,0.241
19,0.2655,2.0493698,0.2455
20,0.2708,2.0371692,0.2525
21,0.2675,2.025961,0.2525
22,0.2666,2.0261493,0.2605
23,0.2666,2.0094852,0.2675
24,0.2782,2.0005252,0.2745
25,0.2803,1.9940699,0.2715
26,0.2812,1.9896363,0.2655
27,0.2904,1.980313,0.2905
28,0.2948,1.9752638,0.284
29,0.2898,1.9666378,0.2825
30,0.2944,1.9595146,0.2815
31,0.2932,1.9534471,0.284
32,0.2946,1.9495075,0.2895
33,0.3018,1.9435649,0.2895
34,0.3027,1.9360894,0.2915
35,0.3075,1.9295712,0.291
36,0.3048,1.9247533,0.295
37,0.3049,1.9250302,0.289
38,0.3135,1.9122596,0.295
39,0.3151,1.9095758,0.2975
40,0.3163,1.9048648,0.3115
41,0.3195,1.8960842,0.3115
42,0.3152,1.8912644,0.3105
43,0.3218,1.8885531,0.3095
44,0.3218,1.8857275,0.315
45,0.3232,1.8819351,0.3055
46,0.326,1.8744391,0.311
47,0.3241,1.8681304,0.3155
48,0.3321,1.8632363,0.3215
49,0.3253,1.8707587,0.3145
50,0.3361,1.8556062,0.316
51,0.3333,1.8491786,0.3245
52,0.3397,1.8460917,0.3275
53,0.3388,1.8443471,0.329
54,0.3375,1.8430717,0.313
55,0.3363,1.8414096,0.332
56,0.347,1.8306974,0.339
57,0.346,1.8302234,0.329
58,0.3492,1.8216945,0.3365
59,0.3488,1.8228152,0.3295
60,0.3454,1.8136746,0.3255
61,0.3558,1.8081489,0.347
62,0.3534,1.8176594,0.339
63,0.3556,1.8017813,0.351
64,0.3654,1.7967238,0.3425
65,0.3603,1.7947903,0.346
66,0.3683,1.7856271,0.3495
67,0.3641,1.7832531,0.3495
68,0.3654,1.7768484,0.3465
69,0.3541,1.7959871,0.3525
70,0.3624,1.7798879,0.3425
71,0.368,1.7827883,0.3565
72,0.3697,1.7645367,0.352
73,0.3706,1.7579526,0.3575
74,0.3765,1.7549036,0.3575
75,0.3546,1.7842027,0.347
76,0.3778,1.7536899,0.355
77,0.3767,1.7420101,0.3665
78,0.3586,1.7619708,0.3445
79,0.3763,1.7428495,0.358
80,0.3865,1.739741,0.3665
81,0.3864,1.7341906,0.3665
82,0.3786,1.7319027,0.363
83,0.3814,1.7249808,0.3625
84,0.3834,1.7309163,0.3755
85,0.3887,1.7151785,0.3745
86,0.3886,1.7321215,0.3805
87,0.3887,1.7218397,0.381
88,0.3643,1.7388861,0.3525
89,0.3916,1.7256883,0.3775
90,0.39,1.7044088,0.373
