epoch,train_acc,train_cost,test_acc
0,0.1243,2.2980156,0.126
1,0.1239,2.2896042,0.1335
2,0.1319,2.2830374,0.133
3,0.1377,2.2764797,0.1395
4,0.1477,2.2696972,0.1505
5,0.1527,2.26263,0.154
6,0.1665,2.2551992,0.1655
7,0.1882,2.247275,0.193
8,0.1895,2.2381294,0.1975
9,0.1961,2.2282462,0.2
10,0.2073,2.2173212,0.21
11,0.2321,2.205313,0.24
12,0.2394,2.1915927,0.242
13,0.2415,2.1767652,0.246
14,0.2463,2.1603472,0.238
15,0.252,2.143463,0.2475
16,0.2579,2.1263418,0.2525
17,0.2568,2.1091478,0.261
18,0.2685,2.0922558,0.27
19,0.2757,2.0768702,0.2745
20,0.2811,2.0618348,0.2755
21,0.2701,2.0503423,0.265
22,0.2765,2.036975,0.2795
23,0.2858,2.027822,0.28
24,0.2833,2.0176625,0.2805
25,0.2873,2.0085652,0.2785
26,0.2967,2.0010157,0.286
27,0.2898,1.9954479,0.2895
28,0.2918,1.9911727,0.282
29,0.2937,1.9800352,0.2895
30,0.2956,1.9785845,0.2955
31,0.3002,1.9690187,0.2925
32,0.2971,1.9668752,0.289
33,0.2926,1.9671254,0.2925
34,0.3041,1.9536109,0.2905
35,0.3003,1.9505187,0.299
36,0.3103,1.9425633,0.297
37,0.3134,1.9367752,0.3055
38,0.308,1.9374311,0.299
39,0.318,1.9283184,0.3045
40,0.318,1.9225551,0.3065
41,0.3202,1.9176282,0.314
42,0.3225,1.9166878,0.3135
43,0.3235,1.9106961,0.317
44,0.3311,1.9023291,0.317
45,0.3309,1.8986953,0.32
46,0.3297,1.895618,0.3255
47,0.3282,1.8884113,0.326
48,0.3311,1.8835862,0.323
49,0.3209,1.8979694,0.31
50,0.3282,1.8815743,0.31
51,0.3381,1.8711035,0.3255
52,0.3371,1.8662722,0.328
53,0.3476,1.857986,0.331
54,0.3488,1.8567827,0.3405
55,0.347,1.8495578,0.331
56,0.3499,1.8434829,0.3415
57,0.3453,1.8413475,0.343
58,0.3512,1.8467396,0.3415
59,0.3527,1.8307531,0.348
60,0.3609,1.8249141,0.3385
61,0.3531,1.8235077,0.341
62,0.3569,1.818855,0.353
63,0.3623,1.8149217,0.3445
64,0.3531,1.8121978,0.346
65,0.354,1.8257574,0.347
66,0.3623,1.8008764,0.3455
67,0.3681,1.7954783,0.346
68,0.3654,1.8072289,0.3555
69,0.3697,1.7904557,0.3515
70,0.3693,1.7855129,0.355
71,0.3719,1.785263,0.3645
72,0.3696,1.7760547,0.3525
73,0.3676,1.7749211,0.3625
