epoch,train_acc,train_cost,test_acc
0,0.1229,2.3026896,0.118
1,0.148,2.2922776,0.1495
2,0.1627,2.2846339,0.1535
3,0.1619,2.2779388,0.1515
4,0.1642,2.2712617,0.1535
5,0.1837,2.2642272,0.17
6,0.1894,2.256678,0.179
7,0.2032,2.2484407,0.1875
8,0.2118,2.2391372,0.2005
9,0.2268,2.229093,0.208
10,0.2322,2.2179446,0.2185
11,0.2254,2.20577,0.202
12,0.2457,2.1930404,0.234
13,0.2482,2.1778958,0.2355
14,0.2499,2.1628997,0.2335
15,0.2532,2.1469722,0.2465
16,0.2553,2.1310816,0.239
17,0.2552,2.1156843,0.2385
18,0.263,2.1013665,0.253
19,0.2618,2.0901015,0.243
20,0.272,2.073514,0.2495
21,0.2743,2.0662227,0.2655
22,0.2771,2.0520773,0.2535
23,0.2775,2.0437794,0.2655
24,0.2827,2.0347495,0.28
25,0.2808,2.0273895,0.278
26,0.287,2.0214176,0.2735
27,0.2859,2.0182166,0.266
28,0.2926,2.0096414,0.28
29,0.2898,2.002093,0.2785
30,0.2926,1.9980869,0.294
31,0.3004,1.9929494,0.2885
32,0.3017,1.9853504,0.2935
33,0.2929,1.9831551,0.2825
34,0.2943,1.9786594,0.293
35,0.3103,1.9721254,0.3025
36,0.3038,1.9691637,0.2905
37,0.3088,1.9638706,0.293
38,0.3015,1.9715309,0.2975
39,0.3056,1.9587675,0.2935
40,0.3138,1.9506272,0.3095
41,0.3172,1.9457402,0.3075
42,0.3129,1.9434601,0.299
43,0.3173,1.9380914,0.302
44,0.3137,1.9355383,0.3105
45,0.3212,1.9270225,0.3095
46,0.3243,1.9232018,0.3065
47,0.3273,1.924657,0.3185
48,0.3215,1.9168586,0.32
49,0.3241,1.9101602,0.323
50,0.3318,1.9061527,0.319
51,0.3307,1.9071207,0.322
52,0.3312,1.9005353,0.323
53,0.3404,1.8899306,0.324
54,0.3314,1.8906728,0.322
55,0.3364,1.8849037,0.3345
56,0.3386,1.8854723,0.32
57,0.342,1.8757722,0.328
58,0.3454,1.8691447,0.3325
59,0.3492,1.8676538,0.3395
60,0.3452,1.8668754,0.343
61,0.3378,1.8764333,0.3355
62,0.3484,1.8518676,0.333
63,0.3546,1.844775,0.343
64,0.3489,1.8462522,0.347
65,0.3493,1.8435019,0.3345
66,0.3544,1.843605,0.3375
67,0.3548,1.8306662,0.3445
68,0.3652,1.8232061,0.3485
69,0.3587,1.8287293,0.342
70,0.3674,1.8151709,0.351
71,0.3631,1.8106703,0.3485
72,0.3579,1.813122,0.3585
73,0.3703,1.8005142,0.3585
74,0.3733,1.7964094,0.3555
75,0.371,1.7918422,0.3605
76,0.3745,1.7877692,0.364
77,0.3755,1.7958779,0.365
78,0.3824,1.7834053,0.3695
79,0.3744,1.7836014,0.361
80,0.382,1.7710912,0.3685
81,0.3723,1.7753918,0.3605
82,0.3708,1.7733574,0.358
83,0.3767,1.7657608,0.36
84,0.39,1.7558438,0.3735
85,0.3839,1.756716,0.37
86,0.3833,1.7503277,0.375
87,0.3908,1.7450832,0.3735
88,0.3871,1.7421521,0.371
89,0.3733,1.7622657,0.361
90,0.3967,1.7398434,0.3725
91,0.3953,1.731457,0.381
92,0.3955,1.732782,0.3845
93,0.3871,1.7407203,0.3665
94,0.387,1.7351179,0.3765
95,0.3985,1.7233535,0.373
96,0.3796,1.7448581,0.364
97,0.3965,1.7121218,0.382
98,0.4055,1.7096918,0.386
99,0.3829,1.7333051,0.3695
100,0.4045,1.698404,0.3885
101,0.3971,1.7033119,0.3795
102,0.3968,1.7106961,0.393
103,0.4126,1.6871555,0.3925
104,0.413,1.6836574,0.4035
105,0.4076,1.6884347,0.3965
106,0.4101,1.6818484,0.3965
107,0.4045,1.674325,0.397
108,0.4165,1.6716563,0.4035
109,0.4008,1.689541,0.387
110,0.3944,1.7172709,0.3765
111,0.4123,1.6725885,0.4035
112,0.415,1.6606183,0.3975
113,0.4204,1.6498643,0.4125
114,0.402,1.6827909,0.3885
115,0.4249,1.6440094,0.418
116,0.4236,1.6459019,0.412
117,0.4123,1.6559404,0.3985
118,0.3896,1.6774235,0.376
119,0.3518,1.7768952,0.352
120,0.4272,1.6294461,0.4155
121,0.4231,1.6371402,0.411
122,0.4184,1.6378256,0.404
123,0.4104,1.6771827,0.4005
124,0.4338,1.6219552,0.418
125,0.4174,1.6462328,0.415
126,0.4221,1.646079,0.4095
127,0.43,1.6190434,0.421
128,0.3996,1.650755,0.376
129,0.4285,1.6094227,0.414
130,0.4188,1.6244433,0.3935
131,0.4334,1.617576,0.4265
132,0.4344,1.5958339,0.4155
133,0.4237,1.6106434,0.423
134,0.4433,1.5851672,0.4285
135,0.4313,1.6017636,0.4285
136,0.4295,1.5978509,0.4155
137,0.426,1.6512781,0.4175
138,0.4351,1.589605,0.4245
139,0.4339,1.5880749,0.428
140,0.436,1.5745429,0.435
141,0.4223,1.6008309,0.4055
142,0.4411,1.5817193,0.4275
143,0.4446,1.5676969,0.4235
144,0.441,1.5633754,0.4365
145,0.4468,1.5600908,0.435
146,0.4146,1.6179899,0.415
147,0.4419,1.57648,0.433
148,0.4472,1.5566329,0.441
149,0.4387,1.5624715,0.433
150,0.4527,1.5495614,0.449
151,0.4214,1.6154777,0.4195
152,0.4466,1.5433482,0.444
153,0.4497,1.5468541,0.4435
154,0.4289,1.5660195,0.431
155,0.4143,1.6028781,0.3965
156,0.4575,1.5429816,0.4495
157,0.4483,1.5552087,0.4465
158,0.4453,1.5624404,0.4385
159,0.4144,1.6441715,0.39
160,0.4508,1.5817281,0.4475
161,0.3916,1.7961845,0.3905
162,0.4523,1.5250293,0.438
163,0.4548,1.523399,0.4485
164,0.4596,1.5270218,0.4555
165,0.4657,1.5259508,0.4525
166,0.4389,1.5776604,0.432
167,0.4556,1.5495019,0.4385
168,0.4511,1.5171009,0.444
169,0.4588,1.5267146,0.4545
170,0.4534,1.525648,0.4495
171,0.419,1.6313201,0.4125
172,0.4613,1.5117283,0.4535
173,0.471,1.5036913,0.465
174,0.4711,1.4965143,0.4625
175,0.4627,1.5071439,0.4505
176,0.4366,1.5737232,0.4395
177,0.4682,1.5002292,0.458
178,0.4088,1.6272273,0.3995
179,0.4154,1.6347545,0.411
180,0.4458,1.5194365,0.441
181,0.4693,1.4890338,0.464
182,0.4674,1.5005703,0.457
183,0.4683,1.4910921,0.468
184,0.4672,1.5002307,0.455
185,0.4649,1.4911038,0.453
186,0.4699,1.4975871,0.462
187,0.4594,1.4979061,0.4475
188,0.4366,1.5509475,0.4325
189,0.4795,1.471115,0.474
190,0.4407,1.5316278,0.419
191,0.4576,1.5127981,0.435
192,0.4778,1.471667,0.478
193,0.4548,1.5233189,0.4495
194,0.4625,1.5091333,0.4605
195,0.4833,1.4682318,0.472
196,0.4629,1.4973633,0.449
197,0.4746,1.4864655,0.465
198,0.4796,1.4634781,0.4645
199,0.4848,1.4483348,0.4765
200,0.4552,1.5266923,0.4275
201,0.4658,1.4842105,0.457
202,0.4543,1.5318503,0.4495
203,0.4676,1.4787842,0.4665
204,0.4837,1.4438168,0.479
205,0.4627,1.509832,0.4565
206,0.483,1.4479373,0.479
207,0.4877,1.4413159,0.473
208,0.4846,1.4435445,0.4785
209,0.4864,1.4460049,0.4775
210,0.4866,1.443516,0.479
211,0.4975,1.4233645,0.487
212,0.4919,1.4283601,0.4835
213,0.4787,1.4953746,0.4735
214,0.491,1.4343439,0.4865
215,0.4299,1.5955873,0.4175
216,0.494,1.424088,0.4835
217,0.4941,1.4294442,0.4815
218,0.4116,1.7270309,0.4035
219,0.4662,1.5045358,0.4345
220,0.4827,1.4338627,0.477
221,0.5001,1.4146734,0.494
222,0.493,1.4242513,0.485
223,0.4796,1.4586539,0.46
224,0.4671,1.5046498,0.446
225,0.4213,1.6114107,0.4155
226,0.4585,1.5200447,0.45
227,0.501,1.4129065,0.4905
228,0.486,1.4560205,0.48
229,0.495,1.4370469,0.484
230,0.476,1.485307,0.465
231,0.5015,1.419962,0.482
232,0.4944,1.4239073,0.4825
233,0.5049,1.4014481,0.497
234,0.4628,1.5281667,0.449
235,0.4418,1.5959653,0.412
236,0.5056,1.3960762,0.4985
237,0.4915,1.429942,0.4785
238,0.4927,1.4313427,0.473
239,0.5006,1.4041516,0.4895
240,0.4826,1.4396214,0.453
241,0.4897,1.4266711,0.471
242,0.4406,1.6210487,0.4175
243,0.4817,1.4539917,0.47
244,0.4893,1.418679,0.482
245,0.4808,1.4825336,0.463
246,0.4932,1.402156,0.491
247,0.4816,1.4598691,0.4565
248,0.4813,1.4610232,0.454
249,0.5066,1.3886557,0.4905
250,0.5017,1.390904,0.4955
251,0.4947,1.4125074,0.4825
252,0.4871,1.4520909,0.4765
253,0.4986,1.3992901,0.473
254,0.505,1.387792,0.4985
255,0.5096,1.387099,0.4845
256,0.4532,1.5720761,0.4425
257,0.503,1.3850293,0.4915
258,0.5097,1.3733767,0.5085
259,0.4847,1.4459382,0.4565
260,0.499,1.406254,0.484
261,0.5196,1.3579668,0.508
262,0.5157,1.3596057,0.504
263,0.5123,1.3721782,0.4955
264,0.5047,1.3703897,0.4915
265,0.492,1.4185292,0.4565
266,0.4396,1.6009684,0.414
267,0.5062,1.3720787,0.4915
268,0.4769,1.4817545,0.458
269,0.5069,1.416815,0.492
270,0.5065,1.394157,0.493
271,0.5239,1.3514622,0.511
272,0.4982,1.4151998,0.4635
273,0.5042,1.3840044,0.4955
274,0.4109,1.7080972,0.3955
275,0.5207,1.348566,0.507
276,0.5119,1.3708445,0.4945
277,0.4861,1.450222,0.464
278,0.5034,1.3869834,0.487
279,0.5297,1.3313488,0.511
280,0.5239,1.3396571,0.507
281,0.4964,1.444912,0.481
282,0.5179,1.3468711,0.5005
283,0.4971,1.4049352,0.4745
284,0.4905,1.4532031,0.464
285,0.5009,1.4036627,0.488
286,0.4452,1.4966962,0.41
287,0.4615,1.4679077,0.4525
288,0.5185,1.3492025,0.4975
289,0.5251,1.3343691,0.513
290,0.5199,1.3584064,0.496
291,0.4958,1.3911629,0.4635
292,0.5312,1.3345357,0.511
293,0.5186,1.3494896,0.4965
294,0.5269,1.3340814,0.5065
295,0.5258,1.3381245,0.4955
296,0.5134,1.3664597,0.4885
297,0.5252,1.3448007,0.4995
298,0.4079,1.6558992,0.3985
299,0.4515,1.6011815,0.4345
300,0.5307,1.3258408,0.5205
301,0.4984,1.4195268,0.469
302,0.4838,1.4181163,0.4805
303,0.5239,1.3578305,0.5025
304,0.5381,1.3152926,0.523
305,0.531,1.3107601,0.5045
306,0.4889,1.4080292,0.476
307,0.4763,1.4840491,0.457
308,0.5368,1.3051366,0.5185
309,0.5356,1.3174391,0.514
310,0.5481,1.2960359,0.519
311,0.5181,1.3602082,0.4945
312,0.5417,1.3024106,0.52
313,0.5311,1.3143795,0.5135
314,0.5241,1.3542224,0.499
315,0.5324,1.331385,0.5005
316,0.5304,1.3280476,0.4955
317,0.4335,1.7019918,0.42
318,0.5443,1.2945722,0.5005
319,0.5294,1.3183416,0.4965
320,0.4806,1.492419,0.454
321,0.542,1.2880139,0.5125
322,0.5502,1.2737796,0.52
323,0.4522,1.5444102,0.4445
324,0.55,1.2771207,0.52
325,0.5316,1.3174706,0.494
326,0.5399,1.296861,0.5115
327,0.4562,1.4924066,0.4435
328,0.5379,1.2878664,0.4995
329,0.5372,1.2919527,0.514
330,0.5287,1.3215629,0.4855
331,0.5432,1.2938215,0.5145
332,0.5188,1.36041,0.485
333,0.5382,1.3166625,0.517
334,0.4552,1.611714,0.4395
335,0.4325,1.6610547,0.406
336,0.5132,1.3762693,0.4845
337,0.5401,1.2993048,0.509
338,0.5538,1.2621387,0.5235
339,0.5556,1.2719938,0.5205
340,0.4398,1.6576402,0.423
341,0.529,1.3406864,0.4995
342,0.549,1.2812545,0.5245
343,0.4956,1.4208682,0.48
344,0.5133,1.3496177,0.497
345,0.545,1.2704827,0.514
346,0.4896,1.418124,0.437
347,0.5271,1.3158914,0.5
348,0.5277,1.3416669,0.4905
349,0.5572,1.2517557,0.5255
350,0.4695,1.4508182,0.454
351,0.5223,1.3340007,0.477
352,0.533,1.3003985,0.5005
353,0.5193,1.3997239,0.5
354,0.5096,1.3457379,0.487
355,0.5234,1.3581961,0.4805
356,0.5204,1.3563355,0.4975
357,0.55,1.2761564,0.5005
358,0.5488,1.275602,0.5125
359,0.5526,1.2720944,0.5165
360,0.5217,1.3451914,0.4955
361,0.5432,1.2983361,0.506
362,0.5528,1.2766645,0.5105
363,0.5343,1.3056426,0.494
364,0.5557,1.2606555,0.5125
365,0.5085,1.3614898,0.492
366,0.5074,1.3537297,0.481
367,0.5021,1.4176911,0.4865
368,0.5576,1.244836,0.5205
369,0.5558,1.259449,0.5105
370,0.5649,1.2486284,0.5205
371,0.5698,1.2300212,0.538
372,0.5477,1.2778572,0.499
373,0.5641,1.2446886,0.5135
374,0.533,1.3346819,0.511
375,0.5641,1.2291656,0.5265
376,0.5418,1.3098018,0.5015
377,0.5449,1.3083127,0.515
378,0.5693,1.2207347,0.532
379,0.5576,1.2523863,0.516
380,0.5495,1.2802075,0.494
381,0.5316,1.2906324,0.5085
382,0.4592,1.5139265,0.4175
383,0.522,1.3782129,0.4735
384,0.5595,1.2489595,0.509
385,0.3984,1.8332311,0.3875
386,0.5615,1.2538567,0.5335
387,0.5401,1.3102938,0.505
388,0.4374,1.6531236,0.4225
389,0.5447,1.2974172,0.509
390,0.5078,1.3637784,0.485
391,0.4902,1.4386067,0.4695
392,0.57,1.2133678,0.5355
393,0.5528,1.2587619,0.4975
394,0.5657,1.2388307,0.517
395,0.5303,1.3348783,0.492
396,0.5127,1.3898247,0.4655
397,0.5541,1.2550408,0.5105
398,0.5778,1.2071785,0.534
399,0.503,1.384137,0.4605
400,0.5711,1.2147278,0.54
401,0.5778,1.2060959,0.5375
402,0.5262,1.3263265,0.5
403,0.4647,1.5368242,0.4515
404,0.5346,1.3419806,0.488
405,0.452,1.6361779,0.4395
406,0.5549,1.255492,0.527
407,0.5513,1.2716068,0.5145
408,0.5697,1.2181913,0.534
409,0.5401,1.2872587,0.484
410,0.5794,1.1935171,0.542
411,0.551,1.274787,0.5015
412,0.4921,1.3995693,0.4755
413,0.5362,1.3170228,0.5125
414,0.497,1.472313,0.4755
415,0.4951,1.4604653,0.4615
416,0.5371,1.2951461,0.493
417,0.5781,1.1912497,0.539
418,0.5774,1.2147988,0.5305
419,0.5832,1.1918017,0.536
420,0.5724,1.2259433,0.543
421,0.4852,1.4507492,0.4615
422,0.5376,1.3209938,0.5
423,0.4857,1.4342184,0.4385
424,0.5165,1.4252926,0.4755
425,0.5169,1.3707299,0.4805
426,0.57,1.2309256,0.5275
427,0.5846,1.1784129,0.5445
428,0.5127,1.3526748,0.461
429,0.5782,1.1920164,0.521
430,0.5535,1.2769314,0.5015
431,0.5544,1.2563856,0.509
432,0.5525,1.277983,0.5195
433,0.5408,1.3143111,0.502
434,0.5654,1.2533835,0.5345
435,0.4733,1.5870155,0.4555
436,0.5864,1.1831235,0.533
437,0.5938,1.1699806,0.5405
438,0.4881,1.4960332,0.469
439,0.5189,1.3439333,0.4945
440,0.4991,1.4667466,0.479
441,0.5345,1.287826,0.479
442,0.5849,1.1854488,0.533
443,0.4955,1.4900851,0.465
444,0.5478,1.2600881,0.524
445,0.5729,1.2089868,0.513
446,0.5328,1.3320279,0.4905
447,0.5365,1.3170087,0.505
448,0.5798,1.1982716,0.534
449,0.4698,1.481777,0.411
450,0.5651,1.2183204,0.531
451,0.5921,1.1695132,0.537
452,0.5727,1.217063,0.5285
453,0.564,1.2445707,0.5035
454,0.5435,1.2772726,0.497
455,0.5228,1.3860404,0.471
456,0.5828,1.1826876,0.538
457,0.5994,1.1561044,0.5455
458,0.5249,1.3427548,0.4705
459,0.5062,1.423399,0.4855
460,0.5946,1.1609211,0.5395
461,0.4774,1.4954243,0.4375
462,0.5233,1.3350042,0.4965
463,0.5726,1.1914937,0.524
464,0.5709,1.2225791,0.54
465,0.5701,1.1954744,0.529
466,0.5922,1.1535102,0.5385
467,0.5895,1.1708565,0.541
468,0.5584,1.28603,0.5115
469,0.5503,1.2632546,0.4905
470,0.5806,1.1767492,0.5255
471,0.5658,1.241546,0.5305
472,0.5884,1.1554943,0.5365
473,0.5589,1.2277541,0.4985
474,0.5915,1.1668942,0.5475
475,0.4265,1.6701572,0.408
476,0.5959,1.15686,0.5305
477,0.5624,1.2577317,0.5025
478,0.5987,1.1367774,0.5395
479,0.5921,1.1641388,0.5435
480,0.5861,1.1884499,0.5255
481,0.5994,1.1545451,0.5485
482,0.5822,1.1698816,0.5305
483,0.5256,1.3169148,0.459
484,0.5726,1.2185943,0.5235
485,0.6002,1.1499101,0.5365
486,0.5548,1.227564,0.5175
487,0.5175,1.4130458,0.473
488,0.5682,1.2158892,0.508
489,0.5912,1.1692075,0.542
490,0.5869,1.175204,0.5315
491,0.5897,1.1713243,0.5425
492,0.5855,1.1742929,0.5325
493,0.568,1.2094581,0.521
494,0.597,1.1405941,0.5335
495,0.5829,1.189323,0.516
496,0.6006,1.1414832,0.546
497,0.5939,1.1502765,0.5365
498,0.5764,1.1925763,0.5215
499,0.5754,1.2141504,0.5225
500,0.6024,1.1353196,0.5525
501,0.5932,1.1421129,0.553
502,0.5879,1.162832,0.5415
503,0.5865,1.1702868,0.543
504,0.608,1.1187783,0.539
505,0.6118,1.109572,0.545
506,0.6023,1.1312599,0.5385
507,0.616,1.1139497,0.564
508,0.584,1.1633806,0.531
509,0.5513,1.2672799,0.5055
510,0.5382,1.3257428,0.4725
511,0.6029,1.1166056,0.54
512,0.613,1.1184117,0.562
513,0.566,1.2323093,0.508
514,0.5214,1.4155071,0.479
515,0.5738,1.2169824,0.5175
516,0.5954,1.1559814,0.539
517,0.6066,1.1165832,0.538
518,0.5413,1.2780412,0.504
519,0.6106,1.1003066,0.5435
520,0.5871,1.1484106,0.5185
521,0.6113,1.1066424,0.5475
522,0.562,1.2417284,0.5
523,0.6102,1.1052059,0.5515
524,0.5083,1.3488834,0.4535
525,0.559,1.2208549,0.511
526,0.552,1.2640475,0.4825
527,0.6143,1.0973631,0.545
528,0.6141,1.1114484,0.5475
529,0.6293,1.0773115,0.568
530,0.5859,1.1635996,0.542
531,0.5636,1.1879852,0.52
532,0.6192,1.0899101,0.5575
533,0.4046,2.0012138,0.3765
534,0.5472,1.2736357,0.4895
535,0.6114,1.1128683,0.5415
536,0.5128,1.3721668,0.479
537,0.6173,1.0978321,0.555
538,0.598,1.144259,0.544
539,0.6019,1.130952,0.537
540,0.5897,1.1522217,0.522
541,0.6079,1.1092192,0.5535
542,0.6257,1.0776451,0.5645
543,0.6078,1.108376,0.532
544,0.5774,1.1760854,0.5145
545,0.6247,1.0717721,0.5595
546,0.5912,1.1363208,0.5255
547,0.5716,1.1994039,0.5255
548,0.6163,1.0924784,0.5515
549,0.5969,1.1705201,0.5195
550,0.6188,1.0929719,0.551
551,0.5926,1.158808,0.5295
552,0.6189,1.0884386,0.539
553,0.6256,1.0806369,0.5465
554,0.5219,1.3457857,0.4845
555,0.5036,1.3901662,0.4675
556,0.5945,1.1407317,0.5495
557,0.5995,1.1236873,0.513
558,0.5544,1.2618488,0.517
559,0.6128,1.1169243,0.543
560,0.6323,1.0685757,0.5565
561,0.6024,1.1100316,0.5305
562,0.6284,1.0646728,0.5625
563,0.5734,1.185807,0.495
564,0.6249,1.0619963,0.565
565,0.5396,1.3125563,0.4955
566,0.5873,1.1889181,0.5225
567,0.5926,1.1613555,0.5125
568,0.5627,1.2346282,0.513
569,0.6009,1.1211615,0.5335
570,0.6312,1.0636097,0.5585
571,0.6203,1.0783691,0.5585
572,0.492,1.5289158,0.451
573,0.618,1.0876354,0.5465
574,0.5973,1.1202341,0.5435
575,0.6252,1.0733389,0.5625
576,0.5588,1.2192016,0.497
577,0.6343,1.0601966,0.552
578,0.6058,1.1026336,0.5285
579,0.6347,1.0498625,0.5745
580,0.5669,1.2070735,0.493
581,0.6279,1.0742093,0.5555
