epoch,train_acc,train_cost,test_acc
0,0.1459,2.295177,0.1275
1,0.1584,2.2846673,0.142
2,0.1484,2.2771254,0.1385
3,0.15,2.2697408,0.1385
4,0.1667,2.2620173,0.1605
5,0.1795,2.2534149,0.1705
6,0.1954,2.2437441,0.19
7,0.1967,2.2329297,0.193
8,0.2041,2.2207658,0.198
9,0.218,2.2070827,0.215
10,0.2223,2.1920118,0.2135
11,0.2402,2.1755388,0.2435
12,0.2536,2.157511,0.2495
13,0.2562,2.1386971,0.255
14,0.2559,2.1192446,0.253
15,0.2666,2.0998783,0.262
16,0.2716,2.081573,0.2685
17,0.2767,2.0660698,0.2665
18,0.2798,2.0474243,0.27
19,0.2792,2.032461,0.2745
20,0.2834,2.0212426,0.273
21,0.2867,2.008793,0.2805
22,0.2913,1.9985067,0.282
23,0.2965,1.98535,0.2895
24,0.2921,1.976634,0.281
25,0.2957,1.973002,0.292
26,0.2989,1.9628719,0.288
27,0.3011,1.9535129,0.2935
28,0.3003,1.9468257,0.2895
29,0.3068,1.9376131,0.298
30,0.3072,1.9330183,0.2995
31,0.3091,1.9282019,0.3035
32,0.3136,1.9190803,0.314
33,0.3098,1.919026,0.3045
34,0.3131,1.9081289,0.312
35,0.315,1.9084586,0.3095
36,0.322,1.8977342,0.3145
37,0.3264,1.8920172,0.32
38,0.325,1.8938915,0.315
39,0.3293,1.8823615,0.3205
40,0.3199,1.8842926,0.309
41,0.3233,1.8841635,0.319
42,0.3334,1.866875,0.3275
43,0.3347,1.8656125,0.3265
44,0.3379,1.8567746,0.327
45,0.3351,1.8559551,0.324
46,0.3376,1.8516313,0.325
47,0.3444,1.8453916,0.335
48,0.345,1.8457294,0.328
49,0.3423,1.839284,0.333
50,0.3503,1.8327131,0.3405
51,0.3461,1.8307961,0.3365
52,0.3484,1.8435432,0.3455
53,0.3454,1.8246953,0.3375
54,0.3352,1.8414457,0.319
55,0.3477,1.8213631,0.338
56,0.352,1.8119922,0.3395
57,0.356,1.819547,0.345
58,0.3594,1.8069631,0.351
59,0.3559,1.8033113,0.341
60,0.361,1.797552,0.3545
61,0.3566,1.8028307,0.352
62,0.362,1.7893996,0.3545
63,0.3723,1.7872982,0.3585
64,0.3655,1.7989542,0.357
65,0.3638,1.8040854,0.3645
66,0.3517,1.7965816,0.336
67,0.3694,1.7906125,0.366
68,0.3741,1.7710418,0.364
69,0.3734,1.7714125,0.3675
70,0.3739,1.7623777,0.365
71,0.3702,1.7677755,0.356
72,0.3755,1.7600679,0.36
73,0.3764,1.7551887,0.367
74,0.3825,1.7684938,0.374
75,0.3805,1.7542828,0.373
76,0.3776,1.747441,0.3635
77,0.3821,1.7426512,0.3745
78,0.3825,1.7428101,0.375
79,0.362,1.7624139,0.3565
80,0.3756,1.7388465,0.368
81,0.39,1.7353377,0.377
82,0.3901,1.7316855,0.3835
83,0.3928,1.7222219,0.383
84,0.3725,1.7516083,0.3635
85,0.383,1.7252815,0.375
86,0.3929,1.7191586,0.3855
87,0.3868,1.7195582,0.372
88,0.3964,1.7187029,0.3865
89,0.391,1.7057563,0.383
90,0.3967,1.7301549,0.389
91,0.3871,1.7162602,0.3825
92,0.3968,1.6932986,0.39
93,0.4016,1.7015308,0.3935
94,0.3744,1.7561065,0.3685
95,0.4047,1.6823828,0.391
96,0.4078,1.676882,0.399
97,0.4015,1.688709,0.3995
98,0.4081,1.6828421,0.4035
99,0.4057,1.6803732,0.404
100,0.3978,1.6825808,0.396
101,0.4062,1.6732322,0.3975
102,0.4078,1.6617246,0.3905
103,0.3957,1.6794397,0.385
104,0.3875,1.6923393,0.385
105,0.3992,1.6804887,0.3955
106,0.4116,1.655707,0.4055
107,0.4047,1.6707966,0.4
108,0.393,1.6879209,0.39
109,0.4043,1.673592,0.399
110,0.407,1.6660175,0.3985
111,0.4164,1.655728,0.412
112,0.4128,1.6773465,0.397
113,0.419,1.6352156,0.4075
114,0.4069,1.6494765,0.3935
115,0.4046,1.6692216,0.3905
116,0.4129,1.657869,0.411
117,0.4256,1.6202786,0.4145
118,0.4053,1.6394328,0.3905
119,0.4033,1.645327,0.382
120,0.4068,1.6393039,0.39
121,0.4258,1.6148413,0.42
122,0.4175,1.6311929,0.4055
123,0.4175,1.6343594,0.408
124,0.3554,1.7891481,0.3465
125,0.4325,1.5984313,0.419
126,0.4113,1.6740215,0.4075
127,0.4233,1.6224233,0.404
128,0.4383,1.593615,0.434
129,0.434,1.589997,0.4185
130,0.4081,1.6428621,0.387
131,0.4084,1.6280326,0.397
132,0.4255,1.5894339,0.4085
133,0.4349,1.599789,0.422
134,0.4256,1.6172534,0.4265
135,0.4282,1.5792365,0.42
136,0.4375,1.5743754,0.428
137,0.4187,1.6252552,0.3945
138,0.4417,1.5620179,0.431
139,0.4405,1.5769569,0.438
140,0.4393,1.5592735,0.4275
141,0.4276,1.6417389,0.422
142,0.4351,1.5774392,0.438
143,0.4471,1.5563927,0.429
144,0.4321,1.6060821,0.4265
145,0.4501,1.5523677,0.4415
146,0.427,1.6180767,0.424
147,0.4521,1.5436125,0.443
148,0.4417,1.5532924,0.4375
149,0.4264,1.6332967,0.4155
150,0.4339,1.5723525,0.426
151,0.4418,1.5647112,0.4135
152,0.4253,1.6332144,0.4245
153,0.4587,1.5319892,0.4545
154,0.4545,1.5367612,0.442
155,0.4335,1.5498497,0.4235
156,0.4551,1.5258178,0.4385
157,0.4568,1.5252737,0.4485
158,0.4441,1.5563871,0.4255
159,0.4469,1.5474491,0.4425
160,0.4475,1.5629029,0.4215
161,0.4543,1.5275431,0.4445
162,0.4479,1.5701783,0.431
163,0.4045,1.6486338,0.376
164,0.45,1.5293037,0.441
165,0.4233,1.6084515,0.418
166,0.4516,1.5335691,0.429
167,0.4627,1.5168518,0.447
168,0.4351,1.5903766,0.41
169,0.4599,1.522398,0.446
170,0.4027,1.7519926,0.3965
171,0.4577,1.5269537,0.4455
172,0.4502,1.5478574,0.436
173,0.4519,1.5349377,0.4395
174,0.4486,1.5351348,0.4275
175,0.4416,1.578939,0.434
176,0.4646,1.4945709,0.455
177,0.4456,1.5387326,0.4365
178,0.4467,1.5773648,0.4345
179,0.4575,1.5231321,0.4365
180,0.4399,1.5852151,0.431
181,0.4575,1.512292,0.4545
182,0.4454,1.564824,0.435
183,0.4415,1.5357038,0.419
184,0.4649,1.4905268,0.4485
185,0.4575,1.5171739,0.4555
186,0.4495,1.5444129,0.439
187,0.4372,1.5694928,0.423
188,0.4513,1.5222309,0.442
189,0.4611,1.5067703,0.44
190,0.4625,1.5130607,0.4415
191,0.4607,1.4975418,0.448
192,0.4759,1.468962,0.462
193,0.4569,1.4988092,0.45
194,0.4696,1.4789923,0.46
195,0.4549,1.5189964,0.4465
196,0.4671,1.4866875,0.4515
197,0.4276,1.5559533,0.4225
198,0.476,1.4718597,0.457
199,0.4711,1.4756851,0.4545
200,0.4634,1.5053,0.466
201,0.4739,1.4839073,0.4635
202,0.4649,1.4933728,0.4475
203,0.4712,1.4858476,0.457
204,0.4695,1.4827819,0.4675
205,0.4772,1.462534,0.476
206,0.4713,1.4736031,0.4475
207,0.4734,1.4698702,0.4605
208,0.4623,1.5146552,0.4465
209,0.4759,1.4666778,0.4635
210,0.4834,1.4529201,0.4805
211,0.4684,1.4801186,0.4575
212,0.4809,1.4452051,0.468
213,0.4629,1.5097454,0.448
214,0.4263,1.5982683,0.4155
215,0.472,1.4819536,0.453
216,0.4781,1.4937823,0.4525
217,0.4754,1.4610425,0.4725
218,0.4831,1.4432931,0.472
