epoch,train_acc,train_cost,test_acc
0,0.1336,2.3053083,0.1335
1,0.1377,2.2953348,0.1395
2,0.1401,2.2867997,0.1395
3,0.1474,2.27862,0.143
4,0.1603,2.270641,0.156
5,0.1758,2.262645,0.162
6,0.1826,2.2543225,0.168
7,0.1969,2.2449815,0.1855
8,0.2104,2.2345579,0.2085
9,0.2202,2.2232995,0.2165
10,0.2252,2.2111106,0.222
11,0.2285,2.1977556,0.223
12,0.2378,2.183106,0.2315
13,0.2387,2.167812,0.2415
14,0.2512,2.1516433,0.2515
15,0.2616,2.135318,0.2565
16,0.2583,2.1186557,0.255
17,0.2654,2.1037464,0.259
18,0.2633,2.087675,0.2555
19,0.2568,2.0751247,0.2495
20,0.2558,2.0651832,0.2555
21,0.273,2.0498035,0.2655
22,0.2731,2.0383112,0.271
23,0.2774,2.0298958,0.2825
24,0.2732,2.0218186,0.2735
25,0.2743,2.0138156,0.269
26,0.2792,2.0076635,0.262
27,0.2818,1.998675,0.2715
28,0.2819,1.9925828,0.263
29,0.2921,1.9852873,0.2815
30,0.2936,1.9791496,0.2815
31,0.2919,1.9742419,0.2705
32,0.2954,1.9693332,0.281
33,0.2961,1.9735811,0.2845
34,0.299,1.961602,0.281
35,0.3036,1.9549563,0.293
36,0.2963,1.9605774,0.2875
37,0.3027,1.94878,0.289
38,0.305,1.9395097,0.2865
39,0.3112,1.9378827,0.296
40,0.3118,1.9281312,0.3025
41,0.3156,1.9241904,0.299
42,0.3192,1.9197061,0.309
43,0.3171,1.9151,0.2945
44,0.3135,1.9239383,0.3015
45,0.3225,1.9071318,0.3115
46,0.319,1.9016416,0.3135
47,0.3276,1.8953133,0.3155
48,0.3247,1.8981255,0.317
49,0.3236,1.8914719,0.3145
50,0.33,1.8829101,0.3205
51,0.3343,1.8787924,0.3295
52,0.3325,1.8798504,0.3295
53,0.3338,1.8700386,0.3165
54,0.3373,1.8724906,0.325
55,0.3398,1.859304,0.327
56,0.3382,1.8554693,0.337
57,0.3416,1.8545215,0.3355
58,0.3457,1.8547853,0.3305
59,0.3463,1.8512046,0.332
60,0.3447,1.840139,0.3355
61,0.3488,1.8356375,0.3365
62,0.3509,1.8301047,0.3435
63,0.3476,1.8311789,0.337
64,0.3588,1.8200916,0.334
65,0.3437,1.829105,0.3355
66,0.3627,1.8132933,0.345
67,0.3612,1.8068371,0.3445
68,0.362,1.8130512,0.35
69,0.3604,1.8017064,0.3465
70,0.3524,1.8099586,0.3435
71,0.3663,1.7897307,0.3565
72,0.362,1.7992709,0.3535
73,0.3691,1.785015,0.3605
74,0.3674,1.7953321,0.354
75,0.3507,1.8036155,0.343
76,0.3741,1.7724719,0.374
77,0.3648,1.7746359,0.3575
78,0.3755,1.7613713,0.3705
79,0.3821,1.762123,0.37
80,0.379,1.7535119,0.3755
81,0.3742,1.7564543,0.374
82,0.3737,1.7504998,0.371
83,0.3816,1.7408334,0.376
84,0.3813,1.7443652,0.372
85,0.374,1.7579395,0.3605
86,0.3741,1.7420793,0.3675
87,0.3833,1.7340409,0.3815
88,0.389,1.7359484,0.3695
89,0.3743,1.7369434,0.3655
90,0.3887,1.7274834,0.3775
91,0.3897,1.7306067,0.3805
92,0.3871,1.718199,0.387
93,0.3837,1.7147073,0.381
94,0.4003,1.7018787,0.398
95,0.3938,1.702634,0.396
96,0.3814,1.7225467,0.3745
97,0.3878,1.7195162,0.3865
98,0.3773,1.732048,0.3785
99,0.3936,1.7001041,0.3845
100,0.4033,1.6930012,0.382
101,0.4098,1.6739107,0.4035
102,0.404,1.6739383,0.4075
103,0.3892,1.6939615,0.383
104,0.3991,1.6843662,0.394
105,0.3828,1.7067754,0.3755
106,0.4086,1.6687924,0.4
107,0.3871,1.6925648,0.371
108,0.389,1.6930923,0.3795
109,0.4017,1.6604781,0.397
110,0.4175,1.6461282,0.415
111,0.4136,1.6482576,0.402
112,0.4045,1.7172861,0.392
113,0.4099,1.6443014,0.4015
114,0.3987,1.6566691,0.3925
115,0.4152,1.6330965,0.413
116,0.4167,1.6426191,0.414
117,0.4177,1.6371716,0.411
118,0.4173,1.6468503,0.405
119,0.4065,1.6586483,0.403
120,0.4177,1.6245267,0.4095
121,0.4118,1.6986102,0.391
122,0.4255,1.60995,0.4245
123,0.4125,1.6205382,0.409
124,0.4262,1.616985,0.4295
125,0.3531,1.7634064,0.3475
126,0.4335,1.5983412,0.432
127,0.4318,1.6212432,0.424
128,0.4146,1.6069236,0.407
129,0.4052,1.6707674,0.3965
130,0.4409,1.5854846,0.4325
131,0.4377,1.5853145,0.434
132,0.4063,1.7193029,0.393
133,0.4377,1.5820101,0.44
134,0.3436,1.8023822,0.328
135,0.4345,1.5784875,0.431
136,0.4367,1.5709598,0.4435
137,0.4437,1.573572,0.4425
138,0.4301,1.595746,0.4195
139,0.434,1.5812289,0.434
140,0.4372,1.5680169,0.4335
141,0.4452,1.5624954,0.434
142,0.4191,1.6116217,0.4065
143,0.3763,1.754405,0.3595
144,0.4489,1.5556444,0.441
145,0.3854,1.6858519,0.379
146,0.4228,1.6351925,0.411
147,0.4218,1.5922434,0.407
148,0.4209,1.5891178,0.4165
149,0.4277,1.5816416,0.4255
150,0.4276,1.5996449,0.4205
151,0.4419,1.5526823,0.4355
152,0.4413,1.5897077,0.42
153,0.4129,1.6443186,0.4085
154,0.4232,1.6837507,0.3995
