epoch,train_acc,train_cost,test_acc
0,0.1245,2.2927566,0.1155
1,0.1319,2.2839527,0.131
2,0.1505,2.2759655,0.149
3,0.1602,2.2679365,0.1545
4,0.1746,2.2594805,0.1715
5,0.1799,2.2504582,0.1675
6,0.2039,2.2405806,0.1925
7,0.2157,2.2297509,0.2045
8,0.222,2.217991,0.2085
9,0.2278,2.2052493,0.2125
10,0.2389,2.191413,0.224
11,0.2424,2.176709,0.224
12,0.2401,2.1616292,0.2295
13,0.2462,2.1450655,0.2315
14,0.244,2.1294641,0.237
15,0.2522,2.1137273,0.2395
16,0.2585,2.0982316,0.25
17,0.2627,2.08465,0.2615
18,0.2624,2.0717335,0.2585
19,0.2713,2.060245,0.2635
20,0.269,2.0496216,0.264
21,0.2722,2.0395448,0.27
22,0.2708,2.0312183,0.272
23,0.2698,2.0281606,0.255
24,0.2773,2.0209932,0.2635
25,0.2791,2.0112543,0.28
26,0.2846,2.0044975,0.2855
27,0.2808,1.9995227,0.282
28,0.2896,1.9942657,0.286
29,0.2862,1.9895929,0.2745
30,0.2835,1.9936672,0.2785
31,0.2965,1.9781842,0.2895
32,0.2892,1.9770359,0.2865
33,0.2965,1.9711875,0.2865
34,0.2991,1.9663926,0.2795
35,0.3,1.96833,0.2975
36,0.2986,1.9572984,0.2915
37,0.2998,1.9613814,0.2905
38,0.3025,1.9487917,0.2955
39,0.3061,1.9509195,0.295
40,0.3088,1.9419625,0.3
41,0.3033,1.9440746,0.301
42,0.3135,1.9316332,0.311
43,0.312,1.9281036,0.3065
44,0.3153,1.9239933,0.2975
45,0.3181,1.9256408,0.3065
46,0.3215,1.9152597,0.3065
47,0.3226,1.913752,0.311
48,0.319,1.9113972,0.3045
49,0.3261,1.9056891,0.3155
50,0.3259,1.8989472,0.321
51,0.3294,1.8975493,0.3195
52,0.3299,1.8901566,0.3135
53,0.3325,1.8888385,0.3205
54,0.3343,1.8828317,0.32
55,0.3357,1.8804492,0.327
56,0.3377,1.8760271,0.324
57,0.3376,1.8702812,0.3295
58,0.3391,1.8705113,0.3235
59,0.3391,1.8662238,0.322
60,0.3448,1.8562666,0.332
61,0.3467,1.8534856,0.339
62,0.3478,1.8523769,0.3425
63,0.3511,1.8447403,0.3295
64,0.348,1.8416408,0.343
