epoch,train_acc,train_cost,test_acc
0,0.1107,2.3019016,0.107
1,0.1243,2.2948084,0.1185
2,0.1345,2.2900298,0.1455
3,0.136,2.2859464,0.1365
4,0.1406,2.2819457,0.143
5,0.1465,2.2777812,0.147
6,0.1553,2.27337,0.159
7,0.164,2.2685962,0.165
8,0.1723,2.263409,0.174
9,0.1841,2.2576642,0.1815
10,0.1808,2.2512763,0.181
11,0.2036,2.243945,0.2065
12,0.2189,2.2358668,0.218
13,0.23,2.226733,0.2365
14,0.243,2.2165275,0.248
15,0.2428,2.2050543,0.2465
16,0.2515,2.1924996,0.247
17,0.2563,2.178717,0.2605
18,0.2523,2.1637185,0.2595
19,0.2604,2.1477122,0.2655
20,0.2582,2.1314876,0.2595
21,0.2678,2.1144094,0.272
22,0.2618,2.0993712,0.263
23,0.2669,2.0815754,0.2755
24,0.2704,2.0666723,0.273
25,0.2821,2.0540268,0.282
26,0.2763,2.0414937,0.278
27,0.2834,2.0284588,0.278
28,0.2835,2.0200121,0.2785
29,0.2863,2.0091224,0.286
30,0.2919,2.0003974,0.2895
31,0.2885,1.9951504,0.283
32,0.2894,1.9872062,0.288
33,0.2948,1.9791576,0.2915
34,0.2938,1.9749888,0.288
35,0.2998,1.9675301,0.2915
36,0.3003,1.962541,0.294
37,0.2959,1.9629301,0.288
38,0.3061,1.9504086,0.296
39,0.3086,1.9450378,0.3035
40,0.3069,1.9422454,0.2975
41,0.3095,1.9353111,0.303
42,0.3075,1.9314276,0.301
43,0.3152,1.9264711,0.2985
44,0.3139,1.9230933,0.3095
45,0.3184,1.9162078,0.311
46,0.3204,1.9112248,0.309
47,0.3155,1.9067553,0.3125
48,0.3266,1.9006926,0.315
49,0.3202,1.9061476,0.3095
50,0.3266,1.8907712,0.319
51,0.3246,1.8898201,0.315
52,0.3301,1.882793,0.3195
53,0.3319,1.8786688,0.323
54,0.3339,1.8750709,0.3095
55,0.3345,1.8737683,0.3235
56,0.3391,1.8656992,0.324
57,0.3423,1.8623028,0.3265
58,0.3419,1.8560613,0.327
59,0.3417,1.8540434,0.3275
60,0.3432,1.8445145,0.325
61,0.3497,1.8414719,0.335
62,0.3456,1.8481448,0.334
63,0.3512,1.8299674,0.334
64,0.3543,1.8244574,0.3385
65,0.3574,1.823843,0.3305
66,0.3592,1.8138957,0.3375
67,0.3634,1.8108923,0.345
68,0.3608,1.8065516,0.3385
69,0.3552,1.8187547,0.343
70,0.3591,1.8048433,0.341
71,0.3674,1.8025762,0.35
72,0.3694,1.7879133,0.349
73,0.3736,1.7838123,0.339
74,0.3714,1.7809575,0.353
75,0.3517,1.8095814,0.3395
76,0.3735,1.774593,0.348
77,0.38,1.7668293,0.346
78,0.3653,1.7822884,0.3425
79,0.3782,1.7622731,0.3535
80,0.3824,1.7615496,0.3535
81,0.3835,1.7536376,0.354
