epoch,train_acc,train_cost,test_acc
0,0.1216,2.2956967,0.1145
1,0.1315,2.2892725,0.1245
2,0.1486,2.2838511,0.144
3,0.1568,2.278576,0.148
4,0.1634,2.273168,0.1515
5,0.1856,2.2674253,0.178
6,0.1753,2.2611027,0.169
7,0.1784,2.2541018,0.181
8,0.1932,2.246292,0.192
9,0.2018,2.237625,0.201
10,0.2083,2.2279587,0.209
11,0.2144,2.2171519,0.214
12,0.213,2.2052426,0.215
13,0.215,2.1920738,0.214
14,0.224,2.1775963,0.2185
15,0.2258,2.1623163,0.2285
16,0.2342,2.1461132,0.23
17,0.2398,2.1293192,0.2395
18,0.2396,2.1118429,0.2425
19,0.2585,2.0949454,0.252
20,0.2676,2.078587,0.2635
21,0.2653,2.063955,0.2615
22,0.267,2.0515974,0.2665
23,0.2688,2.0375504,0.2685
24,0.2802,2.0254462,0.279
25,0.2883,2.0157418,0.2855
26,0.2922,2.0060003,0.289
27,0.2886,1.9955976,0.288
28,0.2905,1.9871275,0.2875
29,0.2995,1.9793404,0.291
30,0.2991,1.9718156,0.296
31,0.2961,1.9699392,0.288
32,0.2927,1.9692361,0.285
33,0.3084,1.9530394,0.3005
34,0.3062,1.9530932,0.2935
35,0.3144,1.9398996,0.302
36,0.3108,1.9359326,0.3025
37,0.312,1.928916,0.3035
38,0.3181,1.920784,0.31
39,0.3188,1.9194382,0.3075
40,0.3266,1.9095471,0.3125
41,0.3196,1.9063084,0.3105
42,0.3297,1.8991629,0.313
43,0.3253,1.9002402,0.315
44,0.3289,1.8911821,0.3245
45,0.333,1.8835058,0.327
46,0.3298,1.879243,0.3165
47,0.3375,1.8731568,0.328
48,0.336,1.8687525,0.327
49,0.3427,1.8625525,0.332
50,0.3393,1.8683436,0.323
51,0.3381,1.8616344,0.325
52,0.3469,1.8482674,0.3335
53,0.3386,1.8497605,0.3255
54,0.3515,1.8398305,0.335
55,0.3529,1.8392735,0.3345
56,0.3468,1.8495729,0.323
57,0.3559,1.8289262,0.3355
58,0.3511,1.8246009,0.333
59,0.3579,1.8184412,0.343
60,0.3579,1.8154045,0.3405
61,0.3476,1.8237197,0.3295
62,0.3518,1.8170762,0.337
63,0.3525,1.8199843,0.335
64,0.3501,1.8152691,0.333
65,0.3514,1.8122772,0.329
66,0.365,1.7952496,0.356
67,0.3575,1.797705,0.3395
68,0.3645,1.7945027,0.3445
69,0.3689,1.7936856,0.357
70,0.3504,1.8085167,0.33
71,0.3671,1.7842877,0.35
72,0.3665,1.7811375,0.3505
73,0.363,1.7877209,0.3465
74,0.3794,1.7656333,0.353
75,0.3743,1.7652829,0.3505
76,0.3785,1.7653307,0.357
77,0.3798,1.7632383,0.364
78,0.386,1.759214,0.356
79,0.378,1.754433,0.3515
80,0.3786,1.7657725,0.3585
81,0.3834,1.7496258,0.356
82,0.3831,1.7495656,0.36
83,0.3855,1.7378707,0.3535
84,0.3922,1.732459,0.3675
85,0.3897,1.7340715,0.366
86,0.3837,1.7346787,0.3635
87,0.3696,1.7623434,0.344
88,0.3882,1.7333858,0.356
89,0.3919,1.7231848,0.3745
90,0.3917,1.7224929,0.3525
91,0.4007,1.7124877,0.3715
92,0.398,1.7072313,0.3765
93,0.3978,1.7083988,0.3675
94,0.3955,1.7107418,0.3685
95,0.4007,1.7073928,0.384
