epoch,train_acc,train_cost,test_acc
0,0.119,2.2944803,0.117
1,0.1305,2.2858937,0.1375
2,0.1347,2.2779984,0.142
3,0.1478,2.27058,0.151
4,0.1596,2.2627995,0.152
5,0.1736,2.2540472,0.168
6,0.1784,2.2444062,0.1775
7,0.1906,2.2340012,0.1905
8,0.2129,2.2225766,0.214
9,0.2226,2.210234,0.2265
10,0.2269,2.1965108,0.227
11,0.237,2.1815288,0.2405
12,0.2396,2.1655946,0.248
13,0.2393,2.14913,0.245
14,0.2605,2.1323893,0.269
15,0.2501,2.1156285,0.262
16,0.2591,2.0981743,0.271
17,0.2641,2.0825567,0.2715
18,0.268,2.0680714,0.2755
19,0.2687,2.0561788,0.276
20,0.2703,2.0436056,0.2745
21,0.2767,2.0322688,0.282
22,0.2758,2.0265675,0.28
23,0.2846,2.0142436,0.284
24,0.2803,2.006858,0.286
25,0.2775,2.0045004,0.281
26,0.285,1.9910485,0.2895
27,0.2903,1.9848398,0.291
28,0.2897,1.9789377,0.2985
29,0.2855,1.9827406,0.286
30,0.2927,1.9676125,0.299
31,0.2955,1.966486,0.2965
32,0.301,1.9566259,0.3
33,0.2924,1.951801,0.296
34,0.3054,1.9460562,0.302
35,0.3033,1.9400984,0.298
36,0.3055,1.936298,0.3075
37,0.3036,1.9398293,0.3055
38,0.3096,1.9257865,0.304
39,0.3041,1.9270123,0.3005
40,0.3183,1.9125082,0.3185
41,0.3163,1.9094453,0.3225
42,0.3,1.9442525,0.3
43,0.3174,1.9060695,0.311
44,0.318,1.9012555,0.3165
45,0.3261,1.8919293,0.325
46,0.332,1.8881887,0.3255
47,0.3299,1.8811136,0.3325
48,0.3317,1.876283,0.3285
49,0.3327,1.8744674,0.3235
50,0.3302,1.8665383,0.329
51,0.3358,1.8608071,0.336
52,0.3426,1.8561631,0.335
53,0.3374,1.8528125,0.3305
54,0.3361,1.8559772,0.3335
55,0.3456,1.8436754,0.335
56,0.3497,1.8466656,0.339
57,0.3495,1.8330112,0.3385
58,0.3553,1.8251253,0.3455
59,0.3532,1.82195,0.3485
60,0.3477,1.8271487,0.341
61,0.3571,1.8124709,0.3515
62,0.3474,1.8253094,0.329
63,0.3625,1.8063953,0.3455
64,0.3585,1.8009759,0.345
65,0.3643,1.796327,0.352
66,0.3626,1.7969961,0.353
67,0.3674,1.7870941,0.3495
68,0.3722,1.7815123,0.363
69,0.362,1.7896016,0.348
70,0.3767,1.7766315,0.36
