epoch,train_acc,train_cost,test_acc
0,0.116,2.2979324,0.1135
1,0.1354,2.2895174,0.137
2,0.145,2.283774,0.147
3,0.1528,2.2777643,0.1475
4,0.164,2.271088,0.159
5,0.1645,2.263856,0.1545
6,0.179,2.2559178,0.1765
7,0.1862,2.2471514,0.1805
8,0.2012,2.2371137,0.189
9,0.2165,2.2257702,0.2135
10,0.2207,2.2130942,0.2125
11,0.2277,2.1990824,0.216
12,0.2342,2.1834059,0.222
13,0.248,2.1668537,0.2395
14,0.2486,2.1497598,0.2525
15,0.2488,2.1318343,0.2485
16,0.2452,2.1151175,0.2355
17,0.2607,2.0982757,0.2555
18,0.2567,2.0834234,0.2475
19,0.2636,2.06945,0.265
20,0.2628,2.0572312,0.263
21,0.2697,2.0458536,0.2705
22,0.276,2.0362048,0.272
23,0.2803,2.0271082,0.2755
24,0.2743,2.023182,0.268
25,0.28,2.0127425,0.2755
26,0.2828,2.0053365,0.2765
27,0.2828,2.0041466,0.283
28,0.2877,1.9929754,0.283
29,0.2938,1.9913474,0.2895
30,0.2892,1.9800098,0.2835
31,0.297,1.9738864,0.2875
32,0.298,1.9687212,0.2975
33,0.3026,1.9653871,0.2925
34,0.3042,1.9576933,0.297
35,0.3073,1.9525504,0.302
36,0.3039,1.9476078,0.2945
37,0.3082,1.9437387,0.299
38,0.31,1.9380295,0.304
39,0.3071,1.9405113,0.3
40,0.3035,1.9454252,0.2835
41,0.3168,1.9211838,0.3055
42,0.3197,1.9182045,0.3115
43,0.325,1.9106832,0.308
44,0.3218,1.9101789,0.3115
45,0.3284,1.9013773,0.3115
46,0.3243,1.895532,0.316
47,0.3321,1.8892822,0.318
48,0.333,1.8833059,0.3165
49,0.3368,1.8826953,0.319
50,0.3366,1.8727711,0.321
51,0.3413,1.8709656,0.3305
52,0.3397,1.8641311,0.3255
53,0.3466,1.8579148,0.3325
54,0.342,1.8555242,0.337
55,0.3497,1.8476278,0.328
56,0.3405,1.846616,0.3285
57,0.3554,1.8367504,0.343
58,0.3521,1.8363899,0.3405
59,0.3492,1.8291379,0.3445
60,0.352,1.824548,0.344
61,0.3602,1.8178504,0.3495
62,0.3618,1.8122311,0.3475
63,0.3592,1.8097699,0.343
64,0.36,1.8053796,0.3435
65,0.3696,1.7998848,0.3605
66,0.365,1.7977751,0.3585
67,0.3665,1.7903844,0.352
68,0.3721,1.7823753,0.366
69,0.3713,1.7766879,0.367
70,0.3789,1.7739428,0.37
71,0.3727,1.7779819,0.366
72,0.3836,1.7621453,0.3705
73,0.3837,1.7594132,0.3805
74,0.382,1.7550352,0.3695
75,0.3825,1.7539568,0.368
76,0.3826,1.7559004,0.375
77,0.3723,1.7594686,0.3645
78,0.3791,1.7435547,0.373
79,0.3898,1.737766,0.386
80,0.3711,1.7579939,0.3635
81,0.3844,1.7345289,0.377
82,0.3896,1.725514,0.3765
83,0.3944,1.7215334,0.3895
84,0.3854,1.7279493,0.3735
85,0.3962,1.7125676,0.3815
86,0.3979,1.7133932,0.3865
87,0.3959,1.7105137,0.3875
88,0.3964,1.7220933,0.387
89,0.4027,1.704064,0.3955
90,0.4015,1.6912887,0.3945
91,0.4006,1.6926191,0.4005
92,0.3918,1.7070246,0.3825
93,0.4061,1.6817805,0.3915
94,0.4051,1.6760936,0.398
95,0.4078,1.6754422,0.399
96,0.4075,1.6720442,0.4095
97,0.405,1.6778836,0.401
98,0.4069,1.6752533,0.402
99,0.4038,1.6703227,0.3935
100,0.4003,1.6721758,0.3975
101,0.4104,1.6782122,0.4025
102,0.4148,1.6494395,0.4105
103,0.3769,1.7358148,0.364
104,0.4102,1.6523504,0.401
105,0.3958,1.6826844,0.3935
106,0.417,1.6381434,0.4155
107,0.4197,1.6317356,0.416
108,0.4111,1.6496518,0.401
109,0.4189,1.6359043,0.4135
110,0.4223,1.6221218,0.4225
111,0.4125,1.6352532,0.399
112,0.4199,1.6221337,0.4145
113,0.4212,1.6225297,0.4025
114,0.4205,1.6207988,0.406
115,0.4312,1.6076967,0.4245
116,0.4327,1.6065178,0.4245
117,0.4061,1.6449656,0.393
118,0.4275,1.6007829,0.4335
119,0.429,1.5994185,0.42
120,0.4154,1.6252043,0.401
121,0.4256,1.6298555,0.42
122,0.4349,1.5929297,0.4315
123,0.4133,1.6521428,0.395
124,0.4061,1.7094504,0.399
125,0.4168,1.6145575,0.409
126,0.4408,1.577251,0.442
127,0.4352,1.5791998,0.4335
128,0.4356,1.5800257,0.4265
129,0.4391,1.573829,0.438
130,0.434,1.596288,0.4245
131,0.4432,1.5649244,0.4295
132,0.4372,1.5672178,0.4185
133,0.4415,1.5663979,0.4245
134,0.4425,1.5588083,0.4445
135,0.443,1.5586226,0.4425
136,0.4369,1.5810866,0.429
137,0.4463,1.5429379,0.447
138,0.4477,1.558022,0.4455
139,0.4329,1.6082004,0.424
140,0.441,1.555304,0.426
