epoch,train_acc,train_cost,test_acc
0,0.1089,2.302962,0.1115
1,0.125,2.2907262,0.1385
2,0.1368,2.282089,0.154
3,0.1474,2.2741988,0.166
4,0.1567,2.2664292,0.1685
5,0.1636,2.2586606,0.176
6,0.1708,2.250418,0.1835
7,0.1657,2.241545,0.1795
8,0.1872,2.2313604,0.192
9,0.208,2.2202246,0.2185
10,0.2043,2.2076454,0.209
11,0.2089,2.1943207,0.218
12,0.2243,2.179103,0.2315
13,0.2392,2.16326,0.247
14,0.2398,2.1461241,0.25
15,0.2564,2.128721,0.269
16,0.2658,2.1114664,0.2755
17,0.2627,2.094461,0.28
18,0.2659,2.0785317,0.275
19,0.2705,2.0640724,0.275
20,0.2761,2.051562,0.2785
21,0.2789,2.0395677,0.2775
22,0.2709,2.03051,0.277
23,0.2846,2.0206099,0.2855
24,0.2732,2.0177174,0.2725
25,0.2844,2.004351,0.2915
26,0.2868,1.9989852,0.289
27,0.2967,1.9909818,0.2915
28,0.2926,1.984893,0.2945
29,0.2942,1.9779594,0.2935
30,0.296,1.9738016,0.2925
31,0.3027,1.9700019,0.2955
32,0.3046,1.9641367,0.3015
33,0.3013,1.9585887,0.301
34,0.3022,1.955624,0.305
35,0.3032,1.9484953,0.3
36,0.3044,1.9449589,0.31
37,0.3049,1.9397192,0.301
38,0.3086,1.9342152,0.3125
39,0.3096,1.9310619,0.303
40,0.3068,1.9365492,0.3125
41,0.3168,1.9206136,0.3165
42,0.3115,1.9246943,0.306
43,0.3212,1.9130592,0.3185
44,0.3176,1.9133289,0.311
45,0.3221,1.9031645,0.323
46,0.321,1.9005708,0.328
47,0.3223,1.8966722,0.323
48,0.3249,1.8915489,0.3255
49,0.3248,1.8932973,0.323
50,0.3233,1.8837699,0.3335
51,0.3271,1.8819166,0.3255
52,0.3308,1.873384,0.338
53,0.3355,1.8689855,0.337
54,0.3357,1.8667494,0.336
55,0.3388,1.8626508,0.341
56,0.3357,1.8595665,0.3335
57,0.3362,1.8538378,0.332
58,0.3435,1.8506037,0.3515
59,0.3442,1.8447862,0.3385
60,0.347,1.838545,0.3455
61,0.3479,1.841829,0.345
62,0.3452,1.84016,0.349
63,0.3439,1.8306903,0.341
64,0.3504,1.8233961,0.354
65,0.3609,1.8181314,0.349
66,0.3555,1.8131366,0.3545
67,0.3551,1.8169637,0.3495
68,0.3643,1.804966,0.357
69,0.367,1.8022504,0.3605
70,0.3642,1.8123642,0.36
71,0.3602,1.8009949,0.354
72,0.3677,1.7885338,0.36
73,0.3679,1.7873425,0.362
74,0.3736,1.7814231,0.3585
75,0.3717,1.784847,0.3625
76,0.3726,1.7801754,0.3665
77,0.3716,1.7731597,0.3665
78,0.3723,1.7653475,0.367
79,0.3719,1.7641864,0.368
80,0.379,1.7615722,0.373
81,0.3745,1.7555467,0.367
82,0.3748,1.7586516,0.365
83,0.3812,1.7448517,0.375
84,0.3813,1.7661211,0.3785
85,0.3762,1.7483191,0.3705
86,0.3815,1.7503105,0.3765
87,0.3842,1.7386028,0.3755
88,0.3871,1.7365451,0.387
89,0.3887,1.7367408,0.374
90,0.3911,1.7231086,0.389
91,0.3876,1.7204002,0.38
92,0.3892,1.7241095,0.3845
93,0.389,1.7176973,0.3745
94,0.3804,1.7326853,0.3795
95,0.3753,1.7388934,0.361
96,0.3967,1.7022188,0.391
97,0.3938,1.7077808,0.389
98,0.3997,1.6977258,0.392
99,0.4032,1.6929188,0.39
100,0.3936,1.718641,0.3975
101,0.3984,1.6869,0.386
102,0.4024,1.6828244,0.3935
103,0.3938,1.6930137,0.3815
104,0.4029,1.6762176,0.3965
105,0.4033,1.6741779,0.3985
106,0.4101,1.6726347,0.3955
107,0.4039,1.6789875,0.388
108,0.3973,1.6899035,0.373
109,0.4077,1.6693914,0.4085
110,0.4107,1.6683949,0.4015
111,0.3968,1.677769,0.393
112,0.3994,1.6879344,0.385
113,0.4029,1.6643391,0.3915
114,0.413,1.6562285,0.409
115,0.4143,1.6426481,0.409
116,0.4118,1.6440264,0.405
117,0.4151,1.6542972,0.408
118,0.4197,1.6351892,0.418
119,0.4187,1.6311868,0.4045
120,0.4235,1.6256214,0.4065
121,0.421,1.630196,0.4055
122,0.4128,1.6544336,0.3985
123,0.4207,1.6326089,0.4045
124,0.4267,1.6196836,0.417
125,0.4252,1.6172669,0.412
126,0.425,1.6099136,0.4025
127,0.4155,1.6171792,0.4165
128,0.4185,1.6392207,0.407
129,0.4305,1.6156427,0.4175
130,0.4135,1.6833633,0.4055
131,0.4223,1.6112889,0.4245
132,0.4286,1.6150385,0.414
133,0.4322,1.5973017,0.4195
134,0.4308,1.591136,0.4135
