epoch,train_acc,train_cost,test_acc
0,0.0812,2.3037806,0.084
1,0.1019,2.2972424,0.104
2,0.1072,2.2919774,0.109
3,0.1308,2.2877629,0.145
4,0.139,2.2839067,0.144
5,0.1441,2.2801507,0.151
6,0.1538,2.2762246,0.16
7,0.1495,2.271907,0.1555
8,0.1634,2.2672892,0.1705
9,0.1694,2.26227,0.179
10,0.1748,2.256875,0.18
11,0.1825,2.2509258,0.1885
12,0.1833,2.2445416,0.188
13,0.2116,2.2377348,0.2065
14,0.2043,2.22962,0.2035
15,0.2007,2.2211108,0.2035
16,0.2313,2.212063,0.2275
17,0.2173,2.201646,0.212
18,0.2183,2.1909146,0.2215
19,0.2266,2.1793218,0.22
20,0.2339,2.166904,0.228
21,0.2225,2.1545444,0.22
22,0.2413,2.141741,0.24
23,0.2364,2.1279874,0.2325
24,0.2501,2.1153362,0.254
25,0.2424,2.104071,0.24
26,0.2517,2.0910268,0.2455
27,0.2568,2.0805664,0.257
28,0.2521,2.0706334,0.2605
29,0.2543,2.0591395,0.252
30,0.2463,2.0526922,0.2535
31,0.2639,2.046868,0.257
32,0.262,2.0388095,0.259
33,0.2587,2.0335665,0.2595
34,0.2678,2.0253873,0.268
35,0.2686,2.0216238,0.2675
36,0.2694,2.016384,0.2755
37,0.2725,2.00695,0.2805
38,0.2828,2.0026665,0.2815
39,0.2723,2.005026,0.278
40,0.2772,1.9968723,0.279
41,0.2755,1.9944053,0.273
42,0.2803,1.9907469,0.29
43,0.2813,1.9877511,0.2765
44,0.2859,1.9854219,0.289
45,0.2755,1.9826517,0.2745
46,0.2783,1.9811318,0.2755
47,0.2797,1.9745908,0.2815
48,0.2879,1.9670613,0.289
49,0.2751,1.9720098,0.2655
50,0.2949,1.9642586,0.3
51,0.2956,1.9595523,0.3025
52,0.2783,1.9643799,0.282
53,0.2962,1.9635338,0.2875
54,0.3028,1.9500675,0.3025
55,0.2935,1.9495336,0.2915
56,0.2994,1.9422406,0.303
57,0.3002,1.9417155,0.291
58,0.3065,1.9380916,0.31
59,0.3099,1.9366761,0.31
60,0.2932,1.9509664,0.3005
61,0.308,1.9279149,0.3045
62,0.3052,1.9244004,0.301
63,0.3162,1.9249934,0.3095
64,0.3142,1.9186993,0.304
65,0.3103,1.9228225,0.3085
66,0.3196,1.9138395,0.3135
67,0.3155,1.9129231,0.316
68,0.3203,1.9084727,0.315
69,0.3183,1.9071385,0.3075
70,0.3124,1.9031472,0.309
71,0.3235,1.9026442,0.3255
72,0.3178,1.8989282,0.3115
73,0.3276,1.890618,0.315
74,0.3233,1.8890582,0.3215
75,0.3227,1.8908395,0.3195
76,0.328,1.8885614,0.3145
77,0.3298,1.8770832,0.3215
78,0.3315,1.8731594,0.327
79,0.3305,1.8705418,0.3245
80,0.339,1.8661032,0.33
81,0.3358,1.8679652,0.333
82,0.3322,1.8647076,0.3355
83,0.3434,1.854334,0.331
84,0.3385,1.8593135,0.3265
85,0.3449,1.8497609,0.3275
86,0.344,1.8450924,0.332
87,0.3512,1.8376031,0.3455
88,0.3525,1.8396969,0.3485
89,0.3445,1.8429414,0.3355
90,0.3526,1.8322378,0.3505
91,0.3513,1.8286338,0.3485
92,0.3498,1.8286258,0.341
93,0.3605,1.817082,0.353
94,0.3653,1.8094636,0.3575
95,0.3541,1.8183527,0.345
96,0.3646,1.8022856,0.3505
97,0.3621,1.8075557,0.3495
98,0.3604,1.7996627,0.353
99,0.3543,1.7996955,0.3405
100,0.3661,1.7972734,0.3565
101,0.3754,1.7863324,0.366
102,0.3603,1.7884531,0.345
103,0.3706,1.7802691,0.3585
104,0.373,1.7739301,0.372
105,0.3723,1.773462,0.3545
106,0.3797,1.7634922,0.3675
107,0.3694,1.7728889,0.3645
108,0.3752,1.7580293,0.36
109,0.3886,1.7504454,0.3725
110,0.3787,1.7561821,0.3595
111,0.3799,1.7485679,0.364
112,0.3808,1.7534997,0.36
113,0.3872,1.7424649,0.374
114,0.3746,1.7511635,0.3645
115,0.3885,1.7323681,0.3695
116,0.3568,1.806435,0.347
117,0.3674,1.7545861,0.341
118,0.396,1.722699,0.379
