epoch,train_acc,train_cost,test_acc
0,0.1093,2.3030112,0.1125
1,0.1287,2.2962363,0.131
2,0.1449,2.2902567,0.151
3,0.1549,2.2840843,0.1595
4,0.1673,2.277718,0.1725
5,0.1807,2.2710516,0.1825
6,0.1874,2.2638175,0.186
7,0.2051,2.2556303,0.207
8,0.2116,2.2461812,0.219
9,0.2077,2.235586,0.2025
10,0.2263,2.223724,0.229
11,0.2271,2.210344,0.223
12,0.2298,2.1956372,0.2275
13,0.241,2.1796815,0.2345
14,0.2407,2.1624863,0.233
15,0.2521,2.1455376,0.239
16,0.2467,2.1267319,0.2345
17,0.2516,2.1093295,0.236
18,0.2416,2.0947242,0.2355
19,0.2542,2.0774786,0.2525
20,0.2649,2.0621324,0.261
21,0.2584,2.0521214,0.247
22,0.2717,2.0383825,0.2665
23,0.2723,2.0275638,0.263
24,0.2805,2.0192509,0.2695
25,0.2752,2.0107691,0.2635
26,0.2824,2.0045183,0.2755
27,0.2847,1.9951563,0.2775
28,0.2849,1.9897164,0.282
29,0.2871,1.9828445,0.2785
30,0.2908,1.9741089,0.2855
31,0.294,1.967758,0.285
32,0.2939,1.9641192,0.291
33,0.301,1.955609,0.291
34,0.3052,1.9514399,0.2945
35,0.3058,1.9470551,0.299
36,0.3105,1.9372617,0.301
37,0.3072,1.9320109,0.307
38,0.3147,1.9259859,0.312
39,0.3122,1.9246113,0.305
40,0.3177,1.9162638,0.3105
41,0.3269,1.908715,0.319
42,0.3219,1.9050691,0.3165
43,0.3271,1.8982848,0.3155
44,0.3226,1.895335,0.312
45,0.3277,1.8852105,0.3175
46,0.335,1.8792598,0.323
47,0.3336,1.8750504,0.3255
48,0.3386,1.869326,0.329
49,0.3359,1.8660582,0.3305
50,0.3408,1.8682301,0.3245
51,0.3395,1.8569994,0.329
52,0.3378,1.8504229,0.3305
53,0.3465,1.8443674,0.335
54,0.3443,1.8413457,0.341
55,0.3494,1.8391101,0.3345
56,0.3518,1.8271481,0.3425
57,0.3631,1.8223935,0.3475
58,0.3569,1.8185408,0.3405
59,0.3622,1.8122149,0.348
60,0.3571,1.8156041,0.349
61,0.362,1.8039035,0.351
62,0.362,1.799041,0.3505
63,0.3528,1.8079115,0.346
64,0.3615,1.8079039,0.3545
65,0.3712,1.7839793,0.357
66,0.3736,1.7823658,0.3525
67,0.3754,1.7918955,0.359
68,0.3781,1.7781156,0.3605
69,0.3807,1.7711344,0.361
70,0.3732,1.7694603,0.361
71,0.3776,1.7707149,0.3585
72,0.3775,1.7614285,0.358
73,0.3741,1.7635223,0.354
74,0.3807,1.7595627,0.376
75,0.3876,1.7452188,0.3745
76,0.3621,1.7664025,0.3485
77,0.378,1.7471793,0.3625
78,0.3773,1.7481378,0.3625
79,0.3788,1.754832,0.376
80,0.3827,1.7352289,0.369
81,0.3846,1.7372762,0.3695
82,0.3709,1.7594444,0.3595
83,0.3968,1.7163934,0.384
84,0.397,1.718598,0.385
85,0.376,1.7304468,0.3605
86,0.3997,1.7090039,0.387
87,0.3885,1.7168945,0.3745
88,0.4002,1.6986103,0.3905
89,0.4035,1.7018856,0.3895
90,0.3969,1.7070631,0.381
91,0.3913,1.7411852,0.381
92,0.3976,1.7029908,0.395
93,0.3987,1.7008324,0.392
94,0.4038,1.679884,0.3915
95,0.4007,1.6896242,0.3805
96,0.3933,1.6922637,0.3815
97,0.403,1.6792368,0.3915
98,0.409,1.6663082,0.3995
99,0.3947,1.7007028,0.3795
100,0.4006,1.7156168,0.386
101,0.4066,1.6754994,0.3985
102,0.4084,1.656637,0.3915
103,0.4188,1.6558418,0.4065
104,0.4127,1.6461684,0.404
105,0.409,1.6623846,0.409
106,0.3884,1.6838311,0.379
107,0.374,1.6966988,0.363
108,0.3727,1.748493,0.3555
109,0.4122,1.6353546,0.403
110,0.4177,1.6341285,0.404
111,0.4194,1.6258808,0.405
112,0.4093,1.635468,0.391
113,0.4085,1.6957481,0.4
114,0.4174,1.6350114,0.413
115,0.4236,1.6415008,0.411
116,0.4017,1.6736107,0.391
117,0.4183,1.6161011,0.41
118,0.4296,1.611694,0.4145
119,0.4219,1.6147043,0.406
120,0.4218,1.6034664,0.405
121,0.4255,1.6085867,0.415
122,0.4221,1.6044044,0.402
123,0.4282,1.5968859,0.413
124,0.4336,1.5896332,0.4295
125,0.4172,1.6514021,0.4145
126,0.4108,1.6228322,0.392
127,0.4213,1.629439,0.414
128,0.4265,1.6162587,0.4215
129,0.4045,1.6737522,0.392
130,0.4307,1.592892,0.414
131,0.4211,1.61621,0.4015
132,0.4243,1.6007506,0.4075
133,0.4152,1.6414945,0.398
134,0.4084,1.6182773,0.397
135,0.4363,1.5689304,0.427
136,0.4175,1.6743054,0.4085
137,0.4294,1.602094,0.426
138,0.4418,1.5692875,0.4405
139,0.4374,1.5637562,0.4325
140,0.4344,1.5720339,0.426
141,0.3979,1.6906375,0.375
142,0.4407,1.5805036,0.429
143,0.439,1.5647979,0.437
144,0.4351,1.5769747,0.4305
145,0.4256,1.5982409,0.4185
146,0.4496,1.5451874,0.4405
147,0.4474,1.541334,0.444
148,0.4371,1.5760802,0.42
149,0.4519,1.5394303,0.4345
150,0.4305,1.5808524,0.4155
151,0.4413,1.5915388,0.434
152,0.4608,1.5284474,0.4365
153,0.4517,1.5430107,0.4475
154,0.4495,1.5344207,0.434
155,0.4554,1.5259284,0.4515
156,0.4434,1.5468057,0.4295
157,0.4299,1.5674623,0.4055
158,0.453,1.5406008,0.441
159,0.4597,1.5256577,0.4515
160,0.4424,1.5664527,0.4295
161,0.4299,1.5715518,0.4265
162,0.4393,1.6031188,0.436
163,0.4365,1.575348,0.422
164,0.4604,1.5105032,0.453
165,0.4343,1.571949,0.417
166,0.4555,1.5115054,0.449
167,0.4468,1.5289196,0.44
168,0.4585,1.5168623,0.4465
169,0.4438,1.5297487,0.427
170,0.4436,1.5485684,0.44
171,0.4682,1.4958355,0.47
172,0.4357,1.5871466,0.419
173,0.4481,1.5304594,0.428
174,0.439,1.5747465,0.4325
175,0.4659,1.4977729,0.458
176,0.4578,1.5130242,0.45
177,0.4625,1.5222366,0.4545
178,0.469,1.5037448,0.4515
179,0.4541,1.5302655,0.445
180,0.4622,1.4902341,0.455
181,0.439,1.5332643,0.423
182,0.4399,1.5918993,0.4285
183,0.4712,1.4840496,0.4585
184,0.4447,1.5280808,0.4245
185,0.4634,1.5071223,0.4465
186,0.4493,1.5555393,0.438
187,0.4613,1.5313288,0.449
188,0.4746,1.4848074,0.475
189,0.4389,1.5464755,0.425
190,0.4368,1.5899024,0.4275
191,0.4746,1.4725391,0.464
192,0.4744,1.4828743,0.4695
193,0.4695,1.4892126,0.4645
194,0.4546,1.4996983,0.433
195,0.4639,1.5086912,0.454
196,0.4625,1.4862173,0.45
197,0.4703,1.484744,0.459
198,0.4726,1.4984838,0.459
199,0.4748,1.4783309,0.46
200,0.4667,1.5067077,0.459
201,0.4761,1.4862559,0.4685
202,0.4643,1.4955262,0.4465
203,0.4631,1.5026555,0.448
204,0.4605,1.4994267,0.4305
205,0.4468,1.5549666,0.4195
206,0.4615,1.4976511,0.449
207,0.4893,1.457083,0.489
208,0.4823,1.4742846,0.4725
209,0.4589,1.5035844,0.443
210,0.4839,1.4474773,0.476
211,0.4793,1.4561399,0.4625
212,0.48,1.4557118,0.4685
213,0.4791,1.4692806,0.4675
214,0.4861,1.4535844,0.473
215,0.464,1.5024812,0.451
216,0.4405,1.5628709,0.4125
217,0.4701,1.4942164,0.4465
218,0.4553,1.5480915,0.441
219,0.4642,1.5278027,0.453
220,0.485,1.4555391,0.4815
221,0.4839,1.4729147,0.483
222,0.4909,1.4293365,0.479
223,0.4882,1.4538379,0.4775
224,0.4596,1.494657,0.428
225,0.4724,1.4877477,0.4655
226,0.4855,1.4532144,0.476
227,0.4703,1.4903029,0.4535
228,0.4601,1.5245965,0.457
229,0.4975,1.4237518,0.487
230,0.4832,1.4430046,0.462
231,0.4421,1.5241824,0.416
232,0.4397,1.6471877,0.429
233,0.4575,1.4819466,0.4325
234,0.4925,1.4316663,0.479
235,0.4797,1.4382203,0.4535
