iter,tr-loss,te-loss,time
5,0.5362929,0.5192842,0.07280588150024414
5,0.40042287,0.38527676,0.014959573745727539
5,0.30915448,0.29523566,0.013962745666503906
5,0.24679266,0.23383673,0.013962745666503906
5,0.20365469,0.19165204,0.016954660415649414
5,0.17323488,0.16220124,0.014959335327148438
5,0.15133542,0.14119923,0.014960050582885742
5,0.1353675,0.12609732,0.014960050582885742
5,0.1232809,0.11480696,0.013962507247924805
5,0.11396691,0.10625465,0.014952898025512695
5,0.10654916,0.09953523,0.014960050582885742
5,0.100478694,0.09409772,0.013962745666503906
5,0.095379665,0.08958835,0.013962507247924805
5,0.09097575,0.085732326,0.013962984085083008
5,0.087097116,0.08235345,0.016954421997070312
5,0.083653115,0.07937136,0.01595759391784668
5,0.08054714,0.07667994,0.01846170425415039
5,0.07768713,0.07417833,0.017951488494873047
5,0.0750559,0.0718625,0.015957355499267578
5,0.07263684,0.06973176,0.013962507247924805
5,0.070375755,0.06773038,0.013962745666503906
5,0.06826471,0.06586288,0.014960289001464844
5,0.0662723,0.064094335,0.019459962844848633
5,0.06439981,0.06242971,0.02194046974182129
5,0.06263984,0.060859244,0.019946813583374023
5,0.060984664,0.059372853,0.018949270248413086
5,0.05941576,0.057951227,0.01994633674621582
5,0.057929438,0.056601413,0.020457744598388672
5,0.056520753,0.055318482,0.0219419002532959
5,0.05518026,0.054091495,0.016953706741333008
5,0.053902704,0.05291379,0.017952442169189453
5,0.052690774,0.05178944,0.014960527420043945
5,0.051533185,0.05071469,0.02094292640686035
5,0.05042784,0.04968045,0.01994776725769043
5,0.04937215,0.048689492,0.01894855499267578
5,0.048360042,0.04773812,0.01994776725769043
5,0.047388926,0.046822134,0.029919147491455078
5,0.04646014,0.04594482,0.02094411849975586
5,0.045572255,0.045098875,0.018948793411254883
5,0.044721246,0.04428318,0.017952442169189453
5,0.04390391,0.04349766,0.01795172691345215
5,0.043117482,0.042738628,0.015957117080688477
5,0.04236142,0.04200527,0.014960050582885742
5,0.0416352,0.041298773,0.01595759391784668
5,0.040934876,0.04061376,0.014974594116210938
5,0.04026045,0.039954364,0.014945268630981445
5,0.03961093,0.03931403,0.015957355499267578
5,0.038984936,0.038698137,0.015957355499267578
5,0.03838122,0.038101744,0.014959096908569336
5,0.037799112,0.03752349,0.013962984085083008
5,0.03723637,0.03696539,0.014960289001464844
5,0.036692396,0.036423728,0.013962507247924805
5,0.03616718,0.035897307,0.013962984085083008
5,0.03565917,0.035385538,0.013962030410766602
5,0.03516808,0.034892622,0.01496124267578125
5,0.034693047,0.034411762,0.014958858489990234
5,0.034232598,0.0339449,0.014960289001464844
5,0.033786822,0.033493247,0.015957117080688477
5,0.033354063,0.03305181,0.01795220375061035
5,0.03293452,0.03262519,0.013962268829345703
5,0.03252813,0.03220885,0.01496124267578125
5,0.032134015,0.03180593,0.013961076736450195
5,0.031751458,0.031410377,0.014960527420043945
5,0.031380206,0.031028945,0.013963460922241211
5,0.03101933,0.030656574,0.01595616340637207
5,0.030668516,0.030292997,0.015957355499267578
5,0.030327393,0.029938716,0.014960050582885742
5,0.029995613,0.02959393,0.014960050582885742
5,0.029672552,0.029259194,0.015956878662109375
5,0.02935823,0.028930452,0.014960289001464844
5,0.029052185,0.028611762,0.015957355499267578
5,0.028754562,0.028298747,0.01396322250366211
5,0.028465278,0.027993787,0.014959335327148438
5,0.02818365,0.027696006,0.014960050582885742
5,0.027909799,0.027406896,0.014960289001464844
5,0.027642602,0.027123448,0.013962507247924805
5,0.027382258,0.026846655,0.013962030410766602
5,0.027128428,0.026576698,0.01595783233642578
5,0.026880441,0.026312489,0.014959335327148438
5,0.026638648,0.026055474,0.01396322250366211
5,0.02640234,0.025805041,0.014959573745727539
5,0.0261719,0.025559071,0.01595759391784668
5,0.025946684,0.02531908,0.019947290420532227
5,0.025726888,0.025086472,0.01846003532409668
5,0.025511034,0.02485536,0.015957355499267578
5,0.025299644,0.024628349,0.013962745666503906
5,0.025093528,0.024406677,0.014960289001464844
5,0.024892451,0.024190372,0.014960050582885742
5,0.024695886,0.023980288,0.015957117080688477
5,0.024503553,0.023775022,0.016954898834228516
5,0.024315188,0.02357138,0.01495981216430664
5,0.024130978,0.02337395,0.013962268829345703
5,0.02395051,0.023179814,0.013962984085083008
5,0.023773847,0.022989592,0.015956878662109375
5,0.023601063,0.022802787,0.01396322250366211
5,0.023431847,0.022620386,0.015956878662109375
5,0.023266079,0.02244164,0.014495134353637695
5,0.023103602,0.022266012,0.015957355499267578
