type,epoch,test accuracy,entropy_cost
Word RNN 2 Layer Vanilla,12,0.068571426,2.6470106
Word RNN 2 Layer Vanilla,13,0.07857143,2.63695
Word RNN 2 Layer Vanilla,14,0.065714285,2.6198068
Word RNN 2 Layer Vanilla,15,0.07285714,2.6389136
Word RNN 2 Layer Vanilla,16,0.071428575,2.6352892
Word RNN 2 Layer Vanilla,17,0.07,2.6338203
Word RNN 2 Layer Vanilla,18,0.061428573,2.618797
Word RNN 2 Layer Vanilla,19,0.07285714,2.6370301
Word RNN 2 Layer Vanilla,20,0.071428575,2.6471674
Word RNN 2 Layer Vanilla,21,0.07,2.6992362
Word RNN 2 Layer Vanilla,22,0.07,2.6631153
Word RNN 2 Layer Vanilla,23,0.07,2.660316
Word RNN 2 Layer Vanilla,24,0.071428575,2.6555305
Word RNN 2 Layer Vanilla,25,0.07,2.6481278
Word RNN 2 Layer Vanilla,26,0.08571429,2.6511893
Word RNN 2 Layer Vanilla,27,0.071428575,2.653159
Word RNN 2 Layer Vanilla,28,0.071428575,2.6448283
Word RNN 2 Layer Vanilla,29,0.07,2.6433482
Word RNN 2 Layer Vanilla,30,0.07,2.6630394
Word RNN 2 Layer Vanilla,31,0.071428575,2.6444972
Word RNN 2 Layer Vanilla,32,0.071428575,2.6578066
Word RNN 2 Layer Vanilla,33,0.071428575,2.6598036
Word RNN 2 Layer Vanilla,34,0.071428575,2.650481
Word RNN 2 Layer Vanilla,35,0.07285714,2.649784
Word RNN 2 Layer Vanilla,36,0.071428575,2.670686
Word RNN 2 Layer Vanilla,37,0.071428575,2.6470997
Word RNN 2 Layer Vanilla,38,0.071428575,2.6480796
Word RNN 2 Layer Vanilla,39,0.07,2.653348
Word RNN 2 Layer Vanilla,40,0.071428575,2.654923
Word RNN 2 Layer Vanilla,41,0.07285714,2.6653652
Word RNN 2 Layer Vanilla,42,0.071428575,2.650963
Word RNN 2 Layer Vanilla,43,0.071428575,2.648687
Word RNN 2 Layer Vanilla,44,0.07285714,2.6440089
Word RNN 2 Layer Vanilla,45,0.071428575,2.643697
Word RNN 2 Layer Vanilla,46,0.07285714,2.6457918
Word RNN 2 Layer Vanilla,47,0.07285714,2.6539803
Word RNN 2 Layer Vanilla,48,0.068571426,2.653018
Word RNN 2 Layer Vanilla,49,0.074285716,2.648363
Word RNN 2 Layer Vanilla,50,0.071428575,2.6481566
Word RNN 2 Layer Vanilla,51,0.07285714,2.6539047
Word RNN 2 Layer Vanilla,52,0.07285714,2.6550043
Word RNN 2 Layer Vanilla,53,0.08,2.6429284
Word RNN 2 Layer Vanilla,54,0.07571428,2.6415117
Word RNN 2 Layer Vanilla,55,0.071428575,2.6528556
Word RNN 2 Layer Vanilla,56,0.071428575,2.651364
Word RNN 2 Layer Vanilla,57,0.071428575,2.6503665
Word RNN 2 Layer Vanilla,58,0.071428575,2.6528597
Word RNN 2 Layer Vanilla,59,0.071428575,2.6415331
Word RNN 2 Layer Vanilla,60,0.071428575,2.6484451
Word RNN 2 Layer Vanilla,61,0.071428575,2.6536403
Word RNN 2 Layer Vanilla,62,0.07285714,2.659999
Word RNN 2 Layer Vanilla,63,0.07285714,2.6586769
Word RNN 2 Layer Vanilla,64,0.07285714,2.6624749
Word RNN 2 Layer Vanilla,65,0.071428575,2.6424732
Word RNN 2 Layer Vanilla,66,0.071428575,2.6428595
Word RNN 2 Layer Vanilla,67,0.071428575,2.6558757
Word RNN 2 Layer Vanilla,68,0.071428575,2.643263
Word RNN 2 Layer Vanilla,69,0.07285714,2.6444974
Word RNN 2 Layer Vanilla,70,0.07285714,2.6410058
Word RNN 2 Layer Vanilla,71,0.07285714,2.649443
Word RNN 2 Layer Vanilla,72,0.07285714,2.6608512
Word RNN 2 Layer Vanilla,73,0.07285714,2.6445777
Word RNN 2 Layer Vanilla,74,0.07285714,2.6478837
Word RNN 2 Layer Vanilla,75,0.074285716,2.6479046
Word RNN 2 Layer Vanilla,76,0.07285714,2.6444817
Word RNN 2 Layer Vanilla,77,0.07285714,2.638887
Word RNN 2 Layer Vanilla,78,0.07285714,2.6431117
Word RNN 2 Layer Vanilla,79,0.074285716,2.6481977
Word RNN 2 Layer Vanilla,80,0.074285716,2.646916
Word RNN 2 Layer Vanilla,81,0.065714285,2.6380515
Word RNN 2 Layer Vanilla,82,0.07285714,2.6401393
Word RNN 2 Layer Vanilla,83,0.07285714,2.6477807
Word RNN 2 Layer Vanilla,84,0.07285714,2.6505263
Word RNN 2 Layer Vanilla,85,0.07285714,2.6479251
Word RNN 2 Layer Vanilla,86,0.071428575,2.6388054
Word RNN 2 Layer Vanilla,87,0.07285714,2.6706548
Word RNN 2 Layer Vanilla,88,0.07285714,2.6380239
Word RNN 2 Layer Vanilla,89,0.07285714,2.6415994
Word RNN 2 Layer Vanilla,90,0.07285714,2.6437726
Word RNN 2 Layer Vanilla,91,0.07285714,2.6694515
Word RNN 2 Layer Vanilla,92,0.074285716,2.654567
Word RNN 2 Layer Vanilla,93,0.07285714,2.6479015
Word RNN 2 Layer Vanilla,94,0.07285714,2.6460369
Word RNN 2 Layer Vanilla,95,0.07,2.641139
Word RNN 2 Layer Vanilla,96,0.071428575,2.648195
Word RNN 2 Layer Vanilla,97,0.071428575,2.6467614
Word RNN 2 Layer Vanilla,98,0.071428575,2.6572258
Word RNN 2 Layer Vanilla,99,0.071428575,2.646134
Word RNN LSTM,0,0.071428575,2.653966
Word RNN LSTM,1,0.071428575,2.6456313
Word RNN LSTM,2,0.071428575,2.6426067
Word RNN LSTM,3,0.071428575,2.641179
Word RNN LSTM,4,0.071428575,2.641352
Word RNN LSTM,5,0.071428575,2.6400676
Word RNN LSTM,6,0.071428575,2.6408458
Word RNN LSTM,7,0.071428575,2.640729
Word RNN LSTM,8,0.071428575,2.639394
Word RNN LSTM,9,0.07,2.636996
Word RNN LSTM,10,0.071428575,2.636419
Word RNN LSTM,11,0.071428575,2.635996
Word RNN LSTM,12,0.071428575,2.6347873
Word RNN LSTM,13,0.071428575,2.6355498
Word RNN LSTM,14,0.071428575,2.6338208
Word RNN LSTM,15,0.071428575,2.6340954
Word RNN LSTM,16,0.08571429,2.5546172
Word RNN LSTM,17,0.13142857,2.286391
Word RNN LSTM,18,0.2,1.9098744
Word RNN LSTM,19,0.18,1.9010742
Word RNN LSTM,20,0.22714286,1.7032211
Word RNN LSTM,21,0.22571428,1.6040709
Word RNN LSTM,22,0.39142856,1.2686441
Word RNN LSTM,23,0.5271429,0.78810793
Word RNN LSTM,24,0.62714285,0.409147
Word RNN LSTM,25,0.68142855,0.21962917
Word RNN LSTM,26,0.7285714,0.11514529
Word RNN LSTM,27,0.7385714,0.04856477
Word RNN LSTM,28,0.76714283,0.03190146
Word RNN LSTM,29,0.75714284,0.029197045
Word RNN LSTM,30,0.76,0.014893213
Word RNN LSTM,31,0.7728571,0.010149885
Word RNN LSTM,32,0.77428573,0.008077275
Word RNN LSTM,33,0.7757143,0.0067950697
Word RNN LSTM,34,0.7771429,0.006461123
Word RNN LSTM,35,0.78,0.004866172
Word RNN LSTM,36,0.7757143,0.0043714168
Word RNN LSTM,37,0.78,0.004101441
Word RNN LSTM,38,0.7828571,0.003903414
Word RNN LSTM,39,0.7814286,0.0037354745
Word RNN LSTM,40,0.7871429,0.0036034181
Word RNN LSTM,41,0.7871429,0.0034657423
Word RNN LSTM,42,0.7871429,0.0033649618
Word RNN LSTM,43,0.78571427,0.0032314267
Word RNN LSTM,44,0.7828571,0.0031180931
Word RNN LSTM,45,0.7814286,0.0028935813
Word RNN LSTM,46,0.7714286,0.003932279
Word RNN LSTM,47,0.79142857,0.0032389518
Word RNN LSTM,48,0.76714283,0.004947143
Word RNN LSTM,49,0.78,0.006175324
Word RNN LSTM,50,0.7657143,0.0035759353
Word RNN LSTM,51,0.75285715,0.007397075
Word RNN LSTM,52,0.76428574,0.009243762
Word RNN LSTM,53,0.77428573,0.0047037657
Word RNN LSTM,54,0.77,0.00643764
Word RNN LSTM,55,0.7842857,0.003372564
Word RNN LSTM,56,0.7714286,0.0026318731
Word RNN LSTM,57,0.7757143,0.0012272957
Word RNN LSTM,58,0.7785714,0.0010503383
Word RNN LSTM,59,0.7771429,0.0009454388
Word RNN LSTM,60,0.78,0.00086815486
Word RNN LSTM,61,0.7828571,0.00080662116
Word RNN LSTM,62,0.7828571,0.00075272954
Word RNN LSTM,63,0.78,0.0007021626
Word RNN LSTM,64,0.7771429,0.0006609417
Word RNN LSTM,65,0.7757143,0.0006228492
Word RNN LSTM,66,0.7785714,0.00058818725
Word RNN LSTM,67,0.7828571,0.00055640686
Word RNN LSTM,68,0.7828571,0.0005294851
Word RNN LSTM,69,0.7828571,0.0004974883
Word RNN LSTM,70,0.7828571,0.00046935678
Word RNN LSTM,71,0.7828571,0.00043703563
Word RNN LSTM,72,0.7828571,0.0004137671
Word RNN LSTM,73,0.7814286,0.00039594373
Word RNN LSTM,74,0.7814286,0.000379521
Word RNN LSTM,75,0.7814286,0.00036432888
Word RNN LSTM,76,0.78,0.0003475836
Word RNN LSTM,77,0.78,0.00033421977
Word RNN LSTM,78,0.78,0.00032124494
Word RNN LSTM,79,0.78,0.0003090855
Word RNN LSTM,80,0.7771429,0.00029732726
Word RNN LSTM,81,0.7771429,0.0002866853
Word RNN LSTM,82,0.7771429,0.00027675016
Word RNN LSTM,83,0.7771429,0.00026625008
Word RNN LSTM,84,0.7785714,0.000256464
Word RNN LSTM,85,0.7785714,0.0002477704
Word RNN LSTM,86,0.78,0.00023966559
Word RNN LSTM,87,0.78,0.00023189178
Word RNN LSTM,88,0.7785714,0.00022503246
Word RNN LSTM,89,0.7828571,0.00021650118
Word RNN LSTM,90,0.7842857,0.00020913064
Word RNN LSTM,91,0.7842857,0.00020188834
Word RNN LSTM,92,0.7828571,0.00019527819
Word RNN LSTM,93,0.7828571,0.00018918607
Word RNN LSTM,94,0.7828571,0.00018264606
Word RNN LSTM,95,0.7828571,0.00017690266
Word RNN LSTM,96,0.7828571,0.00017051633
Word RNN LSTM,97,0.7828571,0.00016387024
Word RNN LSTM,98,0.7814286,0.0003294779
Word RNN LSTM,99,0.7828571,0.00020613121
Word RNN 2 Layer LSTM,0,0.071428575,2.6497924
Word RNN 2 Layer LSTM,1,0.071428575,2.6426198
Word RNN 2 Layer LSTM,2,0.071428575,2.642841
Word RNN 2 Layer LSTM,3,0.071428575,2.6438222
Word RNN 2 Layer LSTM,4,0.087142855,2.637733
Word RNN 2 Layer LSTM,5,0.07285714,2.6418765
Word RNN 2 Layer LSTM,6,0.071428575,2.639027
Word RNN 2 Layer LSTM,7,0.071428575,2.6394844
Word RNN 2 Layer LSTM,8,0.071428575,2.6381872
Word RNN 2 Layer LSTM,9,0.071428575,2.6407635
Word RNN 2 Layer LSTM,10,0.07571428,2.633255
Word RNN 2 Layer LSTM,11,0.07285714,2.6350632
Word RNN 2 Layer LSTM,12,0.07571428,2.6341894
Word RNN 2 Layer LSTM,13,0.07714286,2.63738
Word RNN 2 Layer LSTM,14,0.08571429,2.6194
Word RNN 2 Layer LSTM,15,0.071428575,2.6399515
Word RNN 2 Layer LSTM,16,0.071428575,2.6386771
Word RNN 2 Layer LSTM,17,0.071428575,2.6376975
Word RNN 2 Layer LSTM,18,0.071428575,2.638443
Word RNN 2 Layer LSTM,19,0.071428575,2.6366012
Word RNN 2 Layer LSTM,20,0.11285714,2.6042385
Word RNN 2 Layer LSTM,21,0.071428575,2.6400893
Word RNN 2 Layer LSTM,22,0.071428575,2.6403024
Word RNN 2 Layer LSTM,23,0.071428575,2.6372166
Word RNN 2 Layer LSTM,24,0.071428575,2.6381404
Word RNN 2 Layer LSTM,25,0.071428575,2.6364865
Word RNN 2 Layer LSTM,26,0.071428575,2.6356761
Word RNN 2 Layer LSTM,27,0.14571428,2.351751
Word RNN 2 Layer LSTM,28,0.19714285,1.9447032
Word RNN 2 Layer LSTM,29,0.27142859,1.6346111
Word RNN 2 Layer LSTM,30,0.32285714,1.461859
Word RNN 2 Layer LSTM,31,0.45142856,1.1893426
Word RNN 2 Layer LSTM,32,0.48714286,0.89329964
Word RNN 2 Layer LSTM,33,0.5957143,0.63994753
Word RNN 2 Layer LSTM,34,0.7014286,0.3818069
Word RNN 2 Layer LSTM,35,0.74142855,0.2517821
Word RNN 2 Layer LSTM,36,0.7842857,0.12723975
Word RNN 2 Layer LSTM,37,0.7771429,0.08318884
Word RNN 2 Layer LSTM,38,0.7657143,0.06571864
Word RNN 2 Layer LSTM,39,0.79285717,0.04392307
Word RNN 2 Layer LSTM,40,0.7757143,0.03294655
Word RNN 2 Layer LSTM,41,0.75714284,0.044153273
Word RNN 2 Layer LSTM,42,0.75857145,0.033253796
Word RNN 2 Layer LSTM,43,0.75142854,0.036949567
Word RNN 2 Layer LSTM,44,0.75142854,0.035570163
Word RNN 2 Layer LSTM,45,0.75142854,0.023553735
Word RNN 2 Layer LSTM,46,0.77,0.012093402
Word RNN 2 Layer LSTM,47,0.7785714,0.009875215
Word RNN 2 Layer LSTM,48,0.7785714,0.008548487
Word RNN 2 Layer LSTM,49,0.7785714,0.0072748363
Word RNN 2 Layer LSTM,50,0.7828571,0.0060587786
Word RNN 2 Layer LSTM,51,0.7828571,0.0052896375
Word RNN 2 Layer LSTM,52,0.7771429,0.0048471363
Word RNN 2 Layer LSTM,53,0.7771429,0.004418132
Word RNN 2 Layer LSTM,54,0.77428573,0.0040894435
Word RNN 2 Layer LSTM,55,0.7657143,0.003761639
Word RNN 2 Layer LSTM,56,0.7657143,0.00348323
Word RNN 2 Layer LSTM,57,0.76714283,0.0032442387
Word RNN 2 Layer LSTM,58,0.76857144,0.003033371
Word RNN 2 Layer LSTM,59,0.76857144,0.0028369403
Word RNN 2 Layer LSTM,60,0.76428574,0.0026671316
Word RNN 2 Layer LSTM,61,0.76428574,0.0025058778
Word RNN 2 Layer LSTM,62,0.76428574,0.0023583916
Word RNN 2 Layer LSTM,63,0.76428574,0.0022245732
Word RNN 2 Layer LSTM,64,0.76285714,0.0021012104
Word RNN 2 Layer LSTM,65,0.76428574,0.0019879453
Word RNN 2 Layer LSTM,66,0.76428574,0.0018787837
Word RNN 2 Layer LSTM,67,0.76428574,0.0017760417
Word RNN 2 Layer LSTM,68,0.76428574,0.0016808717
Word RNN 2 Layer LSTM,69,0.7614286,0.0015898146
Word RNN 2 Layer LSTM,70,0.76428574,0.0015143759
Word RNN 2 Layer LSTM,71,0.76428574,0.0014422529
Word RNN 2 Layer LSTM,72,0.76428574,0.0013786937
Word RNN 2 Layer LSTM,73,0.76428574,0.0012946718
Word RNN 2 Layer LSTM,74,0.76285714,0.0012318128
Word RNN 2 Layer LSTM,75,0.76428574,0.0011783245
Word RNN 2 Layer LSTM,76,0.76285714,0.0011258781
Word RNN 2 Layer LSTM,77,0.7614286,0.0010786877
Word RNN 2 Layer LSTM,78,0.76,0.0010351994
Word RNN 2 Layer LSTM,79,0.75857145,0.0009925553
Word RNN 2 Layer LSTM,80,0.75714284,0.0009530698
Word RNN 2 Layer LSTM,81,0.75857145,0.0009181983
Word RNN 2 Layer LSTM,82,0.75857145,0.00088315096
Word RNN 2 Layer LSTM,83,0.75857145,0.00085037283
Word RNN 2 Layer LSTM,84,0.76,0.0008194603
Word RNN 2 Layer LSTM,85,0.7614286,0.0007902801
Word RNN 2 Layer LSTM,86,0.7614286,0.00076291425
Word RNN 2 Layer LSTM,87,0.7614286,0.0007367592
Word RNN 2 Layer LSTM,88,0.76285714,0.0007110995
Word RNN 2 Layer LSTM,89,0.7614286,0.00068686326
Word RNN 2 Layer LSTM,90,0.76285714,0.0006637646
Word RNN 2 Layer LSTM,91,0.7614286,0.0006409152
Word RNN 2 Layer LSTM,92,0.76428574,0.000621593
Word RNN 2 Layer LSTM,93,0.76285714,0.000625614
Word RNN 2 Layer LSTM,94,0.78,0.060174674
Word RNN 2 Layer LSTM,95,0.74857146,0.05298583
Word RNN 2 Layer LSTM,96,0.7785714,0.03381922
Word RNN 2 Layer LSTM,97,0.7728571,0.009232707
Word RNN 2 Layer LSTM,98,0.7728571,0.005470617
Word RNN 2 Layer LSTM,99,0.80285716,0.003042296
