type,epoch,test accuracy,entropy_cost
Vanilla Word RNN,84,0.07714286,2.6238527
Vanilla Word RNN,85,0.084285714,2.6261847
Vanilla Word RNN,86,0.08142857,2.6284218
Vanilla Word RNN,87,0.061428573,2.6217928
Vanilla Word RNN,88,0.074285716,2.6238754
Vanilla Word RNN,89,0.06714286,2.621661
Vanilla Word RNN,90,0.09,2.6394014
Vanilla Word RNN,91,0.071428575,2.6488497
Vanilla Word RNN,92,0.071428575,2.6539168
Vanilla Word RNN,93,0.07,2.6476219
Vanilla Word RNN,94,0.071428575,2.6439018
Vanilla Word RNN,95,0.058571428,2.6462212
Vanilla Word RNN,96,0.08,2.6270852
Vanilla Word RNN,97,0.071428575,2.642694
Vanilla Word RNN,98,0.06428572,2.6355548
Vanilla Word RNN,99,0.071428575,2.6558146
