type,epoch,test accuracy,entropy_cost
LSTM Word RNN w/ GD,31,0.51857144,0.42415032
LSTM Word RNN w/ GD,32,0.55,0.3425195
LSTM Word RNN w/ GD,33,0.57857144,0.3016189
LSTM Word RNN w/ GD,34,0.56857145,0.27898768
LSTM Word RNN w/ GD,35,0.5657143,0.24659881
LSTM Word RNN w/ GD,36,0.57,0.21279459
LSTM Word RNN w/ GD,37,0.6028572,0.19659677
LSTM Word RNN w/ GD,38,0.61,0.18906441
LSTM Word RNN w/ GD,39,0.6042857,0.14006665
LSTM Word RNN w/ GD,40,0.5971429,0.13096663
LSTM Word RNN w/ GD,41,0.5942857,0.16365021
LSTM Word RNN w/ GD,42,0.57285714,0.1438673
LSTM Word RNN w/ GD,43,0.61714286,0.12923746
LSTM Word RNN w/ GD,44,0.62142855,0.12557982
LSTM Word RNN w/ GD,45,0.6357143,0.09014429
LSTM Word RNN w/ GD,46,0.64,0.08655608
LSTM Word RNN w/ GD,47,0.63714284,0.06760174
LSTM Word RNN w/ GD,48,0.6457143,0.058207866
LSTM Word RNN w/ GD,49,0.6414286,0.06362719
LSTM Word RNN w/ GD,50,0.63857144,0.06488092
LSTM Word RNN w/ GD,51,0.60142857,0.18762286
LSTM Word RNN w/ GD,52,0.6142857,0.078958966
LSTM Word RNN w/ GD,53,0.62857145,0.053685565
LSTM Word RNN w/ GD,54,0.63714284,0.040670685
LSTM Word RNN w/ GD,55,0.6585714,0.041183192
LSTM Word RNN w/ GD,56,0.6514286,0.036828037
LSTM Word RNN w/ GD,57,0.63857144,0.03573034
LSTM Word RNN w/ GD,58,0.64857143,0.032287765
LSTM Word RNN w/ GD,59,0.6471428,0.030033885
LSTM Word RNN w/ GD,60,0.6571429,0.029537482
LSTM Word RNN w/ GD,61,0.6471428,0.028717924
LSTM Word RNN w/ GD,62,0.6514286,0.036728997
LSTM Word RNN w/ GD,63,0.6571429,0.036995098
LSTM Word RNN w/ GD,64,0.6628571,0.038692653
LSTM Word RNN w/ GD,65,0.6571429,0.030903326
LSTM Word RNN w/ GD,66,0.6357143,0.034928612
LSTM Word RNN w/ GD,67,0.6414286,0.039634425
LSTM Word RNN w/ GD,68,0.66,0.04231334
LSTM Word RNN w/ GD,69,0.63714284,0.072814934
LSTM Word RNN w/ GD,70,0.6571429,0.052386127
LSTM Word RNN w/ GD,71,0.6242857,0.03581768
LSTM Word RNN w/ GD,72,0.65,0.025404628
LSTM Word RNN w/ GD,73,0.68,0.020135293
LSTM Word RNN w/ GD,74,0.67714286,0.020711478
LSTM Word RNN w/ GD,75,0.6628571,0.019253705
LSTM Word RNN w/ GD,76,0.67,0.01628144
LSTM Word RNN w/ GD,77,0.6685714,0.0155206295
LSTM Word RNN w/ GD,78,0.67142856,0.016008262
LSTM Word RNN w/ GD,79,0.68,0.015301099
LSTM Word RNN w/ GD,80,0.6585714,0.018481074
LSTM Word RNN w/ GD,81,0.67285717,0.015854198
LSTM Word RNN w/ GD,82,0.6785714,0.014933766
LSTM Word RNN w/ GD,83,0.66714287,0.017297672
LSTM Word RNN w/ GD,84,0.6742857,0.01265673
LSTM Word RNN w/ GD,85,0.67142856,0.012504072
LSTM Word RNN w/ GD,86,0.6742857,0.012301434
LSTM Word RNN w/ GD,87,0.67285717,0.022180565
LSTM Word RNN w/ GD,88,0.6585714,0.01573148
LSTM Word RNN w/ GD,89,0.6157143,0.07208336
LSTM Word RNN w/ GD,90,0.66,0.06175742
LSTM Word RNN w/ GD,91,0.6242857,0.04725904
LSTM Word RNN w/ GD,92,0.6542857,0.03910413
LSTM Word RNN w/ GD,93,0.64,0.04992108
LSTM Word RNN w/ GD,94,0.68285716,0.041297056
LSTM Word RNN w/ GD,95,0.69142854,0.031930644
LSTM Word RNN w/ GD,96,0.67142856,0.033902287
LSTM Word RNN w/ GD,97,0.70857143,0.041548904
LSTM Word RNN w/ GD,98,0.6757143,0.019858025
LSTM Word RNN w/ GD,99,0.6957143,0.013186694
Vanilla Word RNN,0,0.071428575,2.6485958
Vanilla Word RNN,1,0.071428575,2.6488748
Vanilla Word RNN,2,0.07,2.6449397
Vanilla Word RNN,3,0.07,2.643324
Vanilla Word RNN,4,0.071428575,2.6326947
Vanilla Word RNN,5,0.07,2.6431262
Vanilla Word RNN,6,0.068571426,2.6419218
Vanilla Word RNN,7,0.07,2.6370661
Vanilla Word RNN,8,0.071428575,2.6459177
Vanilla Word RNN,9,0.07714286,2.6360295
Vanilla Word RNN,10,0.068571426,2.6559947
Vanilla Word RNN,11,0.07285714,2.6458383
Vanilla Word RNN,12,0.08285714,2.6308289
Vanilla Word RNN,13,0.061428573,2.635771
Vanilla Word RNN,14,0.06714286,2.6371834
Vanilla Word RNN,15,0.068571426,2.6352515
Vanilla Word RNN,16,0.07285714,2.6369536
Vanilla Word RNN,17,0.071428575,2.6397507
Vanilla Word RNN,18,0.06,2.631683
Vanilla Word RNN,19,0.06714286,2.6386528
Vanilla Word RNN,20,0.071428575,2.6345568
Vanilla Word RNN,21,0.06428572,2.6356132
Vanilla Word RNN,22,0.068571426,2.6313138
Vanilla Word RNN,23,0.07571428,2.6414695
Vanilla Word RNN,24,0.07,2.663267
Vanilla Word RNN,25,0.071428575,2.6366496
Vanilla Word RNN,26,0.087142855,2.6404665
Vanilla Word RNN,27,0.08285714,2.6379802
Vanilla Word RNN,28,0.055714287,2.6598275
Vanilla Word RNN,29,0.074285716,2.6396396
Vanilla Word RNN,30,0.071428575,2.6363156
Vanilla Word RNN,31,0.074285716,2.631977
Vanilla Word RNN,32,0.06428572,2.6251688
Vanilla Word RNN,33,0.071428575,2.63474
Vanilla Word RNN,34,0.06,2.6355035
Vanilla Word RNN,35,0.07285714,2.6265204
Vanilla Word RNN,36,0.07571428,2.6303935
Vanilla Word RNN,37,0.087142855,2.6496618
Vanilla Word RNN,38,0.07,2.631468
Vanilla Word RNN,39,0.08,2.629113
Vanilla Word RNN,40,0.071428575,2.6369576
Vanilla Word RNN,41,0.07285714,2.6408398
Vanilla Word RNN,42,0.08142857,2.6450973
Vanilla Word RNN,43,0.07285714,2.637058
Vanilla Word RNN,44,0.07,2.6347666
Vanilla Word RNN,45,0.071428575,2.6405437
Vanilla Word RNN,46,0.07714286,2.6356444
Vanilla Word RNN,47,0.06714286,2.6366405
Vanilla Word RNN,48,0.07285714,2.6481936
Vanilla Word RNN,49,0.06428572,2.636543
Vanilla Word RNN,50,0.06428572,2.6289537
Vanilla Word RNN,51,0.06,2.6411746
Vanilla Word RNN,52,0.071428575,2.6573894
Vanilla Word RNN,53,0.071428575,2.6547427
Vanilla Word RNN,54,0.058571428,2.6545186
Vanilla Word RNN,55,0.071428575,2.65517
Vanilla Word RNN,56,0.074285716,2.6664262
Vanilla Word RNN,57,0.06428572,2.6480405
Vanilla Word RNN,58,0.071428575,2.6440563
Vanilla Word RNN,59,0.071428575,2.6447816
Vanilla Word RNN,60,0.068571426,2.6846118
Vanilla Word RNN,61,0.055714287,2.6878781
Vanilla Word RNN,62,0.074285716,2.6570714
Vanilla Word RNN,63,0.087142855,2.664244
Vanilla Word RNN,64,0.07857143,2.6531174
Vanilla Word RNN,65,0.08,2.6583936
Vanilla Word RNN,66,0.08285714,2.65364
Vanilla Word RNN,67,0.084285714,2.647067
Vanilla Word RNN,68,0.07,2.6472852
Vanilla Word RNN,69,0.074285716,2.6487515
Vanilla Word RNN,70,0.06428572,2.6526434
Vanilla Word RNN,71,0.071428575,2.654841
Vanilla Word RNN,72,0.06428572,2.660324
Vanilla Word RNN,73,0.06428572,2.6420405
Vanilla Word RNN,74,0.068571426,2.6499846
Vanilla Word RNN,75,0.07285714,2.649937
Vanilla Word RNN,76,0.06714286,2.6392899
Vanilla Word RNN,77,0.08142857,2.6419733
Vanilla Word RNN,78,0.07,2.6525934
Vanilla Word RNN,79,0.074285716,2.6495676
Vanilla Word RNN,80,0.065714285,2.648152
Vanilla Word RNN,81,0.055714287,2.6481245
Vanilla Word RNN,82,0.08285714,2.6470623
Vanilla Word RNN,83,0.074285716,2.642205
Vanilla Word RNN,84,0.06714286,2.6554768
Vanilla Word RNN,85,0.07714286,2.648036
Vanilla Word RNN,86,0.07571428,2.6458256
Vanilla Word RNN,87,0.08285714,2.6461787
Vanilla Word RNN,88,0.07,2.643572
Vanilla Word RNN,89,0.08,2.647215
Vanilla Word RNN,90,0.068571426,2.6559582
Vanilla Word RNN,91,0.08142857,2.639867
Vanilla Word RNN,92,0.058571428,2.6363645
Vanilla Word RNN,93,0.074285716,2.6412988
Vanilla Word RNN,94,0.06714286,2.6390016
Vanilla Word RNN,95,0.068571426,2.6466627
Vanilla Word RNN,96,0.045714285,2.6479583
Vanilla Word RNN,97,0.068571426,2.640685
Vanilla Word RNN,98,0.08285714,2.6394496
Vanilla Word RNN,99,0.074285716,2.6388307
Vanilla Word RNN w/ GC,0,0.071428575,2.6491036
Vanilla Word RNN w/ GC,1,0.071428575,2.6421895
Vanilla Word RNN w/ GC,2,0.06,2.6410854
Vanilla Word RNN w/ GC,3,0.074285716,2.640433
Vanilla Word RNN w/ GC,4,0.074285716,2.638741
Vanilla Word RNN w/ GC,5,0.057142857,2.640993
Vanilla Word RNN w/ GC,6,0.07285714,2.6373653
Vanilla Word RNN w/ GC,7,0.084285714,2.6297023
Vanilla Word RNN w/ GC,8,0.06714286,2.6492677
Vanilla Word RNN w/ GC,9,0.071428575,2.66291
Vanilla Word RNN w/ GC,10,0.071428575,2.652898
Vanilla Word RNN w/ GC,11,0.068571426,2.644255
Vanilla Word RNN w/ GC,12,0.071428575,2.6578074
Vanilla Word RNN w/ GC,13,0.07,2.6450052
Vanilla Word RNN w/ GC,14,0.07,2.6467934
Vanilla Word RNN w/ GC,15,0.071428575,2.6442873
Vanilla Word RNN w/ GC,16,0.07857143,2.6523414
Vanilla Word RNN w/ GC,17,0.07285714,2.645067
Vanilla Word RNN w/ GC,18,0.10285714,2.5830913
Vanilla Word RNN w/ GC,19,0.10285714,2.5828524
Vanilla Word RNN w/ GC,20,0.10714286,2.578877
Vanilla Word RNN w/ GC,21,0.095714286,2.5668356
Vanilla Word RNN w/ GC,22,0.084285714,2.566713
Vanilla Word RNN w/ GC,23,0.095714286,2.5667212
Vanilla Word RNN w/ GC,24,0.08285714,2.568586
Vanilla Word RNN w/ GC,25,0.111428574,2.5619016
Vanilla Word RNN w/ GC,26,0.10428572,2.5660346
Vanilla Word RNN w/ GC,27,0.09714286,2.5778604
Vanilla Word RNN w/ GC,28,0.10428572,2.5717704
Vanilla Word RNN w/ GC,29,0.08285714,2.5643046
Vanilla Word RNN w/ GC,30,0.10285714,2.573124
Vanilla Word RNN w/ GC,31,0.10428572,2.5687156
Vanilla Word RNN w/ GC,32,0.084285714,2.687102
Vanilla Word RNN w/ GC,33,0.074285716,2.6556237
Vanilla Word RNN w/ GC,34,0.07285714,2.6451464
Vanilla Word RNN w/ GC,35,0.06428572,2.6480079
Vanilla Word RNN w/ GC,36,0.06285714,2.6432319
Vanilla Word RNN w/ GC,37,0.06428572,2.6340609
Vanilla Word RNN w/ GC,38,0.07285714,2.6534739
Vanilla Word RNN w/ GC,39,0.071428575,2.6510987
Vanilla Word RNN w/ GC,40,0.071428575,2.6282234
Vanilla Word RNN w/ GC,41,0.07285714,2.6525922
Vanilla Word RNN w/ GC,42,0.071428575,2.6435518
Vanilla Word RNN w/ GC,43,0.071428575,2.644042
Vanilla Word RNN w/ GC,44,0.071428575,2.6519654
Vanilla Word RNN w/ GC,45,0.071428575,2.653125
Vanilla Word RNN w/ GC,46,0.07285714,2.644823
Vanilla Word RNN w/ GC,47,0.071428575,2.6420875
Vanilla Word RNN w/ GC,48,0.071428575,2.642649
Vanilla Word RNN w/ GC,49,0.071428575,2.646434
Vanilla Word RNN w/ GC,50,0.07714286,2.6389568
Vanilla Word RNN w/ GC,51,0.08142857,2.6415267
Vanilla Word RNN w/ GC,52,0.071428575,2.6516738
Vanilla Word RNN w/ GC,53,0.065714285,2.6401422
Vanilla Word RNN w/ GC,54,0.068571426,2.6471112
Vanilla Word RNN w/ GC,55,0.07571428,2.6430666
Vanilla Word RNN w/ GC,56,0.08142857,2.640094
Vanilla Word RNN w/ GC,57,0.07,2.639105
Vanilla Word RNN w/ GC,58,0.071428575,2.649241
Vanilla Word RNN w/ GC,59,0.07285714,2.6404872
Vanilla Word RNN w/ GC,60,0.07571428,2.6533859
Vanilla Word RNN w/ GC,61,0.07857143,2.6322944
Vanilla Word RNN w/ GC,62,0.071428575,2.6680288
Vanilla Word RNN w/ GC,63,0.071428575,2.6688323
Vanilla Word RNN w/ GC,64,0.071428575,2.6461344
Vanilla Word RNN w/ GC,65,0.071428575,2.6502285
Vanilla Word RNN w/ GC,66,0.071428575,2.643147
Vanilla Word RNN w/ GC,67,0.071428575,2.6492896
Vanilla Word RNN w/ GC,68,0.071428575,2.6502917
Vanilla Word RNN w/ GC,69,0.07,2.6431048
Vanilla Word RNN w/ GC,70,0.071428575,2.6618886
Vanilla Word RNN w/ GC,71,0.071428575,2.643483
Vanilla Word RNN w/ GC,72,0.071428575,2.6495278
Vanilla Word RNN w/ GC,73,0.071428575,2.6546655
Vanilla Word RNN w/ GC,74,0.071428575,2.6460133
Vanilla Word RNN w/ GC,75,0.07,2.6528933
Vanilla Word RNN w/ GC,76,0.071428575,2.645479
Vanilla Word RNN w/ GC,77,0.071428575,2.648091
Vanilla Word RNN w/ GC,78,0.071428575,2.6462517
Vanilla Word RNN w/ GC,79,0.07285714,2.6489913
Vanilla Word RNN w/ GC,80,0.071428575,2.6457024
Vanilla Word RNN w/ GC,81,0.07285714,2.6411688
Vanilla Word RNN w/ GC,82,0.071428575,2.6527758
Vanilla Word RNN w/ GC,83,0.07285714,2.6429663
Vanilla Word RNN w/ GC,84,0.07285714,2.6458774
Vanilla Word RNN w/ GC,85,0.07285714,2.644997
Vanilla Word RNN w/ GC,86,0.071428575,2.650115
Vanilla Word RNN w/ GC,87,0.071428575,2.6445916
Vanilla Word RNN w/ GC,88,0.071428575,2.6525223
Vanilla Word RNN w/ GC,89,0.071428575,2.6436548
Vanilla Word RNN w/ GC,90,0.071428575,2.6470563
Vanilla Word RNN w/ GC,91,0.07285714,2.644264
Vanilla Word RNN w/ GC,92,0.07285714,2.6393483
Vanilla Word RNN w/ GC,93,0.071428575,2.6473546
Vanilla Word RNN w/ GC,94,0.071428575,2.639522
Vanilla Word RNN w/ GC,95,0.07285714,2.6459951
Vanilla Word RNN w/ GC,96,0.071428575,2.6559823
Vanilla Word RNN w/ GC,97,0.07285714,2.6485257
Vanilla Word RNN w/ GC,98,0.071428575,2.6497357
Vanilla Word RNN w/ GC,99,0.07285714,2.6472592
