iter,tr-acc,te-acc,time
0,0.79032385,0.7903419,0.16782097816467284
1,0.79032385,0.7903419,0.09926028251647949
2,0.79032385,0.7903419,0.09650511741638183
3,0.7938523,0.79303324,0.10058984756469727
4,0.80796325,0.80782765,0.09468035697937012
5,0.8237565,0.8152216,0.09770312309265136
6,0.8403899,0.8306737,0.09471354484558106
7,0.8481159,0.8387408,0.09565501213073731
8,0.8560135,0.849486,0.09401741027832031
9,0.8650856,0.8575531,0.09823989868164062
10,0.8671013,0.8676338,0.10213890075683593
11,0.8761749,0.87165844,0.09691600799560547
12,0.8812173,0.877701,0.09276762008666992
13,0.87735206,0.87098044,0.09502029418945312
14,0.882393,0.87568533,0.09973855018615722
15,0.88256055,0.8763609,0.09768929481506347
16,0.88121593,0.87904996,0.10265474319458008
17,0.8815526,0.8830837,0.16001453399658203
18,0.88289595,0.8790501,0.09704465866088867
19,0.88373643,0.87972796,0.09675397872924804
20,0.88491327,0.88106793,0.10458712577819824
21,0.8864256,0.8830813,0.10155668258666992
22,0.8857521,0.88240564,0.0938140869140625
23,0.8882736,0.8837525,0.09929466247558594
24,0.88776875,0.88106346,0.09822921752929688
25,0.890625,0.8844282,0.09579582214355468
26,0.8901216,0.88374805,0.09990358352661133
27,0.8906245,0.8891284,0.0959019660949707
28,0.88961715,0.8884573,0.09677848815917969
29,0.8929783,0.8877862,0.09898838996887208
30,0.89045703,0.89114636,0.1014627456665039
31,0.89331454,0.8877862,0.10198183059692383
32,0.8929777,0.8904662,0.1018838882446289
33,0.8936491,0.8904594,0.10203566551208496
34,0.893482,0.8911419,0.10979881286621093
35,0.89331424,0.8918108,0.09835186004638671
36,0.8958336,0.8897996,0.09412803649902343
37,0.89650667,0.8897928,0.09756569862365723
38,0.8956648,0.8817278,0.09438939094543457
39,0.89667434,0.88710374,0.09761857986450195
40,0.89919364,0.89112836,0.10097355842590332
41,0.8986904,0.88978606,0.10049915313720703
42,0.8981856,0.8944953,0.10416126251220703
43,0.89869004,0.888446,0.09582052230834961
44,0.8995301,0.8924796,0.0994067668914795
45,0.8995303,0.89179945,0.0962590217590332
46,0.897346,0.8931507,0.09665398597717285
47,0.8988577,0.8944975,0.0964874267578125
48,0.8971778,0.8951664,0.10136799812316895
49,0.9012095,0.89247733,0.10161361694335938
50,0.89768106,0.89314854,0.09715032577514648
51,0.90221727,0.89381284,0.10103282928466797
52,0.8998659,0.8971753,0.10278563499450684
53,0.9003703,0.8971844,0.10078396797180175
54,0.90104115,0.89448845,0.10198326110839843
55,0.9030577,0.8891058,0.0997314453125
56,0.90372884,0.8978487,0.10009293556213379
57,0.90272254,0.8971707,0.10018835067749024
58,0.9017134,0.8951597,0.10088000297546387
59,0.90104103,0.8971731,0.09789891242980957
60,0.9033948,0.9005356,0.09891757965087891
61,0.8998661,0.8991933,0.09918122291564942
62,0.90322554,0.8978487,0.09855566024780274
63,0.9017137,0.8985221,0.09729046821594238
64,0.9030577,0.8998622,0.1098846435546875
65,0.90372914,0.897164,0.10386290550231933
66,0.90608186,0.8938106,0.09727997779846191
67,0.90507346,0.8965019,0.11113290786743164
68,0.9038992,0.89852667,0.09912505149841308
69,0.9050749,0.9012067,0.10117535591125489
70,0.90221703,0.90053785,0.10194206237792969
71,0.9067539,0.89313716,0.11296610832214356
72,0.904906,0.89649516,0.10620903968811035
73,0.9010423,0.8998644,0.10662293434143066
74,0.9055775,0.89851314,0.09937782287597656
75,0.9079301,0.9018756,0.09755439758300781
76,0.90524065,0.9005333,0.0972215175628662
77,0.90524113,0.8998644,0.10052595138549805
78,0.90826577,0.901209,0.09755020141601563
79,0.90759265,0.89516866,0.11597208976745606
80,0.90944195,0.89783514,0.09924855232238769
81,0.9062501,0.8998622,0.10151243209838867
82,0.9018836,0.8931395,0.1032491683959961
83,0.9086011,0.89784205,0.09989943504333496
84,0.90860116,0.9018801,0.0967893123626709
85,0.9060818,0.9005445,0.10819263458251953
86,0.90692264,0.8971753,0.10190181732177735
87,0.9062497,0.8985176,0.10262546539306641
88,0.90675324,0.8998622,0.10227851867675782
89,0.90960944,0.89582634,0.1026036262512207
90,0.9067547,0.8998622,0.09851832389831543
91,0.9072577,0.9025513,0.10439271926879883
92,0.90742606,0.9025445,0.09854402542114257
93,0.90944165,0.90188235,0.10932011604309082
94,0.91196215,0.90523356,0.10132918357849122
95,0.90742475,0.9032291,0.10512022972106934
96,0.90507424,0.9018756,0.10894227027893066
97,0.90826577,0.90254897,0.10118470191955567
98,0.91011536,0.90657586,0.10189471244812012
99,0.9097767,0.89851534,0.10126943588256836
100,0.90809757,0.901209,0.09870610237121583
101,0.908099,0.9012067,0.10278606414794922
102,0.910113,0.9018801,0.10055413246154785
103,0.9121305,0.90186656,0.09623303413391113
104,0.9094435,0.9018756,0.09737176895141601
105,0.91011345,0.905907,0.09996685981750489
106,0.9112899,0.9052359,0.09699783325195313
107,0.9128025,0.9045647,0.10053782463073731
108,0.91061753,0.89716864,0.10451464653015137
109,0.9104493,0.9038936,0.11149344444274903
110,0.910113,0.9032224,0.10228996276855469
111,0.9111231,0.8985108,0.10556397438049317
112,0.91196215,0.9032179,0.10690340995788575
113,0.9109538,0.90591145,0.1042510986328125
114,0.91162634,0.90389127,0.10689644813537598
115,0.90927345,0.90657127,0.10335993766784668
116,0.9080976,0.898513,0.10501766204833984
117,0.9091058,0.90121126,0.09938178062438965
118,0.9121302,0.90254897,0.09750280380249024
119,0.9112897,0.9032224,0.10021367073059081
120,0.91296923,0.901209,0.09886932373046875
121,0.9109542,0.9032156,0.10591416358947754
122,0.9122974,0.90591145,0.10382461547851562
123,0.910618,0.90456915,0.10356087684631347
124,0.91448146,0.9018756,0.09963102340698242
125,0.9072582,0.9032179,0.10124211311340332
126,0.91213,0.8985154,0.10722389221191406
127,0.9104498,0.9032224,0.10386557579040527
128,0.91196215,0.9065803,0.09850406646728516
129,0.91045094,0.9039003,0.10381298065185547
130,0.91229784,0.9018801,0.10256500244140625
131,0.9136423,0.9065803,0.09892053604125976
132,0.9144829,0.89851534,0.10793914794921874
133,0.9136426,0.90591145,0.09442529678344727
134,0.9111211,0.9072582,0.09828462600708007
135,0.9148181,0.9025513,0.09771652221679687
136,0.9148181,0.90322465,0.10268445014953613
137,0.9089362,0.90725374,0.11297087669372559
138,0.9086024,0.90389127,0.10596938133239746
139,0.91313887,0.9045714,0.09749341011047363
140,0.91431314,0.90456694,0.09768061637878418
141,0.9148179,0.9025513,0.09797778129577636
142,0.91616154,0.9059092,0.09564876556396484
143,0.91246635,0.9012067,0.09838318824768066
144,0.91397846,0.9038935,0.09668922424316406
145,0.9146498,0.90456694,0.09721145629882813
146,0.91296977,0.90255344,0.11675620079040527
147,0.91632986,0.9025513,0.10550990104675292
148,0.91515386,0.9045736,0.09554805755615234
149,0.91095287,0.9045647,0.09464268684387207
150,0.91549,0.8998577,0.09766340255737305
151,0.915658,0.90389574,0.09710874557495117
152,0.91549027,0.9112873,0.09842791557312011
153,0.91464996,0.90524256,0.10552520751953125
154,0.91431344,0.9038936,0.10274553298950195
155,0.9171711,0.9032224,0.09375648498535157
156,0.9166673,0.90188456,0.09952664375305176
157,0.91716975,0.90456915,0.09837465286254883
158,0.9143144,0.90523803,0.10636277198791504
159,0.91397905,0.9025513,0.10633516311645508
160,0.9166667,0.9045647,0.11413497924804687
