iter,tr-acc,te-acc
232,0.8911298,0.8891352
233,0.8912981,0.8891307
234,0.89146584,0.8891307
235,0.89146584,0.8898064
236,0.8907937,0.8884573
237,0.89129764,0.88845956
238,0.892138,0.8904775
239,0.89146537,0.8891307
240,0.89196986,0.89114857
241,0.89196986,0.8897996
242,0.8921381,0.89047515
243,0.89281,0.8904707
244,0.89213765,0.8918198
245,0.8924742,0.89249086
246,0.892642,0.8931621
247,0.89247406,0.89114636
248,0.893314,0.8904707
249,0.8926424,0.89114636
250,0.892978,0.890473
251,0.8938181,0.8891284
252,0.8929779,0.8911441
253,0.89415395,0.890473
254,0.8929779,0.8898018
255,0.8938179,0.8897996
256,0.89281005,0.890473
257,0.8938181,0.8911419
258,0.893818,0.890473
259,0.89499396,0.88979733
260,0.89448994,0.88979733
261,0.89398634,0.8904707
262,0.89331424,0.89181745
263,0.89499426,0.88979733
264,0.89532965,0.88979733
265,0.8954981,0.8904707
266,0.89465797,0.891813
267,0.8954983,0.891813
268,0.89617,0.8904685
269,0.8943222,0.8904707
270,0.8956655,0.8911419
271,0.8949941,0.8918153
272,0.8953301,0.891813
273,0.89499414,0.8911419
274,0.8960021,0.8918153
275,0.8948263,0.8904662
276,0.8968419,0.8911419
277,0.8954979,0.8924864
278,0.8966738,0.891813
279,0.89633816,0.8918153
280,0.8963381,0.8911419
281,0.89532995,0.8911419
282,0.8963376,0.8918107
283,0.89650583,0.891813
284,0.896506,0.8924864
285,0.8961698,0.8911419
286,0.896674,0.891813
287,0.8968418,0.891813
288,0.89667386,0.8911396
289,0.89701,0.8938287
290,0.89667356,0.8924842
291,0.89751446,0.8918107
292,0.89650583,0.8924842
293,0.89700997,0.891813
294,0.897682,0.8924842
295,0.89751416,0.891813
296,0.8978499,0.891813
297,0.8978499,0.8904662
298,0.897514,0.8924842
299,0.8990263,0.8938287
300,0.898522,0.8931531
301,0.89734614,0.891813
302,0.8991946,0.8918085
303,0.89784986,0.8918153
304,0.898186,0.8924819
305,0.897682,0.8931553
306,0.8981859,0.8938287
307,0.8986902,0.8931553
308,0.8983542,0.8931576
309,0.8988581,0.8918085
310,0.8983542,0.8931553
311,0.89885867,0.8931553
312,0.8995304,0.8931553
313,0.89885855,0.8911373
314,0.8990259,0.8931553
315,0.89919436,0.8918107
316,0.89768183,0.8924864
317,0.8985224,0.8931553
318,0.897682,0.8931553
319,0.89919424,0.8924819
320,0.89919436,0.8924819
321,0.898522,0.8897928
322,0.8983542,0.8918108
323,0.8995303,0.89046395
324,0.8993622,0.8918085
325,0.89919424,0.8924774
326,0.89952993,0.8911373
327,0.89885825,0.89046174
328,0.89953005,0.8911373
329,0.8996981,0.8918107
330,0.89936227,0.8938265
331,0.8995303,0.8918107
332,0.8998663,0.8918085
333,0.8990266,0.8938287
334,0.9000344,0.89113283
335,0.8996984,0.89113283
336,0.89953023,0.8924819
337,0.8986905,0.8911374
338,0.9000341,0.893153
339,0.8990263,0.8918108
340,0.8990263,0.89113283
341,0.9002026,0.893153
342,0.9003706,0.89113283
343,0.901378,0.8938219
344,0.9002021,0.8931508
345,0.9002026,0.8931508
346,0.90070647,0.8951665
347,0.9003704,0.89381963
348,0.90037024,0.894493
349,0.9005383,0.8931508
350,0.9012103,0.8931462
351,0.9017147,0.8924774
352,0.90037,0.89180624
353,0.8998659,0.8938219
354,0.9005386,0.89180166
355,0.9002024,0.89180624
356,0.8993622,0.89113283
357,0.90053815,0.8938173
358,0.9002021,0.8938219
359,0.89885795,0.89113283
360,0.9005383,0.8924751
361,0.8993622,0.8931508
362,0.8998662,0.89180404
363,0.8993622,0.8938219
364,0.9000341,0.89180404
365,0.9003701,0.89247733
366,0.9007066,0.8944953
367,0.90037024,0.89180624
368,0.90003383,0.8924796
369,0.901042,0.89247286
370,0.90137815,0.8924751
371,0.9012106,0.89314854
372,0.90104234,0.8938174
373,0.90070647,0.894493
374,0.90104234,0.8944953
375,0.90171444,0.895833
376,0.90221864,0.895833
377,0.90070647,0.894493
378,0.9008746,0.89449084
379,0.9008743,0.894493
380,0.90137863,0.8931508
381,0.9017145,0.89314854
382,0.9008743,0.8951642
383,0.90137845,0.8951642
384,0.90070647,0.8965065
385,0.9018825,0.8965042
386,0.90238655,0.8951596
387,0.9010426,0.8951642
388,0.90255463,0.895833
389,0.90272254,0.8965042
390,0.9018828,0.8951596
391,0.9015463,0.895833
392,0.90171444,0.89583313
393,0.9020507,0.8965042
394,0.90238637,0.8951619
395,0.90221846,0.8965042
396,0.9020504,0.8938174
397,0.9013783,0.8938219
398,0.9015466,0.8958353
399,0.9025545,0.8958308
400,0.9012103,0.8944953
401,0.9020504,0.8965042
402,0.90171415,0.8971776
403,0.9013783,0.89381963
404,0.90255433,0.8951619
405,0.90322655,0.8951596
406,0.9020504,0.8958308
407,0.901714,0.894493
408,0.9023862,0.8951619
409,0.9020502,0.8938174
410,0.90238667,0.895833
411,0.90171444,0.8965064
412,0.9028902,0.8951596
413,0.90238607,0.895833
414,0.9020504,0.8971753
415,0.9018822,0.8951619
416,0.90255433,0.895833
417,0.90305865,0.8978442
418,0.90221846,0.895833
419,0.9025545,0.8971776
420,0.9020505,0.8965042
421,0.90272224,0.8965042
422,0.901882,0.8938173
423,0.9022187,0.8965042
424,0.90272236,0.8951596
425,0.90238607,0.895833
426,0.902386,0.895833
427,0.90221834,0.8965064
428,0.90272206,0.8951619
429,0.9038984,0.8971753
430,0.90272236,0.8951596
431,0.90305835,0.895833
432,0.9020504,0.8951596
433,0.90255404,0.895833
434,0.90221786,0.8958308
435,0.90238607,0.8951596
436,0.9033941,0.8951619
437,0.90322626,0.8951619
438,0.9020502,0.8951596
439,0.9033942,0.895833
440,0.9030577,0.8965042
441,0.9032259,0.895833
442,0.9020503,0.89381516
443,0.9033942,0.8951619
444,0.9033942,0.8971753
445,0.9028897,0.8965042
446,0.90356255,0.8951596
447,0.9037303,0.8971753
448,0.90238637,0.8951619
449,0.9033939,0.8965042
450,0.90305823,0.895833
451,0.9028905,0.8951619
452,0.9035624,0.8965042
453,0.9030579,0.8971776
454,0.90289,0.897851
455,0.9033944,0.895833
456,0.9028903,0.8951596
457,0.9037302,0.8965064
458,0.90305793,0.8971753
459,0.902722,0.8971776
460,0.9033939,0.8978487
461,0.9037299,0.8978487
462,0.9037302,0.8965064
463,0.9038984,0.8978487
464,0.90255404,0.8971776
465,0.90305793,0.8965064
466,0.90305805,0.8978487
467,0.90356195,0.8985221
468,0.9035619,0.8971776
469,0.9037301,0.8978487
470,0.90322626,0.8965042
471,0.9033939,0.8965019
472,0.9033939,0.8978487
473,0.90221834,0.8965042
474,0.902722,0.8971776
475,0.9035622,0.8985199
476,0.9037301,0.8965042
477,0.9035622,0.8965064
478,0.90272224,0.895833
479,0.9042341,0.8978487
480,0.9044024,0.8978487
481,0.90322626,0.8978487
482,0.90305835,0.8971776
483,0.9042344,0.895833
484,0.9037305,0.8965019
485,0.9038984,0.8971753
486,0.90305793,0.8978465
487,0.90305805,0.8985199
488,0.9042341,0.8978487
489,0.90305793,0.8971776
490,0.9032259,0.895833
491,0.9037299,0.8971776
492,0.90322626,0.8971753
493,0.9035622,0.8985199
494,0.90305823,0.8978487
495,0.90255433,0.8978487
496,0.9032265,0.8965042
497,0.9038979,0.8978487
498,0.9049064,0.8965064
499,0.9028902,0.8965019
500,0.90389824,0.8965019
501,0.90356225,0.8978465
502,0.9038979,0.8971731
503,0.903226,0.8978465
504,0.9040657,0.8991933
505,0.90305823,0.8971753
506,0.9042343,0.899191
507,0.9033942,0.8985176
508,0.9032261,0.8971753
509,0.9033942,0.8998644
510,0.90473855,0.8958308
511,0.9042338,0.899191
512,0.9038979,0.8985221
513,0.904906,0.8971731
514,0.90255463,0.8978465
515,0.9042345,0.8991865
516,0.9038981,0.8978442
517,0.9044021,0.8998622
518,0.9045701,0.9005378
519,0.90440214,0.899191
520,0.9045701,0.8991933
521,0.90440196,0.8985176
522,0.9038979,0.8978465
523,0.9042343,0.8991888
524,0.904906,0.8978465
525,0.90389824,0.8998622
526,0.9045701,0.8978465
527,0.9044019,0.8991888
528,0.9042344,0.8985176
529,0.9037301,0.8985176
530,0.9037301,0.899191
531,0.9045698,0.8991933
532,0.9044024,0.8998644
533,0.9037301,0.8978465
534,0.90406626,0.8985176
535,0.90473807,0.901209
536,0.9038981,0.8985199
537,0.9044016,0.899191
538,0.9038979,0.8991888
539,0.90440214,0.8985176
540,0.90457,0.8978487
541,0.9052421,0.899191
542,0.90456975,0.8991888
543,0.9033942,0.8998644
544,0.904906,0.899191
545,0.9042343,0.8991888
546,0.9045702,0.8985176
547,0.90473825,0.8985176
548,0.9040658,0.8998622
549,0.90473825,0.8978442
550,0.90540993,0.8985176
551,0.9042338,0.8985199
552,0.90423405,0.899191
553,0.90389794,0.8978465
554,0.9037296,0.8978465
555,0.90557826,0.8985176
556,0.90507394,0.8985154
557,0.9042343,0.8991888
558,0.90440166,0.8985176
559,0.90473807,0.8991888
560,0.9040659,0.8991933
561,0.9059141,0.8991865
562,0.9047378,0.899191
563,0.9054102,0.9005356
564,0.905746,0.899191
565,0.904906,0.8991888
566,0.9050741,0.8991888
567,0.9054098,0.8985176
568,0.90574586,0.8998622
569,0.90557766,0.8985199
570,0.9057461,0.8965042
571,0.9042338,0.8991888
572,0.90507394,0.8991933
573,0.9047378,0.8991888
574,0.90473795,0.899191
575,0.90557796,0.8985176
576,0.90507376,0.8985176
577,0.9040658,0.899191
578,0.90591353,0.8978487
579,0.90440196,0.8978442
580,0.9054103,0.900531
581,0.9057456,0.8978487
582,0.90456975,0.8985199
583,0.9054097,0.899191
584,0.90574586,0.8978465
585,0.9054097,0.8985199
586,0.90608203,0.8998599
587,0.9062498,0.9005356
588,0.90540963,0.8991933
589,0.90625,0.8998599
590,0.90473765,0.8971753
591,0.9054102,0.899191
592,0.9054098,0.8998599
593,0.90540963,0.8998622
594,0.90624964,0.899191
595,0.906082,0.8998622
596,0.90541,0.9005356
597,0.90658605,0.8991888
598,0.9057461,0.8985176
599,0.90540963,0.9012067
600,0.9059141,0.8998644
601,0.90608186,0.8998622
602,0.90574586,0.8985154
603,0.906418,0.8985176
604,0.9062498,0.8985199
605,0.90608215,0.8978442
606,0.90557796,0.9018779
607,0.90591395,0.8985199
608,0.90658605,0.8978465
609,0.90524197,0.8985154
610,0.90625,0.9005356
611,0.90641785,0.8985176
612,0.90658605,0.900531
613,0.90574586,0.90120447
614,0.9060818,0.8998599
615,0.90557796,0.899191
616,0.90608186,0.9005356
617,0.906754,0.8998622
618,0.9059137,0.8998599
619,0.9065859,0.9005378
620,0.90557796,0.8998622
621,0.9060818,0.8978465
622,0.90608203,0.8991888
623,0.90675414,0.8991888
624,0.90641785,0.9018779
625,0.9059141,0.90120447
626,0.9062498,0.9005333
627,0.90742576,0.9018801
628,0.9062498,0.9005333
629,0.90658617,0.9005333
630,0.90709,0.9005333
631,0.9062501,0.9005311
632,0.9064177,0.8998622
633,0.90675384,0.8998599
634,0.90625036,0.9012022
635,0.9069222,0.9005333
636,0.9070902,0.9005311
637,0.90658635,0.8991888
638,0.9064182,0.9005333
639,0.9059141,0.9012022
640,0.9064177,0.8991865
641,0.90692204,0.9005333
642,0.9070902,0.90187776
643,0.906082,0.9005333
644,0.9070899,0.9018801
645,0.90692204,0.9005333
646,0.9072579,0.8991888
647,0.906922,0.9012022
648,0.90742576,0.9018779
649,0.90692204,0.9012067
650,0.9064182,0.9005356
651,0.906922,0.9005333
652,0.9079302,0.9018779
653,0.90709,0.9018779
654,0.9079298,0.90322465
655,0.9075939,0.9005333
656,0.90793025,0.9018779
657,0.9074262,0.8998622
658,0.9080981,0.9005311
659,0.90692204,0.9018779
660,0.90776217,0.9012067
661,0.9075936,0.8998622
662,0.9069222,0.9005333
663,0.9075939,0.9005311
664,0.9077622,0.9005333
665,0.9072579,0.9012067
666,0.90776217,0.90254897
667,0.90826607,0.9012022
668,0.90826607,0.90120447
669,0.9070899,0.90389574
670,0.9079299,0.9018756
671,0.9084341,0.9018756
672,0.9075937,0.9005311
673,0.90809804,0.9018756
674,0.90776193,0.90254897
675,0.9079302,0.90254897
676,0.90809804,0.90254897
677,0.90843403,0.90120447
678,0.907426,0.9032224
679,0.9082659,0.90120447
680,0.9074262,0.90254897
681,0.9079298,0.9018733
682,0.9086021,0.9018779
683,0.9075937,0.9025513
684,0.90843374,0.9012067
685,0.90860206,0.90254897
686,0.9082656,0.9012067
687,0.9077617,0.90120447
688,0.90826577,0.9018779
689,0.9091061,0.90120447
690,0.90826607,0.9018801
691,0.90809786,0.90120447
692,0.9091061,0.9032224
693,0.90826577,0.90254897
694,0.9087698,0.9018756
695,0.90809786,0.9005311
696,0.9087701,0.9018756
697,0.90893805,0.9025467
698,0.9089383,0.9018779
699,0.90860206,0.9005356
700,0.9086019,0.9025513
701,0.90944225,0.9012022
702,0.90860176,0.90120447
703,0.90893793,0.9018779
704,0.90910596,0.90389574
705,0.90910596,0.90120447
706,0.9080981,0.90120447
707,0.9084341,0.9032224
708,0.90961,0.9018779
709,0.9104501,0.90120447
710,0.90843403,0.90322006
711,0.90961015,0.90254897
712,0.9096098,0.90254897
713,0.90961,0.90254897
714,0.9092733,0.90254897
715,0.90809786,0.90254897
716,0.90910566,0.90322006
717,0.90893775,0.9018756
718,0.9086016,0.90120447
719,0.9084341,0.90254897
720,0.9084341,0.9018779
721,0.9092739,0.90322006
722,0.9091058,0.90322006
723,0.90944135,0.8998599
724,0.9082657,0.9012067
725,0.9091059,0.90254897
726,0.90860146,0.90120447
727,0.9096096,0.9005333
728,0.90944195,0.9018756
729,0.9099458,0.9025467
730,0.9092743,0.90254897
731,0.9091059,0.9018779
732,0.9087698,0.9012067
733,0.9087698,0.9032179
734,0.9091055,0.90120447
735,0.9089381,0.90254897
736,0.9096098,0.9018756
737,0.9092736,0.9018756
738,0.9092736,0.90322006
739,0.90944195,0.9032224
740,0.9092739,0.90322006
741,0.9091059,0.9018801
742,0.9096099,0.9018801
743,0.90893763,0.90254897
744,0.90994596,0.90322006
745,0.9089382,0.90254897
746,0.9094418,0.90322006
747,0.9092736,0.9018779
748,0.90910596,0.9018779
749,0.909778,0.90322006
750,0.90961,0.9018779
751,0.9101137,0.9032179
752,0.9096097,0.9032224
753,0.9099461,0.9025467
754,0.9096096,0.9018756
755,0.9104498,0.9018733
756,0.90910614,0.90254897
757,0.91011393,0.90322006
758,0.9096096,0.9012022
759,0.90927374,0.9032224
760,0.90910566,0.9005356
761,0.90893763,0.9032224
762,0.90960944,0.90120447
763,0.91078585,0.9032224
764,0.9092736,0.9038935
765,0.9096096,0.9012044
766,0.90961015,0.9045647
767,0.91028154,0.9038935
768,0.9087694,0.9018779
769,0.9109543,0.9032224
770,0.90994513,0.9018756
771,0.9101135,0.90389127
772,0.90893763,0.9038935
773,0.9094416,0.9025513
774,0.9096093,0.9032224
775,0.9104496,0.9032179
776,0.9096099,0.90322006
777,0.9106178,0.9032224
778,0.910282,0.90322006
779,0.9092733,0.9025467
780,0.9096096,0.90322006
781,0.91028184,0.9038935
782,0.9099455,0.9038935
783,0.9099456,0.9032224
784,0.9102815,0.9032224
785,0.90977764,0.9025513
786,0.9104496,0.90322006
787,0.9099453,0.9018779
788,0.9109539,0.9038935
789,0.91061723,0.9038935
790,0.91011345,0.9045647
791,0.9094411,0.9012022
792,0.9107857,0.9038935
793,0.9101135,0.90254897
794,0.9104496,0.90389127
795,0.910618,0.90254897
796,0.9096097,0.90456235
797,0.9099461,0.90389127
798,0.90977746,0.9032156
799,0.9109534,0.90187776
800,0.9102818,0.9025467
801,0.9106177,0.9025445
802,0.9104495,0.9018733
803,0.9109534,0.90254897
804,0.9096092,0.9018733
805,0.90944165,0.90322006
806,0.91078585,0.90187776
807,0.9102823,0.9032224
808,0.91011363,0.9025445
809,0.90944135,0.90389127
810,0.90977764,0.90322006
811,0.91061735,0.9018733
812,0.9101144,0.90254897
813,0.9109541,0.90254897
814,0.9112899,0.9018733
815,0.91028196,0.90254897
816,0.91145736,0.8998599
817,0.90960944,0.9005333
818,0.90944225,0.9025512
819,0.911626,0.90322006
820,0.9104489,0.9025467
821,0.9112895,0.90254897
822,0.9107854,0.90254897
823,0.90927374,0.9032224
824,0.9119619,0.90389127
825,0.9107868,0.9038935
826,0.91112214,0.9012067
827,0.9126342,0.9025513
828,0.91145754,0.9005311
829,0.91028184,0.9018779
830,0.9109539,0.90389127
831,0.9099456,0.90322006
832,0.91145766,0.90187776
833,0.91179323,0.9018733
834,0.9112897,0.9032179
835,0.91196096,0.9018733
836,0.9107857,0.90322006
837,0.9114579,0.90389574
838,0.9107857,0.90389127
839,0.9114577,0.9018756
840,0.91129,0.90322006
841,0.9099458,0.90322006
842,0.91061735,0.9018733
843,0.91028154,0.9018756
844,0.9099453,0.90389127
845,0.9109539,0.90322006
846,0.91145766,0.9045647
847,0.91129,0.90322006
848,0.9121295,0.8998599
849,0.91246605,0.9025467
850,0.9117938,0.90322006
851,0.9121292,0.9025467
852,0.9104495,0.90254897
853,0.91145784,0.9018779
854,0.9122974,0.90187776
855,0.91179323,0.9025467
856,0.9097775,0.90389127
857,0.91112196,0.90389127
858,0.91061765,0.90389127
859,0.91112196,0.9025467
860,0.91112196,0.90389127
861,0.9112898,0.90254897
862,0.91145766,0.90389127
863,0.91196233,0.90322006
864,0.9121299,0.9032179
865,0.9116257,0.9005311
866,0.9114574,0.9025467
867,0.91196144,0.90254897
868,0.91196156,0.90389127
869,0.9122974,0.90389127
870,0.9116257,0.9018756
871,0.9112898,0.90187776
872,0.91112196,0.90322006
873,0.9121299,0.9025467
874,0.9109535,0.90456235
875,0.91129017,0.90322006
876,0.91246635,0.90322006
877,0.9128014,0.90254897
878,0.9124659,0.90187776
879,0.9121295,0.90322006
880,0.910954,0.90254897
881,0.9109537,0.90389127
882,0.9124665,0.90187776
883,0.9106186,0.901209
884,0.91229856,0.9012067
885,0.91330594,0.9012067
886,0.91296977,0.9012044
887,0.9112903,0.9018801
888,0.91212976,0.90322006
889,0.9116252,0.90120447
890,0.9107866,0.90254897
891,0.91212976,0.90254897
892,0.911122,0.9025512
893,0.91213,0.9018756
894,0.9126338,0.9005333
895,0.91112244,0.9038935
896,0.911626,0.9038935
897,0.91263425,0.9032224
898,0.9131382,0.90456915
899,0.91179407,0.9018756
900,0.9126338,0.9012044
901,0.9131382,0.9005333
902,0.91196185,0.9012044
903,0.9122983,0.90254897
904,0.91162616,0.90322006
905,0.91246605,0.9018756
906,0.91145766,0.9025467
907,0.91196185,0.9018779
908,0.9124662,0.9032224
909,0.9111222,0.90456694
910,0.9122981,0.90254897
911,0.91330564,0.90187776
912,0.9121299,0.9025467
913,0.9116268,0.90389574
914,0.9124659,0.9018756
915,0.9106178,0.90456694
916,0.9129696,0.9018733
917,0.91179407,0.90322006
918,0.9114582,0.90255344
919,0.91162604,0.8998644
920,0.91196233,0.90322465
921,0.9126339,0.90254897
922,0.91246545,0.90322006
923,0.9117937,0.90456694
924,0.91162604,0.90254897
925,0.91162556,0.90188235
926,0.9116257,0.9032179
927,0.91179407,0.9038935
928,0.9114582,0.9032224
929,0.9112897,0.90322006
930,0.91179353,0.90524036
931,0.9109541,0.90456694
932,0.9109537,0.9032179
933,0.9124659,0.90254897
934,0.9134736,0.9005333
935,0.9129699,0.9038935
936,0.9119619,0.90254897
937,0.91246605,0.90254897
938,0.9114582,0.90389574
939,0.9117939,0.90389574
940,0.9129697,0.9018756
941,0.91145813,0.9038935
942,0.91196215,0.9032224
943,0.91229784,0.9038935
944,0.911626,0.9032224
945,0.9119624,0.90255344
946,0.9126339,0.90322465
947,0.91213,0.9025467
948,0.91179407,0.9038935
949,0.9104498,0.9025467
950,0.91280144,0.9025467
951,0.9109537,0.9038935
952,0.91229755,0.90389574
953,0.9112894,0.9045647
954,0.9117937,0.90322006
955,0.91112155,0.90187776
956,0.9119619,0.90524036
957,0.9126333,0.9038935
958,0.9117937,0.90456694
959,0.9124656,0.9018756
960,0.91246635,0.90389574
961,0.9122977,0.9038935
962,0.9126337,0.9012044
963,0.9117939,0.90456915
964,0.9119619,0.9032202
965,0.91280127,0.9025467
966,0.912298,0.90389574
967,0.91229784,0.9025512
968,0.9121291,0.9038935
969,0.91330576,0.9012044
970,0.91162586,0.90456915
971,0.91229725,0.9025467
972,0.9126341,0.9018756
973,0.9122977,0.90255344
974,0.91196185,0.90389574
975,0.9129702,0.90322465
976,0.91213036,0.90456915
977,0.9124653,0.9032224
978,0.911458,0.90254897
979,0.9124657,0.9025512
980,0.91162586,0.9032202
981,0.9126338,0.90456915
982,0.91112196,0.9025513
983,0.91162616,0.9032202
984,0.91196185,0.9018756
985,0.91296995,0.9032179
986,0.9124659,0.9025467
987,0.9134734,0.9025467
988,0.9128019,0.9018756
989,0.9129694,0.9032224
990,0.9138096,0.9018801
991,0.9117937,0.90254897
992,0.91246605,0.9025512
993,0.9128019,0.9038935
994,0.9131376,0.90456694
995,0.91280174,0.90389806
996,0.912634,0.90389574
997,0.9138104,0.9018756
998,0.9129696,0.90389127
999,0.91229707,0.90389127
1000,0.9134736,0.9018756
1001,0.9129693,0.9032202
1002,0.91280144,0.90389574
1003,0.9122981,0.9038935
1004,0.9134738,0.9032224
1005,0.91313714,0.90389127
1006,0.9129697,0.9032224
