drop_column,iter,tr-loss,te-loss
6,14,0.037107695,0.046599764
0,15,0.010364835,0.028608361
1,15,0.010769089,0.027921522
2,15,0.0146289375,0.034237232
3,15,0.020494733,0.031137766
4,15,0.02710224,0.03106834
5,15,0.017343532,0.040053647
6,15,0.036466338,0.046219364
0,16,0.010367864,0.02826802
1,16,0.010655116,0.02762359
2,16,0.014418021,0.03384489
3,16,0.020138491,0.030859891
4,16,0.026677841,0.030779732
5,16,0.01684254,0.039832447
6,16,0.03584264,0.0458474
0,17,0.0103470255,0.02792976
1,17,0.010544227,0.027327359
2,17,0.014213979,0.033457123
3,17,0.019806575,0.030585693
4,17,0.026269615,0.030492838
5,17,0.016336435,0.039607044
6,17,0.035206966,0.045470588
0,18,0.010275528,0.02759091
1,18,0.01043763,0.027029172
2,18,0.014016965,0.033075776
3,18,0.019493056,0.030317683
4,18,0.025877852,0.030210193
5,18,0.015854849,0.039387044
6,18,0.03459393,0.04510275
0,19,0.0102064125,0.027263006
1,19,0.0103348885,0.0267393
2,19,0.013827026,0.032701936
3,19,0.01919413,0.030057553
4,19,0.0255015,0.029936511
5,19,0.015396453,0.039174635
6,19,0.03400308,0.04474454
0,20,0.010139438,0.02694569
1,20,0.010235647,0.026457995
2,20,0.013643862,0.032339737
3,20,0.018908788,0.029805139
4,20,0.02513953,0.029671025
5,20,0.014960002,0.038966615
6,20,0.03343371,0.04439653
0,21,0.010074457,0.0266387
1,21,0.010139689,0.02618548
2,21,0.013467206,0.031988233
3,21,0.01863605,0.029550165
4,21,0.024791002,0.02941359
5,21,0.014547918,0.038762264
6,21,0.03288785,0.044059295
0,22,0.0100120865,0.026343986
1,22,0.0100478595,0.025923742
2,22,0.013297791,0.03164417
3,22,0.018371552,0.029302802
4,22,0.024453772,0.029165577
5,22,0.014169413,0.038563646
6,22,0.032368418,0.043733116
0,23,0.0099524055,0.026061622
1,23,0.009959631,0.025665987
2,23,0.013134601,0.0313086
3,23,0.0181179,0.029061336
4,23,0.024128433,0.028924959
5,23,0.01380939,0.038367882
6,23,0.03186772,0.043413073
0,24,0.009894293,0.025788091
1,24,0.009874051,0.025415938
2,24,0.012976974,0.030983107
3,24,0.017874913,0.028820092
4,24,0.02381428,0.028691467
5,24,0.013466844,0.038177278
6,24,0.03138508,0.04310168
0,25,0.009837713,0.025523134
1,25,0.00979105,0.025173377
2,25,0.01282471,0.030666646
3,25,0.017641861,0.028584907
4,25,0.023510708,0.02846485
5,25,0.013140807,0.037994042
6,25,0.030919727,0.04279908
0,26,0.009782614,0.025266489
1,26,0.009710563,0.024938105
2,26,0.012677599,0.03035923
3,26,0.017418036,0.02835646
4,26,0.02321707,0.028244857
5,26,0.012830371,0.037818857
6,26,0.030470941,0.04250516
0,27,0.009728981,0.025017876
1,27,0.009632524,0.024709906
2,27,0.012535455,0.030061051
3,27,0.01720287,0.02813454
4,27,0.022932895,0.02803126
5,27,0.01253471,0.03764825
6,27,0.030038022,0.042218786
0,28,0.009676773,0.02477703
1,28,0.009556888,0.024485683
2,28,0.01239808,0.029771779
3,28,0.016995775,0.027918922
4,28,0.022657674,0.027822282
5,28,0.012253031,0.03748209
6,28,0.02962031,0.041939728
0,29,0.009625957,0.024543235
1,29,0.009483594,0.024267618
2,29,0.012265305,0.029490983
3,29,0.016796224,0.0277094
4,29,0.02239098,0.027610922
5,29,0.011984593,0.037320226
6,29,0.029217131,0.04166837
0,30,0.009576509,0.024315853
1,30,0.009408455,0.024055216
2,30,0.012137074,0.029216483
3,30,0.016605847,0.027503863
4,30,0.022132067,0.027403327
5,30,0.011721086,0.037158232
6,30,0.028813329,0.041396692
0,31,0.009522829,0.024088668
1,31,0.009309942,0.023843063
2,31,0.01201354,0.028945323
3,31,0.01642463,0.027301481
4,31,0.021881375,0.027199898
5,31,0.011466914,0.036992297
6,31,0.028420199,0.04112502
0,32,0.009471088,0.023868822
1,32,0.009215526,0.023639554
2,32,0.011894289,0.028682245
3,32,0.016249284,0.027103867
4,32,0.021638772,0.027002262
5,32,0.011224616,0.03683008
6,32,0.02804006,0.040856276
0,33,0.009421146,0.02365608
1,33,0.009124827,0.02344327
2,33,0.011779133,0.028427048
3,33,0.016079478,0.026908338
4,33,0.021403711,0.02681027
5,33,0.0109936055,0.036671728
6,33,0.027672622,0.040594153
0,34,0.009372897,0.023450214
1,34,0.009037569,0.02325417
2,34,0.011667894,0.028179424
3,34,0.015914915,0.026718296
4,34,0.02117577,0.026623765
5,34,0.010773331,0.036517274
6,34,0.027317584,0.040338807
0,35,0.009326257,0.023252234
1,35,0.008953533,0.02307092
2,35,0.011560412,0.027938452
3,35,0.015755301,0.026533239
4,35,0.020954544,0.026442582
5,35,0.010563254,0.036366727
6,35,0.026974533,0.040090207
0,36,0.009281138,0.023060992
1,36,0.008872531,0.022893336
2,36,0.011456516,0.02770469
3,36,0.01560034,0.026351912
4,36,0.020739708,0.026263813
5,36,0.010362874,0.0362199
6,36,0.026643055,0.0398482
0,37,0.009237496,0.022875845
1,37,0.0087944325,0.02272123
2,37,0.011356065,0.027477687
3,37,0.0154498005,0.02617352
4,37,0.020530947,0.026085837
5,37,0.010171706,0.036074083
6,37,0.02632271,0.039612636
0,38,0.009195255,0.022696571
1,38,0.008719107,0.022554392
2,38,0.011258913,0.027257025
3,38,0.015303454,0.026000097
4,38,0.020327996,0.0259099
5,38,0.009989296,0.035931066
6,38,0.02601306,0.039382998
0,39,0.009154359,0.022522952
1,39,0.00864643,0.02239168
2,39,0.011164924,0.02704256
3,39,0.01516108,0.02583147
4,39,0.020130582,0.025738258
5,39,0.009815214,0.035791688
6,39,0.025713723,0.039159168
0,40,0.009114753,0.022354815
1,40,0.008576296,0.022233844
2,40,0.011073967,0.026829943
3,40,0.015022491,0.025667462
4,40,0.019938488,0.025571378
5,40,0.009649035,0.03565579
6,40,0.025424223,0.03894121
0,41,0.009076389,0.022191264
1,41,0.008508602,0.022080775
2,41,0.010985921,0.026623592
3,41,0.0148874875,0.025507927
4,41,0.019751502,0.02540909
5,41,0.00949039,0.035523225
6,41,0.02514418,0.038728982
0,42,0.009039195,0.022032488
1,42,0.008443249,0.021932289
2,42,0.010900652,0.02642327
3,42,0.014755905,0.025352674
4,42,0.019569384,0.025249425
5,42,0.0093389,0.035393868
6,42,0.024873238,0.03852224
0,43,0.009003142,0.021878533
1,43,0.008380139,0.021788234
2,43,0.010818049,0.026228765
3,43,0.014627564,0.025201568
4,43,0.019391961,0.025091719
5,43,0.009194218,0.03526761
6,43,0.024610985,0.038320333
0,44,0.00896818,0.021728784
1,44,0.008319203,0.021648465
2,44,0.010738006,0.026039872
3,44,0.014502311,0.025054457
4,44,0.019219032,0.024938285
5,44,0.00905601,0.0351443
6,44,0.024357092,0.038123496
0,45,0.008934267,0.021583546
1,45,0.008260343,0.021512844
2,45,0.010660426,0.025856392
3,45,0.014380052,0.024911202
4,45,0.019050458,0.024788978
5,45,0.008923968,0.03502382
6,45,0.024111195,0.037931133
0,46,0.008901352,0.021442657
1,46,0.008203495,0.02138127
2,46,0.010585205,0.025678104
3,46,0.014260603,0.024771646
4,46,0.018886024,0.024643632
5,46,0.008797782,0.034906056
6,46,0.023872988,0.037743453
0,47,0.0088694,0.02130595
1,47,0.0081485575,0.02125352
2,47,0.010512234,0.025504831
3,47,0.014143867,0.024635667
4,47,0.018725598,0.02450211
5,47,0.008677174,0.0347909
6,47,0.023642171,0.037561897
0,48,0.00883837,0.021173287
1,48,0.008095473,0.021129474
2,48,0.010441428,0.0253364
3,48,0.014029717,0.024503144
4,48,0.018569037,0.024364276
5,48,0.008561893,0.03467822
6,48,0.023418434,0.03738561
0,49,0.008808227,0.021044511
1,49,0.008044158,0.02100899
2,49,0.010372704,0.02517263
3,49,0.013918053,0.024372604
4,49,0.018416185,0.02422999
5,49,0.008451664,0.034567926
6,49,0.023201488,0.037213407
0,50,0.008778932,0.02091949
1,50,0.007994556,0.020891948
2,50,0.010305971,0.02501288
3,50,0.013808757,0.024245037
4,50,0.018266909,0.024099136
5,50,0.008346253,0.034459934
6,50,0.022991091,0.03704517
0,51,0.008750455,0.02079808
1,51,0.007946593,0.020778341
2,51,0.01024114,0.024857353
3,51,0.013701743,0.024120599
4,51,0.018121067,0.023970682
5,51,0.008245435,0.03435414
6,51,0.022786956,0.036880746
0,52,0.008722756,0.02068014
1,52,0.007900201,0.020667914
2,52,0.010178148,0.024705993
3,52,0.013596934,0.02399915
4,52,0.017978534,0.023845416
5,52,0.008148984,0.034249958
6,52,0.022588853,0.03671999
0,53,0.008695808,0.020565556
1,53,0.007855322,0.02056057
2,53,0.010116915,0.024558675
3,53,0.013494231,0.023880623
4,53,0.017839229,0.023723265
5,53,0.008056699,0.034147974
6,53,0.022396501,0.036562726
0,54,0.008669584,0.020454206
1,54,0.0078118993,0.020456186
2,54,0.010057371,0.024415242
3,54,0.013393556,0.02376488
4,54,0.017702991,0.023604102
5,54,0.00796838,0.034047935
6,54,0.022209745,0.036408886
0,55,0.008644044,0.02034597
1,55,0.00776988,0.02035466
2,55,0.009999452,0.024275562
3,55,0.013294842,0.023651851
4,55,0.017569747,0.023487844
5,55,0.007883847,0.03394976
6,55,0.022028318,0.03625832
0,56,0.008619178,0.020240724
1,56,0.0077292,0.020255888
2,56,0.009943087,0.024139494
3,56,0.013198003,0.023541424
4,56,0.01743936,0.023374373
5,56,0.007802924,0.033853367
6,56,0.021852035,0.03611091
0,57,0.008594946,0.02013838
1,57,0.007689812,0.020159788
2,57,0.009888215,0.024006922
3,57,0.013102993,0.023433525
4,57,0.017311763,0.023263592
5,57,0.007725428,0.03375849
6,57,0.021680698,0.035966553
0,58,0.00857134,0.020038817
1,58,0.0076516685,0.020066245
2,58,0.009834778,0.023877697
3,58,0.013009736,0.023327617
4,58,0.017186826,0.023155065
5,58,0.0076512164,0.033664126
6,58,0.021514125,0.035825133
0,59,0.00854832,0.019941945
1,59,0.0076147174,0.01997492
2,59,0.009782724,0.02375174
3,59,0.012918171,0.023224039
4,59,0.01706448,0.023048516
5,59,0.007580133,0.033571437
6,59,0.02135212,0.0356855
0,60,0.008525862,0.019847665
1,60,0.0075789113,0.019885136
2,60,0.009731984,0.023628902
3,60,0.012828247,0.02312271
4,60,0.016944638,0.022944422
5,60,0.0075120265,0.033480283
6,60,0.021194525,0.035546254
0,61,0.0085039595,0.019755881
1,61,0.0075442074,0.019797696
2,61,0.009682527,0.023507614
3,61,0.012739908,0.023023555
4,61,0.0168272,0.02284271
5,61,0.007446764,0.033390623
6,61,0.021041162,0.035409607
0,62,0.008482583,0.019666506
1,62,0.007510567,0.019712511
2,62,0.00963429,0.023388207
3,62,0.012653111,0.022926508
4,62,0.016712118,0.022743296
5,62,0.0073842155,0.033302356
6,62,0.02089188,0.035275653
0,63,0.008461712,0.019579452
1,63,0.007477945,0.019629506
2,63,0.009587234,0.023271676
3,63,0.012567794,0.022831503
4,63,0.016599275,0.022646112
5,63,0.007324254,0.033215456
6,63,0.020746525,0.035144288
0,64,0.00844133,0.019494634
1,64,0.0074462965,0.019548604
2,64,0.0095397085,0.023157537
3,64,0.012484942,0.022737576
4,64,0.016488563,0.022550214
5,64,0.007264967,0.033128757
6,64,0.020599835,0.03501211
0,65,0.008419531,0.019409984
1,65,0.007415368,0.01946729
2,65,0.009485576,0.023043733
3,65,0.012406024,0.022643918
4,65,0.01638047,0.022455145
5,65,0.0072067245,0.033041988
6,65,0.020454327,0.034880128
0,66,0.00839788,0.019327177
1,66,0.007385644,0.01938805
2,66,0.009432927,0.022932526
3,66,0.012328379,0.022552058
4,66,0.01627505,0.022362014
5,66,0.0071508125,0.032956075
6,66,0.020312143,0.03474988
0,67,0.008376719,0.019246135
1,67,0.0073570064,0.019309308
2,67,0.009381667,0.022823915
3,67,0.012251971,0.022461995
4,67,0.016172044,0.022270812
5,67,0.007097167,0.032871176
6,67,0.020173348,0.034621596
0,68,0.008356056,0.019168016
1,68,0.007329337,0.01923253
2,68,0.00933169,0.022717822
3,68,0.012176679,0.022373695
4,68,0.016071226,0.022181498
5,68,0.007045705,0.032787383
6,68,0.020037953,0.034495417
0,69,0.0083358865,0.019092135
1,69,0.0073025655,0.019157667
2,69,0.009282942,0.022614192
3,69,0.012102492,0.02228713
4,69,0.015972503,0.022094939
5,69,0.0069963504,0.032704737
6,69,0.019905942,0.034371402
0,70,0.008316199,0.019018171
1,70,0.0072766375,0.019084657
2,70,0.00923535,0.02251295
3,70,0.012029346,0.02220226
4,70,0.015875738,0.022010952
5,70,0.0069490066,0.03262211
6,70,0.019777201,0.034249518
0,71,0.008296984,0.018946018
1,71,0.0072514964,0.019013425
2,71,0.009188882,0.02241293
3,71,0.01195725,0.02211901
4,71,0.015780844,0.021928657
5,71,0.0069035976,0.032539487
6,71,0.01965168,0.034129772
0,72,0.008278232,0.018875612
1,72,0.0072270967,0.01894392
2,72,0.0091434745,0.022313809
3,72,0.011886148,0.0220371
4,72,0.015687723,0.021848006
5,72,0.0068600345,0.032458078
6,72,0.019529264,0.034012124
0,73,0.008259909,0.018807426
1,73,0.0072034113,0.018876072
2,73,0.009099094,0.022216918
3,73,0.01181603,0.02195677
4,73,0.015596313,0.021768946
5,73,0.0068182372,0.03237788
6,73,0.01940989,0.033896536
0,74,0.008242026,0.018741058
1,74,0.0071803983,0.018809827
2,74,0.009055712,0.022122076
3,74,0.011746877,0.021877972
4,74,0.015506576,0.021691449
5,74,0.006778136,0.032298844
6,74,0.019293413,0.033782892
0,75,0.0082245385,0.018676223
1,75,0.00715803,0.018745136
2,75,0.009013282,0.022029128
3,75,0.011678677,0.021800667
4,75,0.015418427,0.02161546
5,75,0.0067396555,0.03222093
6,75,0.019179786,0.03367083
0,76,0.008207443,0.018612867
1,76,0.007135665,0.0186816
2,76,0.0089715235,0.021936107
3,76,0.011608433,0.021724593
4,76,0.015331969,0.021541331
5,76,0.006700752,0.032142337
6,76,0.019062173,0.033557303
0,77,0.008184544,0.018549962
1,77,0.007110418,0.018617641
2,77,0.008930165,0.0218426
3,77,0.011531643,0.02164974
4,77,0.015247319,0.021468986
5,77,0.006662721,0.032064438
6,77,0.018946497,0.033445366
0,78,0.008162399,0.018488716
1,78,0.007086087,0.018555418
2,78,0.00888986,0.02175126
3,78,0.011455877,0.021576349
4,78,0.01516434,0.021398097
5,78,0.0066263047,0.031987924
6,78,0.01883383,0.033335518
0,79,0.00814097,0.018429056
1,79,0.007062613,0.018494844
2,79,0.008850554,0.02166208
3,79,0.011381117,0.021503566
4,79,0.015082942,0.021328615
5,79,0.0065914397,0.031912737
6,79,0.018724078,0.03322737
0,80,0.008120236,0.018370911
1,80,0.0070399377,0.018435322
2,80,0.008812197,0.02157498
3,80,0.011307364,0.0214313
4,80,0.0150030665,0.021260541
5,80,0.006558044,0.031838797
6,80,0.018617086,0.03312085
0,81,0.008100133,0.018314209
1,81,0.007018028,0.018377384
2,81,0.008774752,0.021489877
3,81,0.011234635,0.02136046
4,81,0.01492468,0.021193802
5,81,0.00652607,0.031766057
6,81,0.018512791,0.03301624
0,82,0.008080642,0.018258903
1,82,0.0069968347,0.018320454
2,82,0.008738188,0.021406708
3,82,0.011162933,0.021290986
4,82,0.014847731,0.021128329
5,82,0.006495443,0.031694446
6,82,0.018411083,0.032913446
0,83,0.00806171,0.018204926
1,83,0.006976322,0.018264921
2,83,0.008702457,0.021325383
3,83,0.011092236,0.021222832
4,83,0.014772149,0.021064067
5,83,0.006466102,0.031623926
6,83,0.018311858,0.032812417
0,84,0.0080433255,0.018152222
1,84,0.0069564534,0.018210735
2,84,0.0086675305,0.021245856
3,84,0.011022553,0.021155948
4,84,0.0146979075,0.021000985
5,84,0.0064379936,0.03155442
6,84,0.018215025,0.0327131
0,85,0.008025463,0.018100742
1,85,0.006937206,0.018157836
2,85,0.008633383,0.02116804
3,85,0.01095389,0.021090297
4,85,0.014624955,0.02093941
5,85,0.006411055,0.031485874
6,85,0.018120497,0.032615416
0,86,0.008008074,0.018050518
1,86,0.006918524,0.018106174
2,86,0.008599967,0.021091886
3,86,0.010886196,0.02102583
4,86,0.014553256,0.02087897
5,86,0.0063852468,0.031418256
6,86,0.018028213,0.032519326
0,87,0.007991148,0.018001959
1,87,0.006900396,0.018055769
2,87,0.008567268,0.021017332
3,87,0.010819519,0.020962514
4,87,0.014482762,0.020819727
5,87,0.006360507,0.031351507
6,87,0.017938063,0.03242474
0,88,0.007974664,0.017954472
1,88,0.0068827923,0.018006941
2,88,0.008535264,0.020944325
3,88,0.010753818,0.020900317
4,88,0.014413458,0.020761617
5,88,0.0063367924,0.031285595
6,88,0.017849972,0.032331616
0,89,0.007958585,0.017908027
1,89,0.0068656877,0.01795917
2,89,0.008503916,0.020872802
3,89,0.010689082,0.020839185
4,89,0.014345289,0.020703226
5,89,0.0063140485,0.03122045
6,89,0.01776387,0.032239906
0,90,0.007942906,0.017862521
1,90,0.0068490636,0.01791242
2,90,0.008473209,0.020802727
3,90,0.010625316,0.0207791
4,90,0.014278224,0.020645116
5,90,0.0062922416,0.031156022
6,90,0.017679697,0.03214872
0,91,0.007927601,0.01781743
1,91,0.006832886,0.017866658
2,91,0.008443119,0.020734042
3,91,0.010562493,0.020719506
4,91,0.014212205,0.02058798
5,91,0.006271325,0.031092327
6,91,0.017597372,0.03205781
0,92,0.007912661,0.017773222
1,92,0.00681714,0.017821845
2,92,0.008413613,0.0206667
3,92,0.010500595,0.020660782
4,92,0.014147237,0.020531788
5,92,0.0062512606,0.031029329
6,92,0.017516837,0.031968195
0,93,0.007898057,0.01772992
1,93,0.006801806,0.017777948
2,93,0.008384687,0.020600665
3,93,0.010439635,0.020602616
4,93,0.014083266,0.02047652
5,93,0.006232003,0.03096701
6,93,0.017438032,0.031879876
0,94,0.007883785,0.017687488
1,94,0.006786866,0.017734937
2,94,0.008356309,0.020535896
3,94,0.0103795845,0.020545151
4,94,0.014020262,0.020422146
5,94,0.0062135197,0.030905342
6,94,0.01736089,0.031792797
0,95,0.007869821,0.017645894
1,95,0.006772306,0.017692773
2,95,0.008328469,0.02047234
3,95,0.010320431,0.020488605
4,95,0.013958214,0.020368634
5,95,0.0061957794,0.030844271
6,95,0.017285366,0.03170693
0,96,0.007856155,0.017605111
1,96,0.0067581064,0.017651442
2,96,0.0083011445,0.02040997
3,96,0.010262161,0.020432949
4,96,0.013897084,0.020315971
5,96,0.0061787413,0.030783795
6,96,0.017211387,0.031622205
0,97,0.007842783,0.017565113
1,97,0.006744251,0.017610906
2,97,0.008274323,0.02034875
3,97,0.010204769,0.020378172
4,97,0.013836846,0.020264134
5,97,0.0061623827,0.030723905
6,97,0.017138926,0.0315386
0,98,0.007829675,0.017525868
1,98,0.0067307297,0.017571138
2,98,0.008247987,0.020288633
3,98,0.010148237,0.020324232
4,98,0.01377746,0.020213097
5,98,0.006146658,0.030664565
6,98,0.017067913,0.031455293
0,99,0.007816838,0.01748735
1,99,0.006717517,0.017532114
2,99,0.008222115,0.020229593
3,99,0.010092541,0.02027111
4,99,0.01371891,0.020162828
5,99,0.0061315466,0.03060573
6,99,0.016998297,0.031372827
0,100,0.007804246,0.01744954
1,100,0.0067046136,0.017493818
2,100,0.008196696,0.020171601
3,100,0.010037681,0.02021879
4,100,0.013661208,0.020112641
5,100,0.0061170235,0.030547433
6,100,0.016930047,0.031291407
0,101,0.007791903,0.017412417
1,101,0.0066920016,0.017456219
2,101,0.008171714,0.020114623
3,101,0.009983631,0.020167243
4,101,0.013604284,0.02006296
5,101,0.006103229,0.030489625
6,101,0.016863279,0.031211069
0,102,0.0077797873,0.017375981
1,102,0.0066796225,0.01741936
2,102,0.00814718,0.020058751
3,102,0.009930307,0.02011653
4,102,0.013548266,0.020014038
5,102,0.006090058,0.030432183
6,102,0.016797801,0.031131558
0,103,0.0077678515,0.017340181
1,103,0.006667515,0.017383154
2,103,0.008123063,0.02000379
3,103,0.009877821,0.02006648
4,103,0.01349313,0.019965775
5,103,0.006077265,0.030375035
6,103,0.016733337,0.031052744
0,104,0.0077560646,0.017304964
1,104,0.0066556903,0.017347557
2,104,0.008099344,0.0199497
3,104,0.009826152,0.020017102
4,104,0.013438825,0.019918181
5,104,0.006064849,0.030318279
6,104,0.016669922,0.03097472
0,105,0.007744455,0.01727033
1,105,0.006644123,0.017312558
2,105,0.008076011,0.019896157
3,105,0.009775268,0.019968385
4,105,0.013385278,0.019871242
5,105,0.006052791,0.03026189
6,105,0.016607553,0.030897478
0,106,0.007733018,0.017236266
1,106,0.006632805,0.017278137
2,106,0.008053048,0.01984345
3,106,0.009725157,0.01992032
4,106,0.013332492,0.01982496
5,106,0.006041089,0.030205874
6,106,0.016546218,0.030821025
0,107,0.0077217473,0.01720276
1,107,0.006621722,0.017244283
2,107,0.008030432,0.019791575
3,107,0.009675789,0.019872893
4,107,0.013280386,0.019779313
5,107,0.0060297265,0.03015026
6,107,0.016485889,0.030745376
0,108,0.007710661,0.017169787
1,108,0.006610866,0.017210975
2,108,0.008008167,0.019740496
3,108,0.009627145,0.019826083
4,108,0.013228959,0.01973429
5,108,0.0060186945,0.030095028
6,108,0.016426543,0.030670512
0,109,0.0076997424,0.017137341
1,109,0.0066002263,0.017178204
2,109,0.007986227,0.019690214
3,109,0.009579213,0.019779883
4,109,0.013178194,0.019689878
5,109,0.0060079824,0.030040171
6,109,0.01636817,0.030596422
0,110,0.0076889843,0.017105406
1,110,0.00658979,0.017145958
2,110,0.007964608,0.019640697
3,110,0.009531968,0.01973429
4,110,0.013128043,0.019646108
5,110,0.005997572,0.029985692
6,110,0.016310722,0.030523095
0,111,0.00767839,0.01707397
1,111,0.0065795537,0.017114222
2,111,0.007943304,0.019591946
3,111,0.009485427,0.019689288
4,111,0.013078533,0.019602958
5,111,0.0059874654,0.029931605
6,111,0.016254216,0.030450536
0,112,0.0076679643,0.017043022
1,112,0.00656951,0.017082978
2,112,0.007922304,0.019543914
3,112,0.009439544,0.019644849
4,112,0.013029608,0.019560378
5,112,0.0059776325,0.029877864
6,112,0.016198603,0.030378707
0,113,0.0076576816,0.017013084
1,113,0.0065596476,0.01705221
2,113,0.007901597,0.019496594
3,113,0.009394314,0.019600978
4,113,0.012981254,0.019518368
5,113,0.0059680725,0.029824495
6,113,0.016143862,0.030307619
0,114,0.0076475646,0.016983613
1,114,0.006549966,0.01702191
2,114,0.007881187,0.01944997
3,114,0.0093497485,0.019557647
4,114,0.012933481,0.019476902
5,114,0.0059587713,0.029771559
6,114,0.016089953,0.03023722
0,115,0.0076375846,0.016954571
1,115,0.0065404614,0.016992068
2,115,0.007861051,0.019404028
3,115,0.009305808,0.019514859
4,115,0.012886252,0.019435989
5,115,0.005949723,0.029718867
6,115,0.016036887,0.03016752
0,116,0.007627743,0.016925935
1,116,0.006531116,0.016962666
2,116,0.00784119,0.019358747
3,116,0.009262507,0.019472595
4,116,0.012839578,0.019395601
5,116,0.0059409104,0.029666487
6,116,0.015984612,0.030098494
0,117,0.0076180436,0.016897488
1,117,0.00652193,0.016933694
2,117,0.007821597,0.019314108
3,117,0.009219813,0.01943084
4,117,0.0127934385,0.019355727
5,117,0.0059323357,0.02961447
6,117,0.015933108,0.030030128
0,118,0.00760848,0.016869271
1,118,0.006512901,0.016905148
2,118,0.0078022657,0.019270107
3,118,0.009177717,0.019389592
4,118,0.012747796,0.019316364
5,118,0.0059239785,0.029562771
6,118,0.015882386,0.029962419
0,119,0.0075990455,0.016841436
1,119,0.0065040262,0.016877512
2,119,0.0077831885,0.019226719
3,119,0.009136213,0.019348834
4,119,0.012702672,0.019277498
5,119,0.005915837,0.029511409
6,119,0.015832396,0.02989534
0,120,0.0075897416,0.016813982
1,120,0.006495292,0.016850378
2,120,0.0077643534,0.019183937
3,120,0.009095296,0.019308561
4,120,0.012658045,0.019239122
5,120,0.0059079076,0.029460367
6,120,0.015783127,0.029828891
0,121,0.007580562,0.0167869
1,121,0.006486699,0.01682362
2,121,0.007745765,0.019141728
3,121,0.009054939,0.019268755
4,121,0.012613904,0.019201215
5,121,0.005900168,0.029409634
6,121,0.015734566,0.029763054
0,122,0.007571508,0.016760172
1,122,0.006478239,0.016797246
2,122,0.0077274097,0.019100111
3,122,0.009015143,0.019229382
4,122,0.012570236,0.019163784
5,122,0.0058926186,0.0293592
6,122,0.015686672,0.029697813
0,123,0.007562572,0.016733814
1,123,0.0064699124,0.016771236
2,123,0.007709286,0.019059047
3,123,0.00897591,0.019190457
