iter,tr-loss,te-loss,time
6,0.7386314,0.7285126,0.0608372688293457
6,0.49001345,0.4646703,0.018949270248413086
6,0.3556056,0.3215896,0.010970830917358398
6,0.27940527,0.2405294,0.011967897415161133
6,0.23402268,0.19255736,0.011968374252319336
6,0.20559669,0.16306925,0.00897526741027832
6,0.18664387,0.14408092,0.008975982666015625
6,0.17271103,0.13069911,0.008976459503173828
6,0.16169302,0.12052646,0.011967897415161133
6,0.1526462,0.11260289,0.008975744247436523
6,0.14483316,0.10604809,0.008976221084594727
6,0.13783453,0.10033698,0.00997304916381836
6,0.13151619,0.095386766,0.009974479675292969
6,0.12567304,0.0908673,0.008484601974487305
6,0.12024787,0.08677039,0.009973287582397461
6,0.11516915,0.08296383,0.008976221084594727
6,0.11039245,0.07936962,0.009973287582397461
6,0.10590654,0.07607205,0.009973287582397461
6,0.10166392,0.07292177,0.008976221084594727
6,0.09766105,0.069995634,0.008975744247436523
6,0.09387084,0.06725609,0.009973287582397461
6,0.09027656,0.06464924,0.009973287582397461
6,0.08686891,0.06216312,0.009973526000976562
6,0.083631754,0.059849143,0.00997304916381836
6,0.08055522,0.057623416,0.009973526000976562
6,0.077628724,0.055533785,0.009973526000976562
6,0.074842244,0.053512298,0.00997304916381836
6,0.072188795,0.05162182,0.009973287582397461
6,0.06966017,0.04981683,0.010970830917358398
6,0.0672492,0.04807838,0.009973287582397461
6,0.06494921,0.046437472,0.009973287582397461
6,0.06275431,0.04487715,0.009973526000976562
6,0.060656287,0.043386996,0.008484840393066406
6,0.05865294,0.04197856,0.009973287582397461
6,0.056739595,0.040620193,0.008975744247436523
6,0.054911062,0.03933038,0.009973287582397461
6,0.053161524,0.038094677,0.009973764419555664
6,0.051488064,0.036913063,0.008975982666015625
6,0.049887545,0.035792276,0.009973287582397461
6,0.04835673,0.034723587,0.008975982666015625
6,0.04688975,0.033691637,0.008975982666015625
6,0.04548282,0.03269174,0.010970592498779297
6,0.044136472,0.03175068,0.008976221084594727
6,0.042846616,0.030851327,0.011967897415161133
6,0.04160973,0.029982,0.011967897415161133
6,0.040424205,0.029157115,0.008976459503173828
6,0.03928734,0.02836068,0.00897526741027832
6,0.03819721,0.027604274,0.0109710693359375
6,0.037151184,0.026881278,0.009973764419555664
6,0.036147214,0.026189685,0.00897526741027832
6,0.035183247,0.025522092,0.01047968864440918
6,0.034257933,0.024887184,0.009973764419555664
6,0.033369783,0.02427938,0.007978200912475586
6,0.032516487,0.023692088,0.009973526000976562
6,0.031697147,0.023126809,0.008975982666015625
6,0.030909967,0.022587746,0.009973287582397461
6,0.030153625,0.022073178,0.008975744247436523
6,0.029426739,0.021579098,0.009973764419555664
6,0.028727576,0.021106433,0.009973287582397461
6,0.028055709,0.020649947,0.008976221084594727
6,0.027409626,0.02021213,0.011968135833740234
6,0.02678805,0.019790538,0.008975505828857422
6,0.026190173,0.01938775,0.00997304916381836
6,0.025614971,0.01900079,0.009973526000976562
6,0.025061334,0.018630816,0.009973287582397461
6,0.02452891,0.018274466,0.008975982666015625
6,0.024016593,0.017932236,0.009973287582397461
6,0.023523483,0.017604206,0.009973287582397461
6,0.023049345,0.017289283,0.010478734970092773
6,0.022592813,0.01698624,0.008975982666015625
6,0.022152932,0.01669531,0.008975982666015625
6,0.021729644,0.016415883,0.008976221084594727
6,0.021321842,0.016147463,0.009973287582397461
6,0.020929057,0.015890025,0.008975744247436523
6,0.0205509,0.015642518,0.009973764419555664
6,0.020186607,0.015405115,0.008975744247436523
6,0.019836022,0.015176142,0.009973526000976562
6,0.019498376,0.014956532,0.009973287582397461
6,0.019173011,0.014745416,0.008975744247436523
6,0.01885971,0.014542788,0.009973287582397461
6,0.018557198,0.014348783,0.008976221084594727
6,0.018265987,0.0141623095,0.008975744247436523
6,0.017985165,0.013981745,0.009974002838134766
6,0.017714811,0.013809664,0.008975505828857422
6,0.017454017,0.013643299,0.009973526000976562
6,0.01720279,0.013483858,0.008975744247436523
6,0.016960349,0.013331374,0.008976221084594727
6,0.016726734,0.013184669,0.009481191635131836
6,0.016500996,0.013041407,0.009973764419555664
6,0.01628341,0.012904035,0.008975505828857422
6,0.0160734,0.01277286,0.008976221084594727
6,0.015870566,0.012647124,0.008975982666015625
6,0.015675131,0.012527793,0.008975982666015625
6,0.015485927,0.012410143,0.010971307754516602
6,0.01530307,0.012296153,0.00897526741027832
6,0.015126603,0.012186359,0.009973526000976562
6,0.014956471,0.012083267,0.008975982666015625
6,0.014791941,0.011981288,0.008975982666015625
6,0.014633132,0.011883602,0.009973526000976562
6,0.014479768,0.011790476,0.00997304916381836
6,0.014331564,0.011701735,0.009973287582397461
6,0.01418866,0.0116158705,0.010971546173095703
6,0.01405075,0.011531789,0.008975505828857422
6,0.013917068,0.0114540765,0.009973526000976562
6,0.013788062,0.011377556,0.007977962493896484
6,0.013663453,0.01130286,0.010479211807250977
6,0.013543088,0.011232072,0.00997304916381836
6,0.013426632,0.011167265,0.008975982666015625
6,0.013314258,0.011102146,0.009973764419555664
6,0.01320556,0.011040835,0.008975505828857422
6,0.013100612,0.010979294,0.009973526000976562
6,0.012999071,0.010921694,0.009973526000976562
6,0.01290082,0.010867808,0.00997304916381836
6,0.012805729,0.010816286,0.010970592498779297
6,0.012713805,0.0107667465,0.009973526000976562
6,0.012624929,0.010719135,0.008975982666015625
6,0.012538988,0.010669739,0.009974002838134766
6,0.012455808,0.010621693,0.009972810745239258
6,0.012375078,0.010579716,0.008975744247436523
6,0.012297023,0.010538051,0.008975982666015625
6,0.012221554,0.010499662,0.008975982666015625
6,0.012148519,0.010460704,0.009973287582397461
6,0.012077736,0.0104224635,0.009482145309448242
6,0.012009282,0.010384694,0.008975744247436523
6,0.011942931,0.010350732,0.009973526000976562
6,0.011878541,0.010315692,0.007978677749633789
6,0.011816306,0.010283997,0.00997304916381836
6,0.011756033,0.010255271,0.008976221084594727
6,0.011697783,0.010228583,0.00997304916381836
6,0.011641076,0.010198941,0.008975982666015625
6,0.011586046,0.0101704355,0.008976221084594727
6,0.011532721,0.010141557,0.009973287582397461
6,0.011481214,0.0101172775,0.009973287582397461
6,0.011431032,0.01008975,0.008976221084594727
6,0.011382404,0.010065155,0.008975505828857422
6,0.011335256,0.010042708,0.009973526000976562
6,0.011289471,0.01001781,0.008976221084594727
6,0.011245041,0.009994928,0.00997304916381836
6,0.011201928,0.009974044,0.009973526000976562
6,0.011160091,0.0099526495,0.0109710693359375
6,0.011119524,0.009933932,0.009972810745239258
6,0.011080105,0.009914661,0.00948190689086914
6,0.011041844,0.009893721,0.00997304916381836
6,0.011004625,0.009877729,0.008975744247436523
6,0.010968496,0.009861486,0.008975982666015625
6,0.010933628,0.009840876,0.009973526000976562
6,0.0108996155,0.009826693,0.009973287582397461
6,0.010866606,0.009812599,0.008976459503173828
6,0.010834434,0.009799427,0.00897526741027832
6,0.010803154,0.009783719,0.011968374252319336
6,0.01077272,0.009770737,0.008975982666015625
6,0.010743111,0.009759476,0.007978200912475586
6,0.0107142525,0.009745421,0.013962507247924805
6,0.0106862215,0.0097348,0.009973526000976562
6,0.010658968,0.009725099,0.008975744247436523
6,0.010632403,0.009713956,0.009973287582397461
6,0.010606433,0.009696098,0.008976459503173828
6,0.010581264,0.009681545,0.00997304916381836
6,0.010556668,0.009670978,0.009973764419555664
6,0.010532618,0.009660352,0.00997304916381836
6,0.010509182,0.009653589,0.009483098983764648
6,0.010486318,0.009645775,0.011967658996582031
6,0.010464128,0.009639861,0.009973287582397461
6,0.010442418,0.0096329935,0.008976221084594727
6,0.010421178,0.009621322,0.008975505828857422
6,0.010400486,0.009614041,0.0109710693359375
6,0.010380365,0.0096067935,0.008976221084594727
6,0.010360659,0.009598349,0.00997304916381836
6,0.010341373,0.009588389,0.009973526000976562
6,0.010322697,0.009585665,0.00997304916381836
6,0.010304254,0.00957571,0.008975982666015625
6,0.010286387,0.009570158,0.010970830917358398
6,0.010268782,0.009560168,0.008975744247436523
6,0.010251617,0.009552428,0.009973526000976562
6,0.010234882,0.009544861,0.008975744247436523
6,0.0102184685,0.009539191,0.010970592498779297
6,0.0102023715,0.00953356,0.009973287582397461
6,0.0101866955,0.009524106,0.010971546173095703
6,0.010171326,0.00951876,0.009972810745239258
6,0.010156303,0.009511722,0.009482383728027344
6,0.010141563,0.009509528,0.008975744247436523
6,0.010127134,0.009504104,0.009973287582397461
6,0.01011285,0.009499198,0.0109710693359375
6,0.010098835,0.009493697,0.0109710693359375
6,0.010085127,0.009491103,0.009972810745239258
6,0.010071724,0.00948865,0.008976221084594727
6,0.010058516,0.0094829155,0.008975982666015625
6,0.010045508,0.009474427,0.00997304916381836
6,0.010032816,0.009468097,0.008976221084594727
6,0.010020361,0.009462468,0.009973287582397461
6,0.010008151,0.009458646,0.009973287582397461
6,0.009996168,0.009459134,0.008975744247436523
6,0.009984387,0.00945547,0.009973287582397461
6,0.009972781,0.009449245,0.009973526000976562
6,0.0099615175,0.009446171,0.008976221084594727
6,0.009950491,0.009441303,0.008975744247436523
6,0.00993969,0.009438872,0.008976221084594727
6,0.009929016,0.009430374,0.009972810745239258
6,0.009918562,0.009424975,0.007979631423950195
